mes,anio_base,archivo,tipo_pasajero,tipo_pasajero_visual,origen,destino,viajes_observados
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Pillanlelbun,Lautaro,1.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Pillanlelbun,Temuco,2.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Cajon,Temuco,2.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Temuco,Victoria,23.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Temuco,PUA,11.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Temuco,Perquenco,3.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Temuco,Quillem,1.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Temuco,Lautaro,12.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Temuco,L. Centro,2.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Temuco,Pillanlelbun,3.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Temuco,Cajon,4.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Temuco,PLC,2.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Temuco,Quepe,1.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Temuco,Pitrufquén,11.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,PLC,Temuco,1.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Quepe,Temuco,1.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,funcionario,Funcionario,Pitrufquén,Temuco,8.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Victoria,PUA,115.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Victoria,Perquenco,263.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Victoria,Quillem,7.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Victoria,Lautaro,135.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Victoria,L. Centro,183.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Victoria,Pillanlelbun,63.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Victoria,Cajon,48.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Victoria,Temuco,1457.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,PUA,Victoria,207.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,PUA,Perquenco,40.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,PUA,Lautaro,67.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,PUA,L. Centro,33.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,PUA,Pillanlelbun,37.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,PUA,Cajon,32.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,PUA,Temuco,378.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Perquenco,Victoria,161.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Perquenco,PUA,37.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Perquenco,Quillem,30.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Perquenco,Lautaro,278.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Perquenco,L. Centro,361.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Perquenco,Pillanlelbun,73.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Perquenco,Cajon,56.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Perquenco,Temuco,1409.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Quillem,Victoria,5.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Quillem,Perquenco,21.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Quillem,Lautaro,52.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Quillem,L. Centro,18.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Quillem,Pillanlelbun,8.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Quillem,Cajon,3.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Quillem,Temuco,124.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Lautaro,Victoria,192.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Lautaro,PUA,79.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Lautaro,Perquenco,252.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Lautaro,Quillem,27.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Lautaro,Pillanlelbun,221.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Lautaro,Cajon,90.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Lautaro,Temuco,2500.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,L. Centro,Victoria,140.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,L. Centro,PUA,39.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,L. Centro,Perquenco,118.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,L. Centro,Quillem,18.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,L. Centro,Lautaro,1.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,L. Centro,Pillanlelbun,177.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,L. Centro,Cajon,56.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,L. Centro,Temuco,1351.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,L. Centro,Freire,1.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pillanlelbun,Victoria,33.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pillanlelbun,PUA,39.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pillanlelbun,Perquenco,44.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pillanlelbun,Quillem,11.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pillanlelbun,Lautaro,89.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pillanlelbun,L. Centro,198.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pillanlelbun,Cajon,46.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pillanlelbun,Temuco,508.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pillanlelbun,Pitrufquén,1.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Cajon,Victoria,24.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Cajon,PUA,19.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Cajon,Perquenco,33.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Cajon,Quillem,3.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Cajon,Lautaro,49.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Cajon,L. Centro,70.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Cajon,Pillanlelbun,32.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Cajon,Temuco,227.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,Victoria,623.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,PUA,327.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,Perquenco,987.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,Quillem,114.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,Lautaro,1391.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,L. Centro,871.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,Pillanlelbun,428.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,Cajon,75.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,PLC,57.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,Quepe,291.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,Freire,367.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Temuco,Pitrufquén,1080.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,PLC,Temuco,136.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,PLC,Quepe,33.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,PLC,Freire,61.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,PLC,Pitrufquén,167.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Quepe,Temuco,269.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Quepe,PLC,46.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Quepe,Freire,76.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Quepe,Pitrufquén,96.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Freire,Temuco,476.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Freire,PLC,79.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Freire,Quepe,44.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Freire,Pitrufquén,25.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pitrufquén,Temuco,1044.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pitrufquén,PLC,150.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pitrufquén,Quepe,126.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,normal,Normal,Pitrufquén,Freire,47.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,sindicato,Sindicato,Victoria,Temuco,4.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,sindicato,Sindicato,PUA,Temuco,1.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,sindicato,Sindicato,L. Centro,Temuco,1.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,sindicato,Sindicato,Temuco,Victoria,4.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,sindicato,Sindicato,Temuco,PUA,2.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,sindicato,Sindicato,Temuco,Perquenco,1.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,sindicato,Sindicato,Temuco,Lautaro,3.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,sindicato,Sindicato,Temuco,L. Centro,2.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,sindicato,Sindicato,Temuco,Pillanlelbun,2.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,sindicato,Sindicato,Temuco,Pitrufquén,5.0
12,2024,MOD-Tren-Araucania-dic-2024.xlsx,sindicato,Sindicato,Pitrufquén,Temuco,3.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,PUA,70.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Perquenco,156.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Quillem,4.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Lautaro,56.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,L. Centro,62.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Pillanlelbun,30.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Cajon,25.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Temuco,463.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Victoria,95.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Perquenco,30.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Quillem,3.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Lautaro,5.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,L. Centro,2.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Pillanlelbun,3.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Temuco,104.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,Victoria,142.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,PUA,18.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,Quillem,7.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,Lautaro,75.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,L. Centro,74.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,Pillanlelbun,10.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,Cajon,14.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,Temuco,328.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,Victoria,6.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,PUA,2.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,Perquenco,14.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,Lautaro,16.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,L. Centro,6.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,Temuco,13.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Victoria,72.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,PUA,2.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Perquenco,62.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Quillem,20.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Pillanlelbun,22.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Cajon,1.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Temuco,268.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Victoria,38.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Perquenco,29.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Quillem,6.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Pillanlelbun,19.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Cajon,2.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Temuco,123.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,Victoria,26.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,PUA,2.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,Perquenco,10.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,Lautaro,16.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,L. Centro,27.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,Temuco,46.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,Victoria,17.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,Perquenco,4.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,Lautaro,1.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,L. Centro,3.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,Pillanlelbun,2.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,Temuco,31.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,PLC,1.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Victoria,411.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,PUA,64.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Perquenco,280.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Quillem,8.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Lautaro,160.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,L. Centro,98.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Pillanlelbun,27.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Cajon,3.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,PLC,3.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Quepe,24.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Freire,81.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Pitrufquén,224.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,PLC,Temuco,44.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,PLC,Quepe,1.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,PLC,Freire,7.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,PLC,Pitrufquén,29.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Quepe,Temuco,32.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Quepe,PLC,1.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Quepe,Freire,7.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Quepe,Pitrufquén,13.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Freire,Temuco,123.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Freire,PLC,3.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Freire,Quepe,10.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Freire,Pitrufquén,10.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Pitrufquén,Temuco,235.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Pitrufquén,PLC,28.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,adulto_mayor,Adulto Mayor,Pitrufquén,Quepe,14.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Victoria,PUA,10.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Victoria,Perquenco,36.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Victoria,Lautaro,13.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Victoria,L. Centro,17.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Victoria,Pillanlelbun,2.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Victoria,Cajon,6.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Victoria,Temuco,112.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,PUA,Victoria,15.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,PUA,Perquenco,3.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,PUA,Temuco,20.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Perquenco,Victoria,31.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Perquenco,PUA,4.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Perquenco,Lautaro,20.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Perquenco,L. Centro,21.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Perquenco,Pillanlelbun,1.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Perquenco,Cajon,1.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Perquenco,Temuco,87.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Quillem,Victoria,1.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Quillem,Perquenco,1.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Quillem,L. Centro,1.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Quillem,Temuco,7.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Lautaro,Victoria,17.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Lautaro,Perquenco,12.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Lautaro,Pillanlelbun,3.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Lautaro,Cajon,2.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Lautaro,Temuco,90.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,L. Centro,Victoria,10.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,L. Centro,Perquenco,9.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,L. Centro,Pillanlelbun,7.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,L. Centro,Temuco,42.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Pillanlelbun,Victoria,1.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Pillanlelbun,Perquenco,2.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Pillanlelbun,Lautaro,6.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Pillanlelbun,L. Centro,13.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Pillanlelbun,Temuco,16.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Cajon,Victoria,4.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Cajon,Perquenco,2.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Cajon,Lautaro,2.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Cajon,L. Centro,4.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Cajon,Temuco,15.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Temuco,Victoria,101.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Temuco,PUA,21.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Temuco,Perquenco,61.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Temuco,Quillem,7.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Temuco,Lautaro,65.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Temuco,L. Centro,40.0
1,2026,MOD-Tren-Araucania-ene-2026.xlsx,discapacitado,Discapacitado,Temuco,Pillanlelbun,11.0
