mes,anio_base,archivo,tipo_pasajero,tipo_pasajero_visual,origen,destino,viajes_observados
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,PUA,82.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Perquenco,64.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Quillem,4.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Lautaro,38.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,L. Centro,42.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Pillanlelbun,17.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Cajon,17.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Victoria,Temuco,369.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Victoria,116.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Perquenco,7.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Quillem,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Lautaro,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,L. Centro,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Pillanlelbun,5.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Cajon,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,PUA,Temuco,68.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,Victoria,66.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,PUA,9.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,Quillem,18.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,Lautaro,72.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,L. Centro,77.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,Cajon,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Perquenco,Temuco,288.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,Victoria,7.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,PUA,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,Perquenco,17.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,Lautaro,18.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,L. Centro,15.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Quillem,Temuco,29.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Victoria,65.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,PUA,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Perquenco,41.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Quillem,21.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Pillanlelbun,21.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Cajon,20.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Lautaro,Temuco,311.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Victoria,27.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,PUA,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Perquenco,14.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Quillem,10.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Pillanlelbun,24.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Cajon,7.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,L. Centro,Temuco,164.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,Victoria,18.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,PUA,3.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,Lautaro,14.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,L. Centro,48.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,Cajon,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Pillanlelbun,Temuco,40.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,Victoria,11.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,PUA,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,Lautaro,11.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,L. Centro,17.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,Pillanlelbun,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Cajon,Temuco,32.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Victoria,308.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,PUA,53.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Perquenco,181.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Quillem,10.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Lautaro,234.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,L. Centro,81.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Pillanlelbun,20.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Cajon,3.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,PLC,5.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Quepe,16.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Freire,91.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Temuco,Pitrufquén,208.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,PLC,Temuco,46.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,PLC,Freire,10.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,PLC,Pitrufquén,25.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Quepe,Temuco,46.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Quepe,Freire,13.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Quepe,Pitrufquén,18.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Freire,Temuco,122.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Freire,PLC,11.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Freire,Quepe,9.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Freire,Pitrufquén,10.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Pitrufquén,Temuco,175.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Pitrufquén,PLC,33.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Pitrufquén,Quepe,16.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,adulto_mayor,Adulto Mayor,Pitrufquén,Freire,7.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,claret,Claret,Coleg. Claret,Temuco,5863.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,claret,Claret,Temuco,Coleg. Claret,5893.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Victoria,PUA,23.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Victoria,Perquenco,27.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Victoria,Quillem,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Victoria,Lautaro,15.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Victoria,L. Centro,13.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Victoria,Pillanlelbun,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Victoria,Cajon,3.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Victoria,Temuco,133.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,PUA,Victoria,17.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,PUA,Perquenco,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,PUA,L. Centro,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,PUA,Temuco,34.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Perquenco,Victoria,29.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Perquenco,PUA,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Perquenco,Quillem,4.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Perquenco,Lautaro,25.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Perquenco,L. Centro,34.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Perquenco,Pillanlelbun,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Perquenco,Temuco,151.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Quillem,Victoria,4.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Quillem,Perquenco,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Quillem,Lautaro,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Quillem,L. Centro,4.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Quillem,Temuco,7.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Lautaro,Victoria,15.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Lautaro,Perquenco,19.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Lautaro,Quillem,3.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Lautaro,Pillanlelbun,5.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Lautaro,Temuco,118.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,L. Centro,Victoria,11.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,L. Centro,PUA,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,L. Centro,Perquenco,13.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,L. Centro,Quillem,3.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,L. Centro,Pillanlelbun,9.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,L. Centro,Cajon,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,L. Centro,Temuco,90.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Pillanlelbun,Victoria,4.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Pillanlelbun,Perquenco,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Pillanlelbun,Lautaro,8.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Pillanlelbun,L. Centro,12.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Pillanlelbun,Temuco,24.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Cajon,Victoria,3.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Cajon,Quillem,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Cajon,Lautaro,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Cajon,L. Centro,5.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Cajon,Pillanlelbun,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Cajon,Temuco,19.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Temuco,Victoria,133.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Temuco,PUA,28.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Temuco,Perquenco,118.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Temuco,Quillem,6.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Temuco,Lautaro,52.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Temuco,L. Centro,42.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Temuco,Pillanlelbun,9.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Temuco,Cajon,21.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Temuco,Quepe,7.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Temuco,Freire,32.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Temuco,Pitrufquén,89.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,PLC,Quepe,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,PLC,Freire,7.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,PLC,Pitrufquén,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Quepe,Temuco,3.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Quepe,PLC,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Quepe,Freire,7.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Quepe,Pitrufquén,4.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Freire,Temuco,36.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Freire,PLC,5.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Freire,Quepe,9.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Freire,Pitrufquén,6.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Pitrufquén,Temuco,109.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Pitrufquén,Quepe,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,discapacitado,Discapacitado,Pitrufquén,Freire,10.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Victoria,PUA,233.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Victoria,Perquenco,137.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Victoria,Quillem,7.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Victoria,Lautaro,88.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Victoria,L. Centro,174.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Victoria,Pillanlelbun,20.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Victoria,Cajon,120.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Victoria,Temuco,1780.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,PUA,Victoria,37.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,PUA,Perquenco,3.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,PUA,Lautaro,12.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,PUA,L. Centro,13.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,PUA,Pillanlelbun,3.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,PUA,Temuco,291.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Perquenco,Victoria,83.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Perquenco,PUA,4.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Perquenco,Quillem,12.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Perquenco,Lautaro,102.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Perquenco,L. Centro,176.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Perquenco,Pillanlelbun,143.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Perquenco,Cajon,17.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Perquenco,Temuco,1190.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Quillem,Victoria,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Quillem,PUA,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Quillem,Perquenco,7.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Quillem,Lautaro,17.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Quillem,L. Centro,35.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Quillem,Pillanlelbun,13.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Quillem,Temuco,71.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Lautaro,Victoria,105.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Lautaro,PUA,4.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Lautaro,Perquenco,97.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Lautaro,Quillem,31.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Lautaro,L. Centro,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Lautaro,Pillanlelbun,326.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Lautaro,Cajon,42.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Lautaro,Temuco,1468.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,L. Centro,Victoria,76.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,L. Centro,PUA,2.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,L. Centro,Perquenco,47.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,L. Centro,Quillem,17.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,L. Centro,Pillanlelbun,187.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,L. Centro,Cajon,45.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,L. Centro,Temuco,920.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Pillanlelbun,Victoria,26.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Pillanlelbun,PUA,7.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Pillanlelbun,Perquenco,16.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Pillanlelbun,Quillem,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Pillanlelbun,Lautaro,44.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Pillanlelbun,L. Centro,73.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Pillanlelbun,Cajon,99.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Pillanlelbun,Temuco,199.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Coleg. Claret,Temuco,1153.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Cajon,Victoria,63.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Cajon,PUA,5.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Cajon,Perquenco,14.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Cajon,Lautaro,39.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Cajon,L. Centro,62.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Cajon,Pillanlelbun,34.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Cajon,Temuco,24.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Cajon,Pitrufquén,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,Victoria,1493.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,PUA,148.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,Perquenco,1001.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,Quillem,51.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,Lautaro,794.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,L. Centro,551.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,Pillanlelbun,148.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,Coleg. Claret,102.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,Cajon,34.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,PLC,4.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,Quepe,56.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,Freire,164.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Temuco,Pitrufquén,489.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,PLC,Lautaro,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,PLC,Temuco,496.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,PLC,Quepe,14.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,PLC,Freire,10.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,PLC,Pitrufquén,9.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Quepe,Temuco,121.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Quepe,PLC,107.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Quepe,Freire,17.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Quepe,Pitrufquén,21.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Freire,Pillanlelbun,1.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Freire,Temuco,404.0
4,2026,MOD-Tren-Araucania-abr-2026.xlsx,estudiante,Estudiante,Freire,PLC,4.0
