servicio,origen,destino,distancia_km,fuente_hoja
BIOTREN,Alborada,Lorenzo Arenas,10.2,PAX KM BT
BIOTREN,Alborada,UTFSM,13.1,PAX KM BT
BIOTREN,Alborada,Los Cóndores,15.1,PAX KM BT
BIOTREN,Alborada,Higueras,17.1,PAX KM BT
BIOTREN,Alborada,El Arenal,20.3,PAX KM BT
BIOTREN,Alborada,Mercado,21.7,PAX KM BT
BIOTREN,Alborada,Juan Pablo II,4.2,PAX KM BT
BIOTREN,Alborada,Diagonal Biobío,2.2,PAX KM BT
BIOTREN,Alborada,Alborada,0.0,PAX KM BT
BIOTREN,Alborada,Costa Mar,0.8,PAX KM BT
BIOTREN,Alborada,El Parque,2.45,PAX KM BT
BIOTREN,Alborada,Lomas Coloradas,4.1,PAX KM BT
BIOTREN,Alborada,C. Raúl Silva H.,6.075,PAX KM BT
BIOTREN,Alborada,Hito Galvarino,12.355,PAX KM BT
BIOTREN,Alborada,Los Canelos,15.315,PAX KM BT
BIOTREN,Alborada,Huinca,16.18,PAX KM BT
BIOTREN,Alborada,Cristo Redentor,17.35,PAX KM BT
BIOTREN,Alborada,Laguna Quiñenco,18.94,PAX KM BT
BIOTREN,Alborada,Intermodal Coronel,20.08,PAX KM BT
BIOTREN,Alborada,Pasajero Lota,20.08,PAX KM BT
BIOTREN,Costa Mar,Hualqui,31.5,PAX KM BT
BIOTREN,Costa Mar,La Leonera,23.6,PAX KM BT
BIOTREN,Costa Mar,Manquimávida,21.2,PAX KM BT
BIOTREN,Costa Mar,Pedro Medina,19.5,PAX KM BT
BIOTREN,Costa Mar,Chiguayante,18.1,PAX KM BT
BIOTREN,Costa Mar,Concepción,8.0,PAX KM BT
BIOTREN,Costa Mar,Concepcion Centro,8.0,PAX KM BT
BIOTREN,Costa Mar,Lorenzo Arenas,11.0,PAX KM BT
BIOTREN,Costa Mar,UTFSM,13.9,PAX KM BT
BIOTREN,Costa Mar,Los Cóndores,15.9,PAX KM BT
BIOTREN,Costa Mar,Higueras,17.9,PAX KM BT
BIOTREN,Costa Mar,El Arenal,21.1,PAX KM BT
BIOTREN,Costa Mar,Mercado,22.5,PAX KM BT
BIOTREN,Costa Mar,Juan Pablo II,5.0,PAX KM BT
BIOTREN,Costa Mar,Diagonal Biobío,3.0,PAX KM BT
BIOTREN,Costa Mar,Alborada,0.8,PAX KM BT
BIOTREN,Costa Mar,Costa Mar,0.0,PAX KM BT
BIOTREN,Costa Mar,El Parque,1.65,PAX KM BT
BIOTREN,Costa Mar,Lomas Coloradas,3.3,PAX KM BT
BIOTREN,Costa Mar,C. Raúl Silva H.,5.275,PAX KM BT
BIOTREN,Costa Mar,Hito Galvarino,11.555,PAX KM BT
BIOTREN,Costa Mar,Los Canelos,14.515,PAX KM BT
BIOTREN,Costa Mar,Huinca,15.38,PAX KM BT
BIOTREN,Costa Mar,Cristo Redentor,16.55,PAX KM BT
BIOTREN,Costa Mar,Laguna Quiñenco,18.14,PAX KM BT
BIOTREN,Costa Mar,Intermodal Coronel,19.28,PAX KM BT
BIOTREN,Costa Mar,Pasajero Lota,19.28,PAX KM BT
BIOTREN,El Parque,Hualqui,33.15,PAX KM BT
BIOTREN,El Parque,La Leonera,25.25,PAX KM BT
BIOTREN,El Parque,Manquimávida,22.85,PAX KM BT
BIOTREN,El Parque,Pedro Medina,21.15,PAX KM BT
BIOTREN,El Parque,Chiguayante,19.75,PAX KM BT
BIOTREN,El Parque,Concepción,9.65,PAX KM BT
BIOTREN,El Parque,Concepcion Centro,9.65,PAX KM BT
BIOTREN,El Parque,Lorenzo Arenas,12.65,PAX KM BT
BIOTREN,El Parque,UTFSM,15.55,PAX KM BT
BIOTREN,El Parque,Los Cóndores,17.55,PAX KM BT
BIOTREN,El Parque,Higueras,19.55,PAX KM BT
BIOTREN,El Parque,El Arenal,22.75,PAX KM BT
BIOTREN,El Parque,Mercado,24.15,PAX KM BT
BIOTREN,El Parque,Juan Pablo II,6.65,PAX KM BT
BIOTREN,El Parque,Diagonal Biobío,4.65,PAX KM BT
BIOTREN,El Parque,Alborada,2.45,PAX KM BT
BIOTREN,El Parque,Costa Mar,1.65,PAX KM BT
BIOTREN,El Parque,El Parque,0.0,PAX KM BT
BIOTREN,El Parque,Lomas Coloradas,1.65,PAX KM BT
BIOTREN,El Parque,C. Raúl Silva H.,3.625,PAX KM BT
BIOTREN,El Parque,Hito Galvarino,9.905,PAX KM BT
BIOTREN,El Parque,Los Canelos,12.865,PAX KM BT
BIOTREN,El Parque,Huinca,13.73,PAX KM BT
BIOTREN,El Parque,Cristo Redentor,14.9,PAX KM BT
BIOTREN,El Parque,Laguna Quiñenco,16.49,PAX KM BT
BIOTREN,El Parque,Intermodal Coronel,17.63,PAX KM BT
BIOTREN,El Parque,Pasajero Lota,17.63,PAX KM BT
BIOTREN,Lomas Coloradas,Hualqui,34.8,PAX KM BT
BIOTREN,Lomas Coloradas,La Leonera,26.9,PAX KM BT
BIOTREN,Lomas Coloradas,Manquimávida,24.5,PAX KM BT
BIOTREN,Lomas Coloradas,Pedro Medina,22.8,PAX KM BT
BIOTREN,Lomas Coloradas,Chiguayante,21.4,PAX KM BT
BIOTREN,Lomas Coloradas,Concepción,11.3,PAX KM BT
BIOTREN,Lomas Coloradas,Concepcion Centro,11.3,PAX KM BT
BIOTREN,Lomas Coloradas,Lorenzo Arenas,14.3,PAX KM BT
BIOTREN,Lomas Coloradas,UTFSM,17.2,PAX KM BT
BIOTREN,Lomas Coloradas,Los Cóndores,19.2,PAX KM BT
BIOTREN,Lomas Coloradas,Higueras,21.2,PAX KM BT
BIOTREN,Lomas Coloradas,El Arenal,24.4,PAX KM BT
BIOTREN,Lomas Coloradas,Mercado,25.8,PAX KM BT
BIOTREN,Lomas Coloradas,Juan Pablo II,8.3,PAX KM BT
BIOTREN,Lomas Coloradas,Diagonal Biobío,6.3,PAX KM BT
BIOTREN,Lomas Coloradas,Alborada,4.1,PAX KM BT
BIOTREN,Lomas Coloradas,Costa Mar,3.3,PAX KM BT
BIOTREN,Lomas Coloradas,El Parque,1.65,PAX KM BT
BIOTREN,Lomas Coloradas,Lomas Coloradas,0.0,PAX KM BT
BIOTREN,Lomas Coloradas,C. Raúl Silva H.,1.975,PAX KM BT
BIOTREN,Lomas Coloradas,Hito Galvarino,8.255,PAX KM BT
BIOTREN,Lomas Coloradas,Los Canelos,11.215,PAX KM BT
BIOTREN,Lomas Coloradas,Huinca,12.08,PAX KM BT
BIOTREN,Lomas Coloradas,Cristo Redentor,13.25,PAX KM BT
BIOTREN,Lomas Coloradas,Laguna Quiñenco,14.84,PAX KM BT
BIOTREN,Lomas Coloradas,Intermodal Coronel,15.98,PAX KM BT
BIOTREN,Lomas Coloradas,Pasajero Lota,15.98,PAX KM BT
BIOTREN,C. Raúl Silva H.,Hualqui,36.775,PAX KM BT
BIOTREN,C. Raúl Silva H.,La Leonera,28.875,PAX KM BT
BIOTREN,C. Raúl Silva H.,Manquimávida,26.475,PAX KM BT
BIOTREN,C. Raúl Silva H.,Pedro Medina,24.775,PAX KM BT
BIOTREN,C. Raúl Silva H.,Chiguayante,23.375,PAX KM BT
BIOTREN,C. Raúl Silva H.,Concepción,13.275,PAX KM BT
BIOTREN,C. Raúl Silva H.,Concepcion Centro,13.275,PAX KM BT
BIOTREN,C. Raúl Silva H.,Lorenzo Arenas,16.275,PAX KM BT
BIOTREN,C. Raúl Silva H.,UTFSM,19.175,PAX KM BT
BIOTREN,C. Raúl Silva H.,Los Cóndores,21.175,PAX KM BT
BIOTREN,C. Raúl Silva H.,Higueras,23.175,PAX KM BT
BIOTREN,C. Raúl Silva H.,El Arenal,26.375,PAX KM BT
BIOTREN,C. Raúl Silva H.,Mercado,27.775,PAX KM BT
BIOTREN,C. Raúl Silva H.,Juan Pablo II,10.275,PAX KM BT
BIOTREN,C. Raúl Silva H.,Diagonal Biobío,8.275,PAX KM BT
BIOTREN,C. Raúl Silva H.,Alborada,6.075,PAX KM BT
BIOTREN,C. Raúl Silva H.,Costa Mar,5.275,PAX KM BT
BIOTREN,C. Raúl Silva H.,El Parque,3.625,PAX KM BT
BIOTREN,C. Raúl Silva H.,Lomas Coloradas,1.975,PAX KM BT
BIOTREN,C. Raúl Silva H.,C. Raúl Silva H.,0.0,PAX KM BT
BIOTREN,C. Raúl Silva H.,Hito Galvarino,6.28,PAX KM BT
BIOTREN,C. Raúl Silva H.,Los Canelos,9.24,PAX KM BT
BIOTREN,C. Raúl Silva H.,Huinca,10.105,PAX KM BT
BIOTREN,C. Raúl Silva H.,Cristo Redentor,11.275,PAX KM BT
BIOTREN,C. Raúl Silva H.,Laguna Quiñenco,12.865,PAX KM BT
BIOTREN,C. Raúl Silva H.,Intermodal Coronel,14.005,PAX KM BT
BIOTREN,C. Raúl Silva H.,Pasajero Lota,14.005,PAX KM BT
BIOTREN,Hito Galvarino,Hualqui,43.055,PAX KM BT
BIOTREN,Hito Galvarino,La Leonera,35.155,PAX KM BT
BIOTREN,Hito Galvarino,Manquimávida,32.755,PAX KM BT
BIOTREN,Hito Galvarino,Pedro Medina,31.055,PAX KM BT
BIOTREN,Hito Galvarino,Chiguayante,29.655,PAX KM BT
BIOTREN,Hito Galvarino,Concepción,19.555,PAX KM BT
BIOTREN,Hito Galvarino,Concepcion Centro,19.555,PAX KM BT
BIOTREN,Hito Galvarino,Lorenzo Arenas,22.555,PAX KM BT
BIOTREN,Hito Galvarino,UTFSM,25.455,PAX KM BT
BIOTREN,Hito Galvarino,Los Cóndores,27.455,PAX KM BT
BIOTREN,Hito Galvarino,Higueras,29.455,PAX KM BT
BIOTREN,Hito Galvarino,El Arenal,32.655,PAX KM BT
BIOTREN,Hito Galvarino,Mercado,34.055,PAX KM BT
BIOTREN,Hito Galvarino,Juan Pablo II,16.555,PAX KM BT
BIOTREN,Hito Galvarino,Diagonal Biobío,14.555,PAX KM BT
BIOTREN,Hito Galvarino,Alborada,12.355,PAX KM BT
BIOTREN,Hito Galvarino,Costa Mar,11.555,PAX KM BT
BIOTREN,Hito Galvarino,El Parque,9.905,PAX KM BT
BIOTREN,Hito Galvarino,Lomas Coloradas,8.255,PAX KM BT
BIOTREN,Hito Galvarino,C. Raúl Silva H.,6.28,PAX KM BT
BIOTREN,Hito Galvarino,Hito Galvarino,0.0,PAX KM BT
BIOTREN,Hito Galvarino,Los Canelos,2.96,PAX KM BT
BIOTREN,Hito Galvarino,Huinca,3.825,PAX KM BT
BIOTREN,Hito Galvarino,Cristo Redentor,4.995,PAX KM BT
BIOTREN,Hito Galvarino,Laguna Quiñenco,6.585,PAX KM BT
BIOTREN,Hito Galvarino,Intermodal Coronel,7.725,PAX KM BT
BIOTREN,Hito Galvarino,Pasajero Lota,7.725,PAX KM BT
BIOTREN,Los Canelos,Hualqui,46.015,PAX KM BT
BIOTREN,Los Canelos,La Leonera,38.115,PAX KM BT
BIOTREN,Los Canelos,Manquimávida,35.715,PAX KM BT
BIOTREN,Los Canelos,Pedro Medina,34.015,PAX KM BT
BIOTREN,Los Canelos,Chiguayante,32.615,PAX KM BT
BIOTREN,Los Canelos,Concepción,22.515,PAX KM BT
BIOTREN,Los Canelos,Concepcion Centro,22.515,PAX KM BT
BIOTREN,Los Canelos,Lorenzo Arenas,25.515,PAX KM BT
BIOTREN,Los Canelos,UTFSM,28.415,PAX KM BT
BIOTREN,Los Canelos,Los Cóndores,30.415,PAX KM BT
BIOTREN,Los Canelos,Higueras,32.415,PAX KM BT
BIOTREN,Los Canelos,El Arenal,35.615,PAX KM BT
BIOTREN,Los Canelos,Mercado,37.015,PAX KM BT
BIOTREN,Los Canelos,Juan Pablo II,19.515,PAX KM BT
BIOTREN,Los Canelos,Diagonal Biobío,17.515,PAX KM BT
BIOTREN,Los Canelos,Alborada,15.315,PAX KM BT
BIOTREN,Los Canelos,Costa Mar,14.515,PAX KM BT
BIOTREN,Los Canelos,El Parque,12.865,PAX KM BT
BIOTREN,Los Canelos,Lomas Coloradas,11.215,PAX KM BT
BIOTREN,Los Canelos,C. Raúl Silva H.,9.24,PAX KM BT
BIOTREN,Los Canelos,Hito Galvarino,2.96,PAX KM BT
BIOTREN,Los Canelos,Los Canelos,0.0,PAX KM BT
BIOTREN,Los Canelos,Huinca,0.865,PAX KM BT
BIOTREN,Los Canelos,Cristo Redentor,2.035,PAX KM BT
BIOTREN,Los Canelos,Laguna Quiñenco,3.625,PAX KM BT
BIOTREN,Los Canelos,Intermodal Coronel,4.765,PAX KM BT
BIOTREN,Los Canelos,Pasajero Lota,4.765,PAX KM BT
BIOTREN,Huinca,Hualqui,46.88,PAX KM BT
BIOTREN,Huinca,La Leonera,38.98,PAX KM BT
BIOTREN,Huinca,Manquimávida,36.58,PAX KM BT
BIOTREN,Huinca,Pedro Medina,34.88,PAX KM BT
BIOTREN,Huinca,Chiguayante,33.48,PAX KM BT
BIOTREN,Huinca,Concepción,23.38,PAX KM BT
BIOTREN,Huinca,Concepcion Centro,23.38,PAX KM BT
BIOTREN,Huinca,Lorenzo Arenas,26.38,PAX KM BT
BIOTREN,Huinca,UTFSM,29.28,PAX KM BT
BIOTREN,Huinca,Los Cóndores,31.28,PAX KM BT
BIOTREN,Huinca,Higueras,33.28,PAX KM BT
BIOTREN,Huinca,El Arenal,36.48,PAX KM BT
BIOTREN,Huinca,Mercado,37.88,PAX KM BT
BIOTREN,Huinca,Juan Pablo II,20.38,PAX KM BT
BIOTREN,Huinca,Diagonal Biobío,18.38,PAX KM BT
BIOTREN,Huinca,Alborada,16.18,PAX KM BT
BIOTREN,Huinca,Costa Mar,15.38,PAX KM BT
BIOTREN,Huinca,El Parque,13.73,PAX KM BT
BIOTREN,Huinca,Lomas Coloradas,12.08,PAX KM BT
BIOTREN,Huinca,C. Raúl Silva H.,10.105,PAX KM BT
BIOTREN,Huinca,Hito Galvarino,3.825,PAX KM BT
BIOTREN,Huinca,Los Canelos,0.865,PAX KM BT
BIOTREN,Huinca,Huinca,0.0,PAX KM BT
BIOTREN,Huinca,Cristo Redentor,1.17,PAX KM BT
BIOTREN,Huinca,Laguna Quiñenco,2.76,PAX KM BT
BIOTREN,Huinca,Intermodal Coronel,3.9,PAX KM BT
BIOTREN,Huinca,Pasajero Lota,3.9,PAX KM BT
BIOTREN,Cristo Redentor,Hualqui,48.05,PAX KM BT
BIOTREN,Cristo Redentor,La Leonera,40.15,PAX KM BT
BIOTREN,Cristo Redentor,Manquimávida,37.75,PAX KM BT
BIOTREN,Cristo Redentor,Pedro Medina,36.05,PAX KM BT
BIOTREN,Cristo Redentor,Chiguayante,34.65,PAX KM BT
BIOTREN,Cristo Redentor,Concepción,24.55,PAX KM BT
BIOTREN,Cristo Redentor,Concepcion Centro,24.55,PAX KM BT
BIOTREN,Cristo Redentor,Lorenzo Arenas,27.55,PAX KM BT
BIOTREN,Cristo Redentor,UTFSM,30.45,PAX KM BT
BIOTREN,Cristo Redentor,Los Cóndores,32.45,PAX KM BT
BIOTREN,Cristo Redentor,Higueras,34.45,PAX KM BT
BIOTREN,Cristo Redentor,El Arenal,37.65,PAX KM BT
BIOTREN,Cristo Redentor,Mercado,39.05,PAX KM BT
BIOTREN,Cristo Redentor,Juan Pablo II,21.55,PAX KM BT
BIOTREN,Cristo Redentor,Diagonal Biobío,19.55,PAX KM BT
BIOTREN,Cristo Redentor,Alborada,17.35,PAX KM BT
BIOTREN,Cristo Redentor,Costa Mar,16.55,PAX KM BT
BIOTREN,Cristo Redentor,El Parque,14.9,PAX KM BT
BIOTREN,Cristo Redentor,Lomas Coloradas,13.25,PAX KM BT
BIOTREN,Cristo Redentor,C. Raúl Silva H.,11.275,PAX KM BT
BIOTREN,Cristo Redentor,Hito Galvarino,4.995,PAX KM BT
BIOTREN,Cristo Redentor,Los Canelos,2.035,PAX KM BT
BIOTREN,Cristo Redentor,Huinca,1.17,PAX KM BT
BIOTREN,Cristo Redentor,Cristo Redentor,0.0,PAX KM BT
BIOTREN,Cristo Redentor,Laguna Quiñenco,1.59,PAX KM BT
BIOTREN,Cristo Redentor,Intermodal Coronel,2.73,PAX KM BT
BIOTREN,Cristo Redentor,Pasajero Lota,2.73,PAX KM BT
BIOTREN,Laguna Quiñenco,Hualqui,49.64,PAX KM BT
BIOTREN,Laguna Quiñenco,La Leonera,41.74,PAX KM BT
BIOTREN,Laguna Quiñenco,Manquimávida,39.34,PAX KM BT
BIOTREN,Laguna Quiñenco,Pedro Medina,37.64,PAX KM BT
BIOTREN,Laguna Quiñenco,Chiguayante,36.24,PAX KM BT
BIOTREN,Laguna Quiñenco,Concepción,26.14,PAX KM BT
BIOTREN,Laguna Quiñenco,Concepcion Centro,26.14,PAX KM BT
BIOTREN,Laguna Quiñenco,Lorenzo Arenas,29.14,PAX KM BT
BIOTREN,Laguna Quiñenco,UTFSM,32.04,PAX KM BT
BIOTREN,Laguna Quiñenco,Los Cóndores,34.04,PAX KM BT
BIOTREN,Laguna Quiñenco,Higueras,36.04,PAX KM BT
BIOTREN,Laguna Quiñenco,El Arenal,39.24,PAX KM BT
BIOTREN,Laguna Quiñenco,Mercado,40.64,PAX KM BT
BIOTREN,Laguna Quiñenco,Juan Pablo II,23.14,PAX KM BT
BIOTREN,Laguna Quiñenco,Diagonal Biobío,21.14,PAX KM BT
BIOTREN,Laguna Quiñenco,Alborada,18.94,PAX KM BT
BIOTREN,Laguna Quiñenco,Costa Mar,18.14,PAX KM BT
BIOTREN,Laguna Quiñenco,El Parque,16.49,PAX KM BT
BIOTREN,Laguna Quiñenco,Lomas Coloradas,14.84,PAX KM BT
BIOTREN,Laguna Quiñenco,C. Raúl Silva H.,12.865,PAX KM BT
BIOTREN,Laguna Quiñenco,Hito Galvarino,6.585,PAX KM BT
BIOTREN,Laguna Quiñenco,Los Canelos,3.625,PAX KM BT
BIOTREN,Laguna Quiñenco,Huinca,2.76,PAX KM BT
BIOTREN,Laguna Quiñenco,Cristo Redentor,1.59,PAX KM BT
BIOTREN,Laguna Quiñenco,Laguna Quiñenco,0.0,PAX KM BT
BIOTREN,Laguna Quiñenco,Intermodal Coronel,1.14,PAX KM BT
BIOTREN,Laguna Quiñenco,Pasajero Lota,1.14,PAX KM BT
BIOTREN,Intermodal Coronel,Hualqui,50.78,PAX KM BT
BIOTREN,Intermodal Coronel,La Leonera,42.88,PAX KM BT
BIOTREN,Intermodal Coronel,Manquimávida,40.48,PAX KM BT
BIOTREN,Intermodal Coronel,Pedro Medina,38.78,PAX KM BT
BIOTREN,Intermodal Coronel,Chiguayante,37.38,PAX KM BT
BIOTREN,Intermodal Coronel,Concepción,27.28,PAX KM BT
BIOTREN,Intermodal Coronel,Concepcion Centro,27.28,PAX KM BT
BIOTREN,Intermodal Coronel,Lorenzo Arenas,30.28,PAX KM BT
BIOTREN,Intermodal Coronel,UTFSM,33.18,PAX KM BT
BIOTREN,Intermodal Coronel,Los Cóndores,35.18,PAX KM BT
BIOTREN,Intermodal Coronel,Higueras,37.18,PAX KM BT
BIOTREN,Intermodal Coronel,El Arenal,40.38,PAX KM BT
BIOTREN,Intermodal Coronel,Mercado,41.78,PAX KM BT
BIOTREN,Intermodal Coronel,Juan Pablo II,24.28,PAX KM BT
BIOTREN,Intermodal Coronel,Diagonal Biobío,22.28,PAX KM BT
BIOTREN,Intermodal Coronel,Alborada,20.08,PAX KM BT
BIOTREN,Intermodal Coronel,Costa Mar,19.28,PAX KM BT
BIOTREN,Intermodal Coronel,El Parque,17.63,PAX KM BT
BIOTREN,Intermodal Coronel,Lomas Coloradas,15.98,PAX KM BT
BIOTREN,Intermodal Coronel,C. Raúl Silva H.,14.005,PAX KM BT
BIOTREN,Intermodal Coronel,Hito Galvarino,7.725,PAX KM BT
BIOTREN,Intermodal Coronel,Los Canelos,4.765,PAX KM BT
BIOTREN,Intermodal Coronel,Huinca,3.9,PAX KM BT
BIOTREN,Intermodal Coronel,Cristo Redentor,2.73,PAX KM BT
BIOTREN,Intermodal Coronel,Laguna Quiñenco,1.14,PAX KM BT
BIOTREN,Intermodal Coronel,Intermodal Coronel,0.0,PAX KM BT
BIOTREN,Intermodal Coronel,Pasajero Lota,0.0,PAX KM BT
BIOTREN,Pasajero Lota,Hualqui,50.78,PAX KM BT
BIOTREN,Pasajero Lota,La Leonera,42.88,PAX KM BT
BIOTREN,Pasajero Lota,Manquimávida,40.48,PAX KM BT
BIOTREN,Pasajero Lota,Pedro Medina,38.78,PAX KM BT
BIOTREN,Pasajero Lota,Chiguayante,37.38,PAX KM BT
BIOTREN,Pasajero Lota,Concepción,27.28,PAX KM BT
BIOTREN,Pasajero Lota,Concepcion Centro,27.28,PAX KM BT
BIOTREN,Pasajero Lota,Lorenzo Arenas,30.28,PAX KM BT
BIOTREN,Pasajero Lota,UTFSM,33.18,PAX KM BT
BIOTREN,Pasajero Lota,Los Cóndores,35.18,PAX KM BT
BIOTREN,Pasajero Lota,Higueras,37.18,PAX KM BT
BIOTREN,Pasajero Lota,El Arenal,40.38,PAX KM BT
BIOTREN,Pasajero Lota,Mercado,41.78,PAX KM BT
BIOTREN,Pasajero Lota,Juan Pablo II,24.28,PAX KM BT
BIOTREN,Pasajero Lota,Diagonal Biobío,22.28,PAX KM BT
BIOTREN,Pasajero Lota,Alborada,20.08,PAX KM BT
BIOTREN,Pasajero Lota,Costa Mar,19.28,PAX KM BT
BIOTREN,Pasajero Lota,El Parque,17.63,PAX KM BT
BIOTREN,Pasajero Lota,Lomas Coloradas,15.98,PAX KM BT
BIOTREN,Pasajero Lota,C. Raúl Silva H.,14.005,PAX KM BT
BIOTREN,Pasajero Lota,Hito Galvarino,7.725,PAX KM BT
BIOTREN,Pasajero Lota,Los Canelos,4.765,PAX KM BT
BIOTREN,Pasajero Lota,Huinca,3.9,PAX KM BT
BIOTREN,Pasajero Lota,Cristo Redentor,2.73,PAX KM BT
BIOTREN,Pasajero Lota,Laguna Quiñenco,1.14,PAX KM BT
BIOTREN,Pasajero Lota,Intermodal Coronel,0.0,PAX KM BT
BIOTREN,Pasajero Lota,Pasajero Lota,0.0,PAX KM BT
CORTO_LAJA,Mercado,Mercado,0.0,PAX KM CL
CORTO_LAJA,Mercado,El Arenal,1.4,PAX KM CL
CORTO_LAJA,Mercado,Higueras,4.6,PAX KM CL
CORTO_LAJA,Mercado,Los Cóndores,6.6,PAX KM CL
CORTO_LAJA,Mercado,UTFSM,8.6,PAX KM CL
CORTO_LAJA,Mercado,Lorenzo Arenas,11.5,PAX KM CL
CORTO_LAJA,Mercado,Concepción,14.5,PAX KM CL
CORTO_LAJA,Mercado,Chiguayante,24.6,PAX KM CL
CORTO_LAJA,Mercado,Pedro Medina,25.7,PAX KM CL
CORTO_LAJA,Mercado,Manquimávida,27.7,PAX KM CL
CORTO_LAJA,Mercado,La Leonera,30.1,PAX KM CL
CORTO_LAJA,Mercado,Hualqui,38.0,PAX KM CL
CORTO_LAJA,Mercado,Quilacoya,47.7,PAX KM CL
CORTO_LAJA,Mercado,San Miguel,50.8,PAX KM CL
CORTO_LAJA,Mercado,Unihue,55.4,PAX KM CL
CORTO_LAJA,Mercado,Valle Chanco,62.7,PAX KM CL
CORTO_LAJA,Mercado,Los Acacios,60.7,PAX KM CL
CORTO_LAJA,Mercado,Talcamávida,61.7,PAX KM CL
CORTO_LAJA,Mercado,Gomero,69.4,PAX KM CL
CORTO_LAJA,Mercado,Buenuraqui,76.4,PAX KM CL
CORTO_LAJA,Mercado,San Rosendo,84.7,PAX KM CL
CORTO_LAJA,Mercado,Laja,86.95,PAX KM CL
CORTO_LAJA,El Arenal,Mercado,1.4,PAX KM CL
CORTO_LAJA,El Arenal,El Arenal,0.0,PAX KM CL
CORTO_LAJA,El Arenal,Higueras,3.2,PAX KM CL
CORTO_LAJA,El Arenal,Los Cóndores,5.2,PAX KM CL
CORTO_LAJA,El Arenal,UTFSM,7.2,PAX KM CL
CORTO_LAJA,El Arenal,Lorenzo Arenas,10.1,PAX KM CL
CORTO_LAJA,El Arenal,Concepción,13.1,PAX KM CL
CORTO_LAJA,El Arenal,Chiguayante,23.2,PAX KM CL
CORTO_LAJA,El Arenal,Pedro Medina,24.3,PAX KM CL
CORTO_LAJA,El Arenal,Manquimávida,26.3,PAX KM CL
CORTO_LAJA,El Arenal,La Leonera,28.7,PAX KM CL
CORTO_LAJA,El Arenal,Hualqui,36.6,PAX KM CL
CORTO_LAJA,El Arenal,Quilacoya,46.3,PAX KM CL
CORTO_LAJA,El Arenal,San Miguel,49.4,PAX KM CL
CORTO_LAJA,El Arenal,Unihue,54.0,PAX KM CL
CORTO_LAJA,El Arenal,Valle Chanco,61.3,PAX KM CL
CORTO_LAJA,El Arenal,Los Acacios,59.3,PAX KM CL
CORTO_LAJA,El Arenal,Talcamávida,60.3,PAX KM CL
CORTO_LAJA,El Arenal,Gomero,68.0,PAX KM CL
CORTO_LAJA,El Arenal,Buenuraqui,75.0,PAX KM CL
CORTO_LAJA,El Arenal,San Rosendo,83.3,PAX KM CL
CORTO_LAJA,El Arenal,Laja,85.55,PAX KM CL
CORTO_LAJA,Higueras,Mercado,4.6,PAX KM CL
CORTO_LAJA,Higueras,El Arenal,3.2,PAX KM CL
CORTO_LAJA,Higueras,Higueras,0.0,PAX KM CL
CORTO_LAJA,Higueras,Los Cóndores,2.0,PAX KM CL
CORTO_LAJA,Higueras,UTFSM,4.0,PAX KM CL
CORTO_LAJA,Higueras,Lorenzo Arenas,6.9,PAX KM CL
CORTO_LAJA,Higueras,Concepción,9.9,PAX KM CL
CORTO_LAJA,Higueras,Chiguayante,20.0,PAX KM CL
CORTO_LAJA,Higueras,Pedro Medina,21.1,PAX KM CL
CORTO_LAJA,Higueras,Manquimávida,23.1,PAX KM CL
CORTO_LAJA,Higueras,La Leonera,25.5,PAX KM CL
CORTO_LAJA,Higueras,Hualqui,33.4,PAX KM CL
CORTO_LAJA,Higueras,Quilacoya,43.1,PAX KM CL
CORTO_LAJA,Higueras,San Miguel,46.2,PAX KM CL
CORTO_LAJA,Higueras,Unihue,50.8,PAX KM CL
CORTO_LAJA,Higueras,Valle Chanco,58.1,PAX KM CL
CORTO_LAJA,Higueras,Los Acacios,56.1,PAX KM CL
CORTO_LAJA,Higueras,Talcamávida,57.1,PAX KM CL
CORTO_LAJA,Higueras,Gomero,64.8,PAX KM CL
CORTO_LAJA,Higueras,Buenuraqui,71.8,PAX KM CL
CORTO_LAJA,Higueras,San Rosendo,80.1,PAX KM CL
CORTO_LAJA,Higueras,Laja,82.35,PAX KM CL
CORTO_LAJA,Los Cóndores,Mercado,6.6,PAX KM CL
CORTO_LAJA,Los Cóndores,El Arenal,5.2,PAX KM CL
CORTO_LAJA,Los Cóndores,Higueras,2.0,PAX KM CL
CORTO_LAJA,Los Cóndores,Los Cóndores,0.0,PAX KM CL
CORTO_LAJA,Los Cóndores,UTFSM,2.0,PAX KM CL
CORTO_LAJA,Los Cóndores,Lorenzo Arenas,4.9,PAX KM CL
CORTO_LAJA,Los Cóndores,Concepción,7.9,PAX KM CL
CORTO_LAJA,Los Cóndores,Chiguayante,18.0,PAX KM CL
CORTO_LAJA,Los Cóndores,Pedro Medina,19.1,PAX KM CL
CORTO_LAJA,Los Cóndores,Manquimávida,21.1,PAX KM CL
CORTO_LAJA,Los Cóndores,La Leonera,23.5,PAX KM CL
CORTO_LAJA,Los Cóndores,Hualqui,31.4,PAX KM CL
CORTO_LAJA,Los Cóndores,Quilacoya,41.1,PAX KM CL
CORTO_LAJA,Los Cóndores,San Miguel,44.2,PAX KM CL
CORTO_LAJA,Los Cóndores,Unihue,48.8,PAX KM CL
CORTO_LAJA,Los Cóndores,Valle Chanco,56.1,PAX KM CL
CORTO_LAJA,Los Cóndores,Los Acacios,54.1,PAX KM CL
