mes,mes_nombre,grupo_subsidio_referencial,origen,destino,viajes_observados_base_referencial
3,Marzo,subsidio_normal_base,Concepción,Laguna Quiñenco,18622.0
3,Marzo,subsidio_normal_base,Concepción,Lomas Coloradas,22342.0
3,Marzo,subsidio_normal_base,Concepción,Lorenzo Arenas,610.0
3,Marzo,subsidio_normal_base,Concepción,Los Canelos,24314.0
3,Marzo,subsidio_normal_base,Concepción,Los Cóndores,3383.0
3,Marzo,subsidio_normal_base,Concepción,Manquimávida,4270.0
3,Marzo,subsidio_normal_base,Concepción,Mercado,1722.0
3,Marzo,subsidio_normal_base,Concepción,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,Concepción,Pedro Medina,1748.0
3,Marzo,subsidio_normal_base,Concepción,UTFSM,1491.0
3,Marzo,subsidio_normal_base,Costa Mar,Alborada,190.0
3,Marzo,subsidio_normal_base,Costa Mar,C. Raúl Silva H.,1553.0
3,Marzo,subsidio_normal_base,Costa Mar,Chiguayante,348.0
3,Marzo,subsidio_normal_base,Costa Mar,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,Costa Mar,Concepción,13285.0
3,Marzo,subsidio_normal_base,Costa Mar,Costa Mar,756.0
3,Marzo,subsidio_normal_base,Costa Mar,Cristo Redentor,2527.0
3,Marzo,subsidio_normal_base,Costa Mar,Diagonal Biobío,2532.0
3,Marzo,subsidio_normal_base,Costa Mar,El Arenal,303.0
3,Marzo,subsidio_normal_base,Costa Mar,El Parque,807.0
3,Marzo,subsidio_normal_base,Costa Mar,Higueras,456.0
3,Marzo,subsidio_normal_base,Costa Mar,Hito Galvarino,1290.0
3,Marzo,subsidio_normal_base,Costa Mar,Hualqui,241.0
3,Marzo,subsidio_normal_base,Costa Mar,Huinca,1651.0
3,Marzo,subsidio_normal_base,Costa Mar,Intermodal Coronel,3469.0
3,Marzo,subsidio_normal_base,Costa Mar,Juan Pablo II,2695.0
3,Marzo,subsidio_normal_base,Costa Mar,La Leonera,234.0
3,Marzo,subsidio_normal_base,Costa Mar,Laguna Quiñenco,2898.0
3,Marzo,subsidio_normal_base,Costa Mar,Lomas Coloradas,3324.0
3,Marzo,subsidio_normal_base,Costa Mar,Lorenzo Arenas,451.0
3,Marzo,subsidio_normal_base,Costa Mar,Los Canelos,3109.0
3,Marzo,subsidio_normal_base,Costa Mar,Los Cóndores,404.0
3,Marzo,subsidio_normal_base,Costa Mar,Manquimávida,125.0
3,Marzo,subsidio_normal_base,Costa Mar,Mercado,415.0
3,Marzo,subsidio_normal_base,Costa Mar,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,Costa Mar,Pedro Medina,298.0
3,Marzo,subsidio_normal_base,Costa Mar,UTFSM,572.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Alborada,624.0
3,Marzo,subsidio_normal_base,Cristo Redentor,C. Raúl Silva H.,968.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Chiguayante,178.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Concepción,22592.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Costa Mar,2402.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Cristo Redentor,907.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Diagonal Biobío,1728.0
3,Marzo,subsidio_normal_base,Cristo Redentor,El Arenal,145.0
3,Marzo,subsidio_normal_base,Cristo Redentor,El Parque,1435.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Higueras,286.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Hito Galvarino,1626.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Hualqui,71.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Huinca,707.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Intermodal Coronel,2065.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Juan Pablo II,3195.0
3,Marzo,subsidio_normal_base,Cristo Redentor,La Leonera,97.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Laguna Quiñenco,1628.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Lomas Coloradas,2304.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Lorenzo Arenas,225.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Los Canelos,1728.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Los Cóndores,266.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Manquimávida,67.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Mercado,289.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,Cristo Redentor,Pedro Medina,62.0
3,Marzo,subsidio_normal_base,Cristo Redentor,UTFSM,329.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Alborada,838.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,C. Raúl Silva H.,2018.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Chiguayante,324.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Concepción,2729.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Costa Mar,2497.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Cristo Redentor,1453.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Diagonal Biobío,392.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,El Arenal,127.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,El Parque,968.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Higueras,161.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Hito Galvarino,1094.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Hualqui,162.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Huinca,1120.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Intermodal Coronel,2288.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Juan Pablo II,338.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,La Leonera,242.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Laguna Quiñenco,1269.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Lomas Coloradas,3092.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Lorenzo Arenas,102.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Los Canelos,1922.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Los Cóndores,192.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Manquimávida,121.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Mercado,197.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,Pedro Medina,139.0
3,Marzo,subsidio_normal_base,Diagonal Biobío,UTFSM,97.0
3,Marzo,subsidio_normal_base,El Arenal,Alborada,109.0
3,Marzo,subsidio_normal_base,El Arenal,C. Raúl Silva H.,121.0
3,Marzo,subsidio_normal_base,El Arenal,Chiguayante,345.0
3,Marzo,subsidio_normal_base,El Arenal,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,El Arenal,Concepción,2087.0
3,Marzo,subsidio_normal_base,El Arenal,Costa Mar,275.0
3,Marzo,subsidio_normal_base,El Arenal,Cristo Redentor,122.0
3,Marzo,subsidio_normal_base,El Arenal,Diagonal Biobío,140.0
3,Marzo,subsidio_normal_base,El Arenal,El Arenal,48.0
3,Marzo,subsidio_normal_base,El Arenal,El Parque,122.0
3,Marzo,subsidio_normal_base,El Arenal,Higueras,83.0
3,Marzo,subsidio_normal_base,El Arenal,Hito Galvarino,112.0
3,Marzo,subsidio_normal_base,El Arenal,Hualqui,549.0
3,Marzo,subsidio_normal_base,El Arenal,Huinca,93.0
3,Marzo,subsidio_normal_base,El Arenal,Intermodal Coronel,330.0
3,Marzo,subsidio_normal_base,El Arenal,Juan Pablo II,260.0
3,Marzo,subsidio_normal_base,El Arenal,La Leonera,344.0
3,Marzo,subsidio_normal_base,El Arenal,Laguna Quiñenco,107.0
3,Marzo,subsidio_normal_base,El Arenal,Lomas Coloradas,218.0
3,Marzo,subsidio_normal_base,El Arenal,Lorenzo Arenas,245.0
3,Marzo,subsidio_normal_base,El Arenal,Los Canelos,205.0
3,Marzo,subsidio_normal_base,El Arenal,Los Cóndores,144.0
3,Marzo,subsidio_normal_base,El Arenal,Manquimávida,327.0
3,Marzo,subsidio_normal_base,El Arenal,Mercado,56.0
3,Marzo,subsidio_normal_base,El Arenal,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,El Arenal,Pedro Medina,209.0
3,Marzo,subsidio_normal_base,El Arenal,UTFSM,190.0
3,Marzo,subsidio_normal_base,El Parque,Alborada,192.0
3,Marzo,subsidio_normal_base,El Parque,C. Raúl Silva H.,699.0
3,Marzo,subsidio_normal_base,El Parque,Chiguayante,178.0
3,Marzo,subsidio_normal_base,El Parque,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,El Parque,Concepción,6999.0
3,Marzo,subsidio_normal_base,El Parque,Costa Mar,722.0
3,Marzo,subsidio_normal_base,El Parque,Cristo Redentor,1451.0
3,Marzo,subsidio_normal_base,El Parque,Diagonal Biobío,1125.0
3,Marzo,subsidio_normal_base,El Parque,El Arenal,171.0
3,Marzo,subsidio_normal_base,El Parque,El Parque,238.0
3,Marzo,subsidio_normal_base,El Parque,Higueras,146.0
3,Marzo,subsidio_normal_base,El Parque,Hito Galvarino,394.0
3,Marzo,subsidio_normal_base,El Parque,Hualqui,271.0
3,Marzo,subsidio_normal_base,El Parque,Huinca,1053.0
3,Marzo,subsidio_normal_base,El Parque,Intermodal Coronel,1555.0
3,Marzo,subsidio_normal_base,El Parque,Juan Pablo II,993.0
3,Marzo,subsidio_normal_base,El Parque,La Leonera,285.0
3,Marzo,subsidio_normal_base,El Parque,Laguna Quiñenco,1733.0
3,Marzo,subsidio_normal_base,El Parque,Lomas Coloradas,1184.0
3,Marzo,subsidio_normal_base,El Parque,Lorenzo Arenas,90.0
3,Marzo,subsidio_normal_base,El Parque,Los Canelos,1401.0
3,Marzo,subsidio_normal_base,El Parque,Los Cóndores,264.0
3,Marzo,subsidio_normal_base,El Parque,Manquimávida,162.0
3,Marzo,subsidio_normal_base,El Parque,Mercado,193.0
3,Marzo,subsidio_normal_base,El Parque,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,El Parque,Pedro Medina,145.0
3,Marzo,subsidio_normal_base,El Parque,UTFSM,175.0
3,Marzo,subsidio_normal_base,Higueras,Alborada,202.0
3,Marzo,subsidio_normal_base,Higueras,C. Raúl Silva H.,232.0
3,Marzo,subsidio_normal_base,Higueras,Chiguayante,582.0
3,Marzo,subsidio_normal_base,Higueras,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,Higueras,Concepción,3121.0
3,Marzo,subsidio_normal_base,Higueras,Costa Mar,406.0
3,Marzo,subsidio_normal_base,Higueras,Cristo Redentor,220.0
3,Marzo,subsidio_normal_base,Higueras,Diagonal Biobío,209.0
3,Marzo,subsidio_normal_base,Higueras,El Arenal,122.0
3,Marzo,subsidio_normal_base,Higueras,El Parque,140.0
3,Marzo,subsidio_normal_base,Higueras,Higueras,65.0
3,Marzo,subsidio_normal_base,Higueras,Hito Galvarino,160.0
3,Marzo,subsidio_normal_base,Higueras,Hualqui,763.0
3,Marzo,subsidio_normal_base,Higueras,Huinca,148.0
3,Marzo,subsidio_normal_base,Higueras,Intermodal Coronel,383.0
3,Marzo,subsidio_normal_base,Higueras,Juan Pablo II,311.0
3,Marzo,subsidio_normal_base,Higueras,La Leonera,410.0
3,Marzo,subsidio_normal_base,Higueras,Laguna Quiñenco,260.0
3,Marzo,subsidio_normal_base,Higueras,Lomas Coloradas,474.0
3,Marzo,subsidio_normal_base,Higueras,Lorenzo Arenas,548.0
3,Marzo,subsidio_normal_base,Higueras,Los Canelos,286.0
3,Marzo,subsidio_normal_base,Higueras,Los Cóndores,109.0
3,Marzo,subsidio_normal_base,Higueras,Manquimávida,510.0
3,Marzo,subsidio_normal_base,Higueras,Mercado,291.0
3,Marzo,subsidio_normal_base,Higueras,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,Higueras,Pedro Medina,557.0
3,Marzo,subsidio_normal_base,Higueras,UTFSM,324.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Alborada,401.0
3,Marzo,subsidio_normal_base,Hito Galvarino,C. Raúl Silva H.,475.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Chiguayante,88.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Concepción,9059.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Costa Mar,1103.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Cristo Redentor,1246.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Diagonal Biobío,1076.0
3,Marzo,subsidio_normal_base,Hito Galvarino,El Arenal,114.0
3,Marzo,subsidio_normal_base,Hito Galvarino,El Parque,345.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Higueras,186.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Hito Galvarino,267.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Hualqui,116.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Huinca,699.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Intermodal Coronel,899.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Juan Pablo II,1423.0
3,Marzo,subsidio_normal_base,Hito Galvarino,La Leonera,85.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Laguna Quiñenco,1375.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Lomas Coloradas,732.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Lorenzo Arenas,138.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Los Canelos,964.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Los Cóndores,205.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Manquimávida,60.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Mercado,191.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,Hito Galvarino,Pedro Medina,104.0
3,Marzo,subsidio_normal_base,Hito Galvarino,UTFSM,145.0
3,Marzo,subsidio_normal_base,Hualqui,Alborada,115.0
3,Marzo,subsidio_normal_base,Hualqui,C. Raúl Silva H.,100.0
3,Marzo,subsidio_normal_base,Hualqui,Chiguayante,409.0
3,Marzo,subsidio_normal_base,Hualqui,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,Hualqui,Concepción,5652.0
3,Marzo,subsidio_normal_base,Hualqui,Costa Mar,222.0
3,Marzo,subsidio_normal_base,Hualqui,Cristo Redentor,77.0
3,Marzo,subsidio_normal_base,Hualqui,Diagonal Biobío,160.0
3,Marzo,subsidio_normal_base,Hualqui,El Arenal,430.0
3,Marzo,subsidio_normal_base,Hualqui,El Parque,263.0
3,Marzo,subsidio_normal_base,Hualqui,Higueras,605.0
3,Marzo,subsidio_normal_base,Hualqui,Hito Galvarino,117.0
3,Marzo,subsidio_normal_base,Hualqui,Hualqui,162.0
3,Marzo,subsidio_normal_base,Hualqui,Huinca,68.0
3,Marzo,subsidio_normal_base,Hualqui,Intermodal Coronel,166.0
3,Marzo,subsidio_normal_base,Hualqui,Juan Pablo II,429.0
3,Marzo,subsidio_normal_base,Hualqui,La Leonera,171.0
3,Marzo,subsidio_normal_base,Hualqui,Laguna Quiñenco,87.0
3,Marzo,subsidio_normal_base,Hualqui,Lomas Coloradas,159.0
3,Marzo,subsidio_normal_base,Hualqui,Lorenzo Arenas,598.0
3,Marzo,subsidio_normal_base,Hualqui,Los Canelos,220.0
3,Marzo,subsidio_normal_base,Hualqui,Los Cóndores,623.0
3,Marzo,subsidio_normal_base,Hualqui,Manquimávida,314.0
3,Marzo,subsidio_normal_base,Hualqui,Mercado,630.0
3,Marzo,subsidio_normal_base,Hualqui,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,Hualqui,Pedro Medina,275.0
3,Marzo,subsidio_normal_base,Hualqui,UTFSM,896.0
3,Marzo,subsidio_normal_base,Huinca,Alborada,213.0
3,Marzo,subsidio_normal_base,Huinca,C. Raúl Silva H.,717.0
3,Marzo,subsidio_normal_base,Huinca,Chiguayante,74.0
3,Marzo,subsidio_normal_base,Huinca,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,Huinca,Concepción,14122.0
3,Marzo,subsidio_normal_base,Huinca,Costa Mar,1505.0
3,Marzo,subsidio_normal_base,Huinca,Cristo Redentor,556.0
3,Marzo,subsidio_normal_base,Huinca,Diagonal Biobío,1387.0
3,Marzo,subsidio_normal_base,Huinca,El Arenal,86.0
3,Marzo,subsidio_normal_base,Huinca,El Parque,1012.0
3,Marzo,subsidio_normal_base,Huinca,Higueras,219.0
3,Marzo,subsidio_normal_base,Huinca,Hito Galvarino,946.0
3,Marzo,subsidio_normal_base,Huinca,Hualqui,78.0
3,Marzo,subsidio_normal_base,Huinca,Huinca,455.0
3,Marzo,subsidio_normal_base,Huinca,Intermodal Coronel,1369.0
3,Marzo,subsidio_normal_base,Huinca,Juan Pablo II,2463.0
3,Marzo,subsidio_normal_base,Huinca,La Leonera,64.0
3,Marzo,subsidio_normal_base,Huinca,Laguna Quiñenco,1397.0
3,Marzo,subsidio_normal_base,Huinca,Lomas Coloradas,1629.0
3,Marzo,subsidio_normal_base,Huinca,Lorenzo Arenas,101.0
3,Marzo,subsidio_normal_base,Huinca,Los Canelos,469.0
3,Marzo,subsidio_normal_base,Huinca,Los Cóndores,111.0
3,Marzo,subsidio_normal_base,Huinca,Manquimávida,72.0
3,Marzo,subsidio_normal_base,Huinca,Mercado,161.0
3,Marzo,subsidio_normal_base,Huinca,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,Huinca,Pedro Medina,49.0
3,Marzo,subsidio_normal_base,Huinca,UTFSM,242.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Alborada,678.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,C. Raúl Silva H.,1892.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Chiguayante,319.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Concepción,28901.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Costa Mar,3224.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Cristo Redentor,2581.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Diagonal Biobío,2606.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,El Arenal,404.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,El Parque,1476.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Higueras,390.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Hito Galvarino,1010.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Hualqui,264.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Huinca,1577.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Intermodal Coronel,511.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Juan Pablo II,3567.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,La Leonera,341.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Laguna Quiñenco,1767.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Lomas Coloradas,2972.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Lorenzo Arenas,204.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Los Canelos,2598.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Los Cóndores,516.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Manquimávida,202.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Mercado,393.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,Pedro Medina,167.0
3,Marzo,subsidio_normal_base,Intermodal Coronel,UTFSM,576.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Alborada,508.0
3,Marzo,subsidio_normal_base,Juan Pablo II,C. Raúl Silva H.,2138.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Chiguayante,282.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Concepción,1889.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Costa Mar,2505.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Cristo Redentor,2152.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Diagonal Biobío,350.0
3,Marzo,subsidio_normal_base,Juan Pablo II,El Arenal,144.0
3,Marzo,subsidio_normal_base,Juan Pablo II,El Parque,747.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Higueras,199.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Hito Galvarino,1212.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Hualqui,434.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Huinca,1496.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Intermodal Coronel,2600.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Juan Pablo II,285.0
3,Marzo,subsidio_normal_base,Juan Pablo II,La Leonera,338.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Laguna Quiñenco,1819.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Lomas Coloradas,3273.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Lorenzo Arenas,51.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Los Canelos,2717.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Los Cóndores,170.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Manquimávida,319.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Mercado,151.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,Juan Pablo II,Pedro Medina,284.0
3,Marzo,subsidio_normal_base,Juan Pablo II,UTFSM,185.0
3,Marzo,subsidio_normal_base,La Leonera,Alborada,115.0
3,Marzo,subsidio_normal_base,La Leonera,C. Raúl Silva H.,179.0
3,Marzo,subsidio_normal_base,La Leonera,Chiguayante,200.0
3,Marzo,subsidio_normal_base,La Leonera,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,La Leonera,Concepción,3345.0
3,Marzo,subsidio_normal_base,La Leonera,Costa Mar,204.0
3,Marzo,subsidio_normal_base,La Leonera,Cristo Redentor,126.0
3,Marzo,subsidio_normal_base,La Leonera,Diagonal Biobío,234.0
3,Marzo,subsidio_normal_base,La Leonera,El Arenal,390.0
3,Marzo,subsidio_normal_base,La Leonera,El Parque,401.0
3,Marzo,subsidio_normal_base,La Leonera,Higueras,390.0
3,Marzo,subsidio_normal_base,La Leonera,Hito Galvarino,138.0
3,Marzo,subsidio_normal_base,La Leonera,Hualqui,557.0
3,Marzo,subsidio_normal_base,La Leonera,Huinca,97.0
3,Marzo,subsidio_normal_base,La Leonera,Intermodal Coronel,269.0
3,Marzo,subsidio_normal_base,La Leonera,Juan Pablo II,439.0
3,Marzo,subsidio_normal_base,La Leonera,La Leonera,97.0
3,Marzo,subsidio_normal_base,La Leonera,Laguna Quiñenco,129.0
3,Marzo,subsidio_normal_base,La Leonera,Lomas Coloradas,368.0
3,Marzo,subsidio_normal_base,La Leonera,Lorenzo Arenas,358.0
3,Marzo,subsidio_normal_base,La Leonera,Los Canelos,166.0
3,Marzo,subsidio_normal_base,La Leonera,Los Cóndores,667.0
3,Marzo,subsidio_normal_base,La Leonera,Manquimávida,94.0
3,Marzo,subsidio_normal_base,La Leonera,Mercado,529.0
3,Marzo,subsidio_normal_base,La Leonera,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,La Leonera,Pedro Medina,92.0
3,Marzo,subsidio_normal_base,La Leonera,UTFSM,633.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Alborada,492.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,C. Raúl Silva H.,1163.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Chiguayante,82.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Concepción,18508.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Costa Mar,2604.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Cristo Redentor,2103.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Diagonal Biobío,1179.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,El Arenal,97.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,El Parque,1491.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Higueras,296.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Hito Galvarino,1676.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Hualqui,95.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Huinca,1498.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Intermodal Coronel,993.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Juan Pablo II,2192.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,La Leonera,100.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Laguna Quiñenco,652.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Lomas Coloradas,2160.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Lorenzo Arenas,224.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Los Canelos,2873.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Los Cóndores,287.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Manquimávida,122.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Mercado,216.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Pasajero Lota,0.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,Pedro Medina,74.0
3,Marzo,subsidio_normal_base,Laguna Quiñenco,UTFSM,289.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Alborada,779.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,C. Raúl Silva H.,1126.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Chiguayante,380.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Concepcion Centro,0.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Concepción,21814.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Costa Mar,2772.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Cristo Redentor,2134.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Diagonal Biobío,3106.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,El Arenal,258.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,El Parque,871.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Higueras,534.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Hito Galvarino,916.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Hualqui,179.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Huinca,1788.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Intermodal Coronel,3327.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Juan Pablo II,3596.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,La Leonera,332.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Laguna Quiñenco,2275.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Lomas Coloradas,827.0
3,Marzo,subsidio_normal_base,Lomas Coloradas,Lorenzo Arenas,260.0
