mes,mes_nombre,grupo_subsidio_referencial,origen,destino,viajes_observados_base_referencial
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Higueras,118.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Hito Galvarino,126.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Hualqui,6.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Huinca,303.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Intermodal Coronel,373.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Juan Pablo II,1145.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,La Leonera,14.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Laguna Quiñenco,244.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Lomas Coloradas,148.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Lorenzo Arenas,17.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Los Canelos,399.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Los Cóndores,68.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Manquimávida,24.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Mercado,43.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Pasajero Lota,0.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,Pedro Medina,9.0
5,Mayo,subsidio_estudiante_media_superior,Lomas Coloradas,UTFSM,149.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Alborada,15.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,C. Raúl Silva H.,10.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Chiguayante,14.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Concepcion Centro,0.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Concepción,88.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Costa Mar,35.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Cristo Redentor,25.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Diagonal Biobío,15.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,El Arenal,13.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,El Parque,3.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Higueras,45.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Hito Galvarino,26.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Hualqui,35.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Huinca,7.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Intermodal Coronel,22.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Juan Pablo II,6.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,La Leonera,17.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Laguna Quiñenco,20.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Lomas Coloradas,21.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Lorenzo Arenas,9.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Los Canelos,23.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Los Cóndores,28.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Manquimávida,23.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Mercado,44.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Pasajero Lota,0.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,Pedro Medina,41.0
5,Mayo,subsidio_estudiante_media_superior,Lorenzo Arenas,UTFSM,28.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Alborada,75.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,C. Raúl Silva H.,360.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Chiguayante,12.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Concepcion Centro,0.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Concepción,10989.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Costa Mar,1095.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Cristo Redentor,421.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Diagonal Biobío,716.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,El Arenal,44.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,El Parque,180.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Higueras,96.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Hito Galvarino,226.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Hualqui,8.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Huinca,146.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Intermodal Coronel,498.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Juan Pablo II,947.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,La Leonera,24.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Laguna Quiñenco,713.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Lomas Coloradas,400.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Lorenzo Arenas,17.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Los Canelos,183.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Los Cóndores,65.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Manquimávida,7.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Mercado,26.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Pasajero Lota,0.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,Pedro Medina,18.0
5,Mayo,subsidio_estudiante_media_superior,Los Canelos,UTFSM,166.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Alborada,5.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,C. Raúl Silva H.,27.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Chiguayante,16.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Concepcion Centro,0.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Concepción,381.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Costa Mar,26.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Cristo Redentor,24.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Diagonal Biobío,16.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,El Arenal,4.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,El Parque,14.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Higueras,26.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Hito Galvarino,7.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Hualqui,60.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Huinca,16.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Intermodal Coronel,47.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Juan Pablo II,36.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,La Leonera,62.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Laguna Quiñenco,23.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Lomas Coloradas,62.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Lorenzo Arenas,44.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Los Canelos,43.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Los Cóndores,14.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Manquimávida,21.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Mercado,19.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Pasajero Lota,0.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,Pedro Medina,15.0
5,Mayo,subsidio_estudiante_media_superior,Los Cóndores,UTFSM,110.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Alborada,3.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,C. Raúl Silva H.,7.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Chiguayante,3.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Concepcion Centro,0.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Concepción,377.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Costa Mar,19.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Cristo Redentor,3.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Diagonal Biobío,18.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,El Arenal,2.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,El Parque,8.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Higueras,58.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Hito Galvarino,2.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Hualqui,287.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Huinca,4.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Intermodal Coronel,17.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Juan Pablo II,17.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,La Leonera,4.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Laguna Quiñenco,3.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Lomas Coloradas,16.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Lorenzo Arenas,36.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Los Canelos,8.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Los Cóndores,20.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Manquimávida,16.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Mercado,15.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Pasajero Lota,0.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,Pedro Medina,14.0
5,Mayo,subsidio_estudiante_media_superior,Manquimávida,UTFSM,119.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Alborada,2.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,C. Raúl Silva H.,30.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Chiguayante,38.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Concepcion Centro,0.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Concepción,322.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Costa Mar,45.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Cristo Redentor,28.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Diagonal Biobío,22.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,El Arenal,5.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,El Parque,16.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Higueras,9.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Hito Galvarino,16.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Hualqui,27.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Huinca,14.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Intermodal Coronel,27.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Juan Pablo II,9.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,La Leonera,11.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Laguna Quiñenco,22.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Lomas Coloradas,45.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Lorenzo Arenas,16.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Los Canelos,39.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Los Cóndores,10.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Manquimávida,21.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Mercado,14.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Pasajero Lota,0.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,Pedro Medina,13.0
5,Mayo,subsidio_estudiante_media_superior,Mercado,UTFSM,67.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Alborada,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,C. Raúl Silva H.,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Chiguayante,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Concepcion Centro,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Concepción,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Costa Mar,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Cristo Redentor,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Diagonal Biobío,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,El Arenal,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,El Parque,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Higueras,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Hito Galvarino,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Hualqui,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Huinca,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Intermodal Coronel,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Juan Pablo II,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,La Leonera,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Laguna Quiñenco,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Lomas Coloradas,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Lorenzo Arenas,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Los Canelos,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Los Cóndores,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Manquimávida,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Mercado,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Pasajero Lota,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,Pedro Medina,0.0
5,Mayo,subsidio_estudiante_media_superior,Pasajero Lota,UTFSM,0.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Alborada,9.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,C. Raúl Silva H.,16.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Chiguayante,8.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Concepcion Centro,0.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Concepción,256.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Costa Mar,6.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Cristo Redentor,2.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Diagonal Biobío,10.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,El Arenal,4.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,El Parque,4.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Higueras,11.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Hito Galvarino,1.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Hualqui,371.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Huinca,8.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Intermodal Coronel,5.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Juan Pablo II,24.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,La Leonera,18.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Laguna Quiñenco,6.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Lomas Coloradas,5.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Lorenzo Arenas,30.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Los Canelos,29.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Los Cóndores,12.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Manquimávida,29.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Mercado,7.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Pasajero Lota,0.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,Pedro Medina,19.0
5,Mayo,subsidio_estudiante_media_superior,Pedro Medina,UTFSM,98.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Alborada,41.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,C. Raúl Silva H.,90.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Chiguayante,161.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Concepcion Centro,0.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Concepción,560.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Costa Mar,121.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Cristo Redentor,186.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Diagonal Biobío,72.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,El Arenal,48.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,El Parque,38.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Higueras,157.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Hito Galvarino,74.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Hualqui,179.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Huinca,106.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Intermodal Coronel,216.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Juan Pablo II,37.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,La Leonera,212.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Laguna Quiñenco,212.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Lomas Coloradas,122.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Lorenzo Arenas,34.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Los Canelos,165.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Los Cóndores,78.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Manquimávida,86.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Mercado,43.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Pasajero Lota,0.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,Pedro Medina,83.0
5,Mayo,subsidio_estudiante_media_superior,UTFSM,UTFSM,41.0
5,Mayo,subsidio_normal_base,Alborada,Alborada,130.0
5,Mayo,subsidio_normal_base,Alborada,C. Raúl Silva H.,467.0
5,Mayo,subsidio_normal_base,Alborada,Chiguayante,75.0
5,Mayo,subsidio_normal_base,Alborada,Concepcion Centro,0.0
5,Mayo,subsidio_normal_base,Alborada,Concepción,2671.0
5,Mayo,subsidio_normal_base,Alborada,Costa Mar,158.0
5,Mayo,subsidio_normal_base,Alborada,Cristo Redentor,448.0
5,Mayo,subsidio_normal_base,Alborada,Diagonal Biobío,752.0
5,Mayo,subsidio_normal_base,Alborada,El Arenal,76.0
5,Mayo,subsidio_normal_base,Alborada,El Parque,178.0
5,Mayo,subsidio_normal_base,Alborada,Higueras,85.0
5,Mayo,subsidio_normal_base,Alborada,Hito Galvarino,391.0
5,Mayo,subsidio_normal_base,Alborada,Hualqui,111.0
5,Mayo,subsidio_normal_base,Alborada,Huinca,343.0
5,Mayo,subsidio_normal_base,Alborada,Intermodal Coronel,594.0
5,Mayo,subsidio_normal_base,Alborada,Juan Pablo II,645.0
5,Mayo,subsidio_normal_base,Alborada,La Leonera,82.0
5,Mayo,subsidio_normal_base,Alborada,Laguna Quiñenco,388.0
5,Mayo,subsidio_normal_base,Alborada,Lomas Coloradas,808.0
5,Mayo,subsidio_normal_base,Alborada,Lorenzo Arenas,42.0
5,Mayo,subsidio_normal_base,Alborada,Los Canelos,510.0
5,Mayo,subsidio_normal_base,Alborada,Los Cóndores,87.0
5,Mayo,subsidio_normal_base,Alborada,Manquimávida,38.0
5,Mayo,subsidio_normal_base,Alborada,Mercado,74.0
5,Mayo,subsidio_normal_base,Alborada,Pasajero Lota,0.0
5,Mayo,subsidio_normal_base,Alborada,Pedro Medina,35.0
5,Mayo,subsidio_normal_base,Alborada,UTFSM,63.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Alborada,330.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,C. Raúl Silva H.,384.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Chiguayante,136.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Concepcion Centro,0.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Concepción,12485.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Costa Mar,1167.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Cristo Redentor,997.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Diagonal Biobío,1963.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,El Arenal,164.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,El Parque,548.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Higueras,295.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Hito Galvarino,488.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Hualqui,119.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Huinca,720.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Intermodal Coronel,1875.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Juan Pablo II,2340.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,La Leonera,112.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Laguna Quiñenco,1265.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Lomas Coloradas,765.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Lorenzo Arenas,261.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Los Canelos,1179.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Los Cóndores,257.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Manquimávida,57.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Mercado,399.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Pasajero Lota,0.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,Pedro Medina,65.0
5,Mayo,subsidio_normal_base,C. Raúl Silva H.,UTFSM,276.0
5,Mayo,subsidio_normal_base,Chiguayante,Alborada,72.0
5,Mayo,subsidio_normal_base,Chiguayante,C. Raúl Silva H.,107.0
5,Mayo,subsidio_normal_base,Chiguayante,Chiguayante,146.0
5,Mayo,subsidio_normal_base,Chiguayante,Concepcion Centro,0.0
5,Mayo,subsidio_normal_base,Chiguayante,Concepción,1789.0
5,Mayo,subsidio_normal_base,Chiguayante,Costa Mar,304.0
5,Mayo,subsidio_normal_base,Chiguayante,Cristo Redentor,105.0
5,Mayo,subsidio_normal_base,Chiguayante,Diagonal Biobío,167.0
5,Mayo,subsidio_normal_base,Chiguayante,El Arenal,264.0
5,Mayo,subsidio_normal_base,Chiguayante,El Parque,120.0
5,Mayo,subsidio_normal_base,Chiguayante,Higueras,444.0
5,Mayo,subsidio_normal_base,Chiguayante,Hito Galvarino,36.0
5,Mayo,subsidio_normal_base,Chiguayante,Hualqui,662.0
5,Mayo,subsidio_normal_base,Chiguayante,Huinca,54.0
5,Mayo,subsidio_normal_base,Chiguayante,Intermodal Coronel,230.0
5,Mayo,subsidio_normal_base,Chiguayante,Juan Pablo II,322.0
5,Mayo,subsidio_normal_base,Chiguayante,La Leonera,109.0
5,Mayo,subsidio_normal_base,Chiguayante,Laguna Quiñenco,63.0
5,Mayo,subsidio_normal_base,Chiguayante,Lomas Coloradas,195.0
5,Mayo,subsidio_normal_base,Chiguayante,Lorenzo Arenas,351.0
5,Mayo,subsidio_normal_base,Chiguayante,Los Canelos,124.0
5,Mayo,subsidio_normal_base,Chiguayante,Los Cóndores,453.0
5,Mayo,subsidio_normal_base,Chiguayante,Manquimávida,235.0
5,Mayo,subsidio_normal_base,Chiguayante,Mercado,568.0
5,Mayo,subsidio_normal_base,Chiguayante,Pasajero Lota,0.0
5,Mayo,subsidio_normal_base,Chiguayante,Pedro Medina,23.0
5,Mayo,subsidio_normal_base,Chiguayante,UTFSM,380.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Alborada,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,C. Raúl Silva H.,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Chiguayante,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Concepcion Centro,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Concepción,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Costa Mar,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Cristo Redentor,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Diagonal Biobío,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,El Arenal,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,El Parque,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Higueras,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Hito Galvarino,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Hualqui,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Huinca,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Intermodal Coronel,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Juan Pablo II,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,La Leonera,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Laguna Quiñenco,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Lomas Coloradas,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Lorenzo Arenas,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Los Canelos,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Los Cóndores,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Manquimávida,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Mercado,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Pasajero Lota,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,Pedro Medina,0.0
5,Mayo,subsidio_normal_base,Concepcion Centro,UTFSM,0.0
5,Mayo,subsidio_normal_base,Concepción,Alborada,2916.0
5,Mayo,subsidio_normal_base,Concepción,C. Raúl Silva H.,13794.0
5,Mayo,subsidio_normal_base,Concepción,Chiguayante,1924.0
5,Mayo,subsidio_normal_base,Concepción,Concepcion Centro,0.0
5,Mayo,subsidio_normal_base,Concepción,Concepción,11214.0
5,Mayo,subsidio_normal_base,Concepción,Costa Mar,12921.0
5,Mayo,subsidio_normal_base,Concepción,Cristo Redentor,17629.0
5,Mayo,subsidio_normal_base,Concepción,Diagonal Biobío,2888.0
