tipo_pasajero,origen,destino,tarifa_2026
Adulto Mayor,Los Cóndores,Hito Galvarino,440.0
Adulto Mayor,Los Cóndores,Los Canelos,440.0
Adulto Mayor,Los Cóndores,Huinca,440.0
Adulto Mayor,Los Cóndores,Cristo Redentor,440.0
Adulto Mayor,Los Cóndores,Laguna Quiñenco,450.0
Adulto Mayor,Los Cóndores,Intermodal Coronel,450.0
Adulto Mayor,Los Cóndores,Pasajero Lota,0.0
Adulto Mayor,Los Cóndores,Concepción Centro,0.0
Adulto Mayor,Higueras,Hualqui,280.0
Adulto Mayor,Higueras,La Leonera,270.0
Adulto Mayor,Higueras,Manquimávida,270.0
Adulto Mayor,Higueras,Pedro Medina,270.0
Adulto Mayor,Higueras,Chiguayante,270.0
Adulto Mayor,Higueras,Concepción,250.0
Adulto Mayor,Higueras,Lorenzo Arenas,250.0
Adulto Mayor,Higueras,UTFSM,210.0
Adulto Mayor,Higueras,Los Cóndores,210.0
Adulto Mayor,Higueras,Higueras,210.0
Adulto Mayor,Higueras,El Arenal,250.0
Adulto Mayor,Higueras,Mercado,250.0
Adulto Mayor,Higueras,Juan Pablo II,280.0
Adulto Mayor,Higueras,Diagonal Biobío,280.0
Adulto Mayor,Higueras,Alborada,280.0
Adulto Mayor,Higueras,Costa Mar,300.0
Adulto Mayor,Higueras,El Parque,300.0
Adulto Mayor,Higueras,Lomas Coloradas,300.0
Adulto Mayor,Higueras,C. Raúl Silva H.,300.0
Adulto Mayor,Higueras,Hito Galvarino,440.0
Adulto Mayor,Higueras,Los Canelos,440.0
Adulto Mayor,Higueras,Huinca,440.0
Adulto Mayor,Higueras,Cristo Redentor,440.0
Adulto Mayor,Higueras,Laguna Quiñenco,450.0
Adulto Mayor,Higueras,Intermodal Coronel,450.0
Adulto Mayor,Higueras,Pasajero Lota,0.0
Adulto Mayor,Higueras,Concepción Centro,0.0
Adulto Mayor,El Arenal,Hualqui,290.0
Adulto Mayor,El Arenal,La Leonera,280.0
Adulto Mayor,El Arenal,Manquimávida,280.0
Adulto Mayor,El Arenal,Pedro Medina,280.0
Adulto Mayor,El Arenal,Chiguayante,280.0
Adulto Mayor,El Arenal,Concepción,270.0
Adulto Mayor,El Arenal,Lorenzo Arenas,270.0
Adulto Mayor,El Arenal,UTFSM,250.0
Adulto Mayor,El Arenal,Los Cóndores,250.0
Adulto Mayor,El Arenal,Higueras,250.0
Adulto Mayor,El Arenal,El Arenal,210.0
Adulto Mayor,El Arenal,Mercado,210.0
Adulto Mayor,El Arenal,Juan Pablo II,280.0
Adulto Mayor,El Arenal,Diagonal Biobío,280.0
Adulto Mayor,El Arenal,Alborada,280.0
Adulto Mayor,El Arenal,Costa Mar,300.0
Adulto Mayor,El Arenal,El Parque,300.0
Adulto Mayor,El Arenal,Lomas Coloradas,300.0
Adulto Mayor,El Arenal,C. Raúl Silva H.,300.0
Adulto Mayor,El Arenal,Hito Galvarino,440.0
Adulto Mayor,El Arenal,Los Canelos,440.0
Adulto Mayor,El Arenal,Huinca,450.0
Adulto Mayor,El Arenal,Cristo Redentor,450.0
Adulto Mayor,El Arenal,Laguna Quiñenco,460.0
Adulto Mayor,El Arenal,Intermodal Coronel,460.0
Adulto Mayor,El Arenal,Pasajero Lota,0.0
Adulto Mayor,El Arenal,Concepción Centro,0.0
Adulto Mayor,Mercado,Hualqui,290.0
Adulto Mayor,Mercado,La Leonera,280.0
Adulto Mayor,Mercado,Manquimávida,280.0
Adulto Mayor,Mercado,Pedro Medina,280.0
Adulto Mayor,Mercado,Chiguayante,280.0
Adulto Mayor,Mercado,Concepción,270.0
Adulto Mayor,Mercado,Lorenzo Arenas,270.0
Adulto Mayor,Mercado,UTFSM,250.0
Adulto Mayor,Mercado,Los Cóndores,250.0
Adulto Mayor,Mercado,Higueras,250.0
Adulto Mayor,Mercado,El Arenal,210.0
Adulto Mayor,Mercado,Mercado,210.0
Adulto Mayor,Mercado,Juan Pablo II,280.0
Adulto Mayor,Mercado,Diagonal Biobío,280.0
Adulto Mayor,Mercado,Alborada,280.0
Adulto Mayor,Mercado,Costa Mar,300.0
Adulto Mayor,Mercado,El Parque,300.0
Adulto Mayor,Mercado,Lomas Coloradas,300.0
Adulto Mayor,Mercado,C. Raúl Silva H.,300.0
Adulto Mayor,Mercado,Hito Galvarino,440.0
Adulto Mayor,Mercado,Los Canelos,440.0
Adulto Mayor,Mercado,Huinca,450.0
Adulto Mayor,Mercado,Cristo Redentor,450.0
Adulto Mayor,Mercado,Laguna Quiñenco,460.0
Adulto Mayor,Mercado,Intermodal Coronel,460.0
Adulto Mayor,Mercado,Pasajero Lota,0.0
Adulto Mayor,Mercado,Concepción Centro,0.0
Adulto Mayor,Juan Pablo II,Hualqui,300.0
Adulto Mayor,Juan Pablo II,La Leonera,300.0
Adulto Mayor,Juan Pablo II,Manquimávida,300.0
Adulto Mayor,Juan Pablo II,Pedro Medina,300.0
Adulto Mayor,Juan Pablo II,Chiguayante,300.0
Adulto Mayor,Juan Pablo II,Concepción,290.0
Adulto Mayor,Juan Pablo II,Lorenzo Arenas,290.0
Adulto Mayor,Juan Pablo II,UTFSM,280.0
Adulto Mayor,Juan Pablo II,Los Cóndores,280.0
Adulto Mayor,Juan Pablo II,Higueras,280.0
Adulto Mayor,Juan Pablo II,El Arenal,280.0
Adulto Mayor,Juan Pablo II,Mercado,280.0
Adulto Mayor,Juan Pablo II,Juan Pablo II,220.0
Adulto Mayor,Juan Pablo II,Diagonal Biobío,220.0
Adulto Mayor,Juan Pablo II,Alborada,220.0
Adulto Mayor,Juan Pablo II,Costa Mar,260.0
Adulto Mayor,Juan Pablo II,El Parque,260.0
Adulto Mayor,Juan Pablo II,Lomas Coloradas,260.0
Adulto Mayor,Juan Pablo II,C. Raúl Silva H.,260.0
Adulto Mayor,Juan Pablo II,Hito Galvarino,330.0
Adulto Mayor,Juan Pablo II,Los Canelos,330.0
Adulto Mayor,Juan Pablo II,Huinca,340.0
Adulto Mayor,Juan Pablo II,Cristo Redentor,340.0
Adulto Mayor,Juan Pablo II,Laguna Quiñenco,400.0
Adulto Mayor,Juan Pablo II,Intermodal Coronel,400.0
Adulto Mayor,Juan Pablo II,Pasajero Lota,0.0
Adulto Mayor,Juan Pablo II,Concepción Centro,0.0
Adulto Mayor,Diagonal Biobío,Hualqui,300.0
Adulto Mayor,Diagonal Biobío,La Leonera,300.0
Adulto Mayor,Diagonal Biobío,Manquimávida,300.0
Adulto Mayor,Diagonal Biobío,Pedro Medina,300.0
Adulto Mayor,Diagonal Biobío,Chiguayante,300.0
Adulto Mayor,Diagonal Biobío,Concepción,290.0
Adulto Mayor,Diagonal Biobío,Lorenzo Arenas,290.0
Adulto Mayor,Diagonal Biobío,UTFSM,280.0
Adulto Mayor,Diagonal Biobío,Los Cóndores,280.0
Adulto Mayor,Diagonal Biobío,Higueras,280.0
Adulto Mayor,Diagonal Biobío,El Arenal,280.0
Adulto Mayor,Diagonal Biobío,Mercado,280.0
Adulto Mayor,Diagonal Biobío,Juan Pablo II,220.0
Adulto Mayor,Diagonal Biobío,Diagonal Biobío,220.0
Adulto Mayor,Diagonal Biobío,Alborada,220.0
Adulto Mayor,Diagonal Biobío,Costa Mar,260.0
Adulto Mayor,Diagonal Biobío,El Parque,260.0
Adulto Mayor,Diagonal Biobío,Lomas Coloradas,260.0
Adulto Mayor,Diagonal Biobío,C. Raúl Silva H.,260.0
Adulto Mayor,Diagonal Biobío,Hito Galvarino,330.0
Adulto Mayor,Diagonal Biobío,Los Canelos,330.0
Adulto Mayor,Diagonal Biobío,Huinca,340.0
Adulto Mayor,Diagonal Biobío,Cristo Redentor,340.0
Adulto Mayor,Diagonal Biobío,Laguna Quiñenco,400.0
Adulto Mayor,Diagonal Biobío,Intermodal Coronel,400.0
Adulto Mayor,Diagonal Biobío,Pasajero Lota,0.0
Adulto Mayor,Diagonal Biobío,Concepción Centro,0.0
Adulto Mayor,Alborada,Hualqui,300.0
Adulto Mayor,Alborada,La Leonera,300.0
Adulto Mayor,Alborada,Manquimávida,300.0
Adulto Mayor,Alborada,Pedro Medina,300.0
Adulto Mayor,Alborada,Chiguayante,300.0
Adulto Mayor,Alborada,Concepción,290.0
Adulto Mayor,Alborada,Lorenzo Arenas,290.0
Adulto Mayor,Alborada,UTFSM,280.0
Adulto Mayor,Alborada,Los Cóndores,280.0
Adulto Mayor,Alborada,Higueras,280.0
Adulto Mayor,Alborada,El Arenal,280.0
Adulto Mayor,Alborada,Mercado,280.0
Adulto Mayor,Alborada,Juan Pablo II,220.0
Adulto Mayor,Alborada,Diagonal Biobío,220.0
Adulto Mayor,Alborada,Alborada,220.0
Adulto Mayor,Alborada,Costa Mar,260.0
Adulto Mayor,Alborada,El Parque,260.0
Adulto Mayor,Alborada,Lomas Coloradas,260.0
Adulto Mayor,Alborada,C. Raúl Silva H.,260.0
Adulto Mayor,Alborada,Hito Galvarino,330.0
Adulto Mayor,Alborada,Los Canelos,330.0
Adulto Mayor,Alborada,Huinca,340.0
Adulto Mayor,Alborada,Cristo Redentor,340.0
Adulto Mayor,Alborada,Laguna Quiñenco,400.0
Adulto Mayor,Alborada,Intermodal Coronel,400.0
Adulto Mayor,Alborada,Pasajero Lota,0.0
Adulto Mayor,Alborada,Concepción Centro,0.0
Adulto Mayor,Costa Mar,Hualqui,300.0
Adulto Mayor,Costa Mar,La Leonera,300.0
Adulto Mayor,Costa Mar,Manquimávida,300.0
Adulto Mayor,Costa Mar,Pedro Medina,300.0
Adulto Mayor,Costa Mar,Chiguayante,300.0
Adulto Mayor,Costa Mar,Concepción,290.0
Adulto Mayor,Costa Mar,Lorenzo Arenas,290.0
Adulto Mayor,Costa Mar,UTFSM,300.0
Adulto Mayor,Costa Mar,Los Cóndores,300.0
Adulto Mayor,Costa Mar,Higueras,300.0
Adulto Mayor,Costa Mar,El Arenal,300.0
Adulto Mayor,Costa Mar,Mercado,300.0
Adulto Mayor,Costa Mar,Juan Pablo II,260.0
Adulto Mayor,Costa Mar,Diagonal Biobío,260.0
Adulto Mayor,Costa Mar,Alborada,260.0
Adulto Mayor,Costa Mar,Costa Mar,220.0
Adulto Mayor,Costa Mar,El Parque,220.0
Adulto Mayor,Costa Mar,Lomas Coloradas,220.0
Adulto Mayor,Costa Mar,C. Raúl Silva H.,220.0
Adulto Mayor,Costa Mar,Hito Galvarino,310.0
Adulto Mayor,Costa Mar,Los Canelos,310.0
Adulto Mayor,Costa Mar,Huinca,320.0
Adulto Mayor,Costa Mar,Cristo Redentor,320.0
Adulto Mayor,Costa Mar,Laguna Quiñenco,330.0
Adulto Mayor,Costa Mar,Intermodal Coronel,330.0
Adulto Mayor,Costa Mar,Pasajero Lota,0.0
Adulto Mayor,Costa Mar,Concepción Centro,0.0
Adulto Mayor,El Parque,Hualqui,300.0
Adulto Mayor,El Parque,La Leonera,300.0
Adulto Mayor,El Parque,Manquimávida,300.0
Adulto Mayor,El Parque,Pedro Medina,300.0
Adulto Mayor,El Parque,Chiguayante,300.0
Adulto Mayor,El Parque,Concepción,290.0
Adulto Mayor,El Parque,Lorenzo Arenas,290.0
Adulto Mayor,El Parque,UTFSM,300.0
Adulto Mayor,El Parque,Los Cóndores,300.0
Adulto Mayor,El Parque,Higueras,300.0
Adulto Mayor,El Parque,El Arenal,300.0
Adulto Mayor,El Parque,Mercado,300.0
Adulto Mayor,El Parque,Juan Pablo II,260.0
Adulto Mayor,El Parque,Diagonal Biobío,260.0
Adulto Mayor,El Parque,Alborada,260.0
Adulto Mayor,El Parque,Costa Mar,220.0
Adulto Mayor,El Parque,El Parque,220.0
Adulto Mayor,El Parque,Lomas Coloradas,220.0
Adulto Mayor,El Parque,C. Raúl Silva H.,220.0
Adulto Mayor,El Parque,Hito Galvarino,310.0
Adulto Mayor,El Parque,Los Canelos,310.0
Adulto Mayor,El Parque,Huinca,320.0
Adulto Mayor,El Parque,Cristo Redentor,320.0
Adulto Mayor,El Parque,Laguna Quiñenco,330.0
Adulto Mayor,El Parque,Intermodal Coronel,330.0
Adulto Mayor,El Parque,Pasajero Lota,0.0
Adulto Mayor,El Parque,Concepción Centro,0.0
Adulto Mayor,Lomas Coloradas,Hualqui,300.0
Adulto Mayor,Lomas Coloradas,La Leonera,300.0
Adulto Mayor,Lomas Coloradas,Manquimávida,300.0
Adulto Mayor,Lomas Coloradas,Pedro Medina,300.0
Adulto Mayor,Lomas Coloradas,Chiguayante,300.0
Adulto Mayor,Lomas Coloradas,Concepción,290.0
Adulto Mayor,Lomas Coloradas,Lorenzo Arenas,290.0
Adulto Mayor,Lomas Coloradas,UTFSM,300.0
Adulto Mayor,Lomas Coloradas,Los Cóndores,300.0
Adulto Mayor,Lomas Coloradas,Higueras,300.0
Adulto Mayor,Lomas Coloradas,El Arenal,300.0
Adulto Mayor,Lomas Coloradas,Mercado,300.0
Adulto Mayor,Lomas Coloradas,Juan Pablo II,260.0
Adulto Mayor,Lomas Coloradas,Diagonal Biobío,260.0
Adulto Mayor,Lomas Coloradas,Alborada,260.0
Adulto Mayor,Lomas Coloradas,Costa Mar,220.0
Adulto Mayor,Lomas Coloradas,El Parque,220.0
Adulto Mayor,Lomas Coloradas,Lomas Coloradas,220.0
Adulto Mayor,Lomas Coloradas,C. Raúl Silva H.,220.0
Adulto Mayor,Lomas Coloradas,Hito Galvarino,310.0
Adulto Mayor,Lomas Coloradas,Los Canelos,310.0
Adulto Mayor,Lomas Coloradas,Huinca,320.0
Adulto Mayor,Lomas Coloradas,Cristo Redentor,320.0
Adulto Mayor,Lomas Coloradas,Laguna Quiñenco,330.0
Adulto Mayor,Lomas Coloradas,Intermodal Coronel,330.0
Adulto Mayor,Lomas Coloradas,Pasajero Lota,0.0
Adulto Mayor,Lomas Coloradas,Concepción Centro,0.0
Adulto Mayor,C. Raúl Silva H.,Hualqui,300.0
Adulto Mayor,C. Raúl Silva H.,La Leonera,300.0
Adulto Mayor,C. Raúl Silva H.,Manquimávida,300.0
Adulto Mayor,C. Raúl Silva H.,Pedro Medina,300.0
Adulto Mayor,C. Raúl Silva H.,Chiguayante,300.0
Adulto Mayor,C. Raúl Silva H.,Concepción,290.0
Adulto Mayor,C. Raúl Silva H.,Lorenzo Arenas,290.0
Adulto Mayor,C. Raúl Silva H.,UTFSM,300.0
Adulto Mayor,C. Raúl Silva H.,Los Cóndores,300.0
Adulto Mayor,C. Raúl Silva H.,Higueras,300.0
Adulto Mayor,C. Raúl Silva H.,El Arenal,300.0
Adulto Mayor,C. Raúl Silva H.,Mercado,300.0
Adulto Mayor,C. Raúl Silva H.,Juan Pablo II,260.0
Adulto Mayor,C. Raúl Silva H.,Diagonal Biobío,260.0
Adulto Mayor,C. Raúl Silva H.,Alborada,260.0
Adulto Mayor,C. Raúl Silva H.,Costa Mar,220.0
Adulto Mayor,C. Raúl Silva H.,El Parque,220.0
Adulto Mayor,C. Raúl Silva H.,Lomas Coloradas,220.0
Adulto Mayor,C. Raúl Silva H.,C. Raúl Silva H.,220.0
Adulto Mayor,C. Raúl Silva H.,Hito Galvarino,310.0
Adulto Mayor,C. Raúl Silva H.,Los Canelos,310.0
Adulto Mayor,C. Raúl Silva H.,Huinca,320.0
Adulto Mayor,C. Raúl Silva H.,Cristo Redentor,320.0
Adulto Mayor,C. Raúl Silva H.,Laguna Quiñenco,330.0
Adulto Mayor,C. Raúl Silva H.,Intermodal Coronel,330.0
Adulto Mayor,C. Raúl Silva H.,Pasajero Lota,0.0
Adulto Mayor,C. Raúl Silva H.,Concepción Centro,0.0
Adulto Mayor,Hito Galvarino,Hualqui,460.0
Adulto Mayor,Hito Galvarino,La Leonera,450.0
Adulto Mayor,Hito Galvarino,Manquimávida,450.0
Adulto Mayor,Hito Galvarino,Pedro Medina,450.0
Adulto Mayor,Hito Galvarino,Chiguayante,450.0
Adulto Mayor,Hito Galvarino,Concepción,430.0
Adulto Mayor,Hito Galvarino,Lorenzo Arenas,430.0
Adulto Mayor,Hito Galvarino,UTFSM,440.0
Adulto Mayor,Hito Galvarino,Los Cóndores,440.0
Adulto Mayor,Hito Galvarino,Higueras,440.0
Adulto Mayor,Hito Galvarino,El Arenal,440.0
Adulto Mayor,Hito Galvarino,Mercado,440.0
Adulto Mayor,Hito Galvarino,Juan Pablo II,330.0
Adulto Mayor,Hito Galvarino,Diagonal Biobío,330.0
Adulto Mayor,Hito Galvarino,Alborada,330.0
Adulto Mayor,Hito Galvarino,Costa Mar,310.0
Adulto Mayor,Hito Galvarino,El Parque,310.0
Adulto Mayor,Hito Galvarino,Lomas Coloradas,310.0
Adulto Mayor,Hito Galvarino,C. Raúl Silva H.,310.0
Adulto Mayor,Hito Galvarino,Hito Galvarino,220.0
Adulto Mayor,Hito Galvarino,Los Canelos,220.0
Adulto Mayor,Hito Galvarino,Huinca,230.0
Adulto Mayor,Hito Galvarino,Cristo Redentor,230.0
Adulto Mayor,Hito Galvarino,Laguna Quiñenco,270.0
Adulto Mayor,Hito Galvarino,Intermodal Coronel,270.0
Adulto Mayor,Hito Galvarino,Pasajero Lota,0.0
Adulto Mayor,Hito Galvarino,Concepción Centro,0.0
Adulto Mayor,Los Canelos,Hualqui,460.0
Adulto Mayor,Los Canelos,La Leonera,450.0
Adulto Mayor,Los Canelos,Manquimávida,450.0
Adulto Mayor,Los Canelos,Pedro Medina,450.0
Adulto Mayor,Los Canelos,Chiguayante,450.0
Adulto Mayor,Los Canelos,Concepción,430.0
Adulto Mayor,Los Canelos,Lorenzo Arenas,430.0
Adulto Mayor,Los Canelos,UTFSM,440.0
Adulto Mayor,Los Canelos,Los Cóndores,440.0
Adulto Mayor,Los Canelos,Higueras,440.0
Adulto Mayor,Los Canelos,El Arenal,440.0
Adulto Mayor,Los Canelos,Mercado,440.0
Adulto Mayor,Los Canelos,Juan Pablo II,330.0
Adulto Mayor,Los Canelos,Diagonal Biobío,330.0
Adulto Mayor,Los Canelos,Alborada,330.0
Adulto Mayor,Los Canelos,Costa Mar,310.0
Adulto Mayor,Los Canelos,El Parque,310.0
Adulto Mayor,Los Canelos,Lomas Coloradas,310.0
Adulto Mayor,Los Canelos,C. Raúl Silva H.,310.0
Adulto Mayor,Los Canelos,Hito Galvarino,220.0
Adulto Mayor,Los Canelos,Los Canelos,220.0
Adulto Mayor,Los Canelos,Huinca,230.0
Adulto Mayor,Los Canelos,Cristo Redentor,230.0
Adulto Mayor,Los Canelos,Laguna Quiñenco,270.0
Adulto Mayor,Los Canelos,Intermodal Coronel,270.0
Adulto Mayor,Los Canelos,Pasajero Lota,0.0
Adulto Mayor,Los Canelos,Concepción Centro,0.0
Adulto Mayor,Huinca,Hualqui,480.0
Adulto Mayor,Huinca,La Leonera,460.0
Adulto Mayor,Huinca,Manquimávida,460.0
Adulto Mayor,Huinca,Pedro Medina,460.0
Adulto Mayor,Huinca,Chiguayante,460.0
Adulto Mayor,Huinca,Concepción,430.0
Adulto Mayor,Huinca,Lorenzo Arenas,430.0
Adulto Mayor,Huinca,UTFSM,440.0
Adulto Mayor,Huinca,Los Cóndores,440.0
Adulto Mayor,Huinca,Higueras,440.0
Adulto Mayor,Huinca,El Arenal,450.0
Adulto Mayor,Huinca,Mercado,450.0
Adulto Mayor,Huinca,Juan Pablo II,340.0
Adulto Mayor,Huinca,Diagonal Biobío,340.0
Adulto Mayor,Huinca,Alborada,340.0
Adulto Mayor,Huinca,Costa Mar,320.0
Adulto Mayor,Huinca,El Parque,320.0
Adulto Mayor,Huinca,Lomas Coloradas,320.0
Adulto Mayor,Huinca,C. Raúl Silva H.,320.0
Adulto Mayor,Huinca,Hito Galvarino,230.0
Adulto Mayor,Huinca,Los Canelos,230.0
Adulto Mayor,Huinca,Huinca,220.0
Adulto Mayor,Huinca,Cristo Redentor,220.0
Adulto Mayor,Huinca,Laguna Quiñenco,230.0
Adulto Mayor,Huinca,Intermodal Coronel,230.0
Adulto Mayor,Huinca,Pasajero Lota,0.0
Adulto Mayor,Huinca,Concepción Centro,0.0
Adulto Mayor,Cristo Redentor,Hualqui,480.0
Adulto Mayor,Cristo Redentor,La Leonera,460.0
Adulto Mayor,Cristo Redentor,Manquimávida,460.0
Adulto Mayor,Cristo Redentor,Pedro Medina,460.0
Adulto Mayor,Cristo Redentor,Chiguayante,460.0
Adulto Mayor,Cristo Redentor,Concepción,430.0
Adulto Mayor,Cristo Redentor,Lorenzo Arenas,430.0
Adulto Mayor,Cristo Redentor,UTFSM,440.0
Adulto Mayor,Cristo Redentor,Los Cóndores,440.0
Adulto Mayor,Cristo Redentor,Higueras,440.0
Adulto Mayor,Cristo Redentor,El Arenal,450.0
Adulto Mayor,Cristo Redentor,Mercado,450.0
Adulto Mayor,Cristo Redentor,Juan Pablo II,340.0
Adulto Mayor,Cristo Redentor,Diagonal Biobío,340.0
Adulto Mayor,Cristo Redentor,Alborada,340.0
Adulto Mayor,Cristo Redentor,Costa Mar,320.0
Adulto Mayor,Cristo Redentor,El Parque,320.0
Adulto Mayor,Cristo Redentor,Lomas Coloradas,320.0
Adulto Mayor,Cristo Redentor,C. Raúl Silva H.,320.0
Adulto Mayor,Cristo Redentor,Hito Galvarino,230.0
Adulto Mayor,Cristo Redentor,Los Canelos,230.0
Adulto Mayor,Cristo Redentor,Huinca,220.0
Adulto Mayor,Cristo Redentor,Cristo Redentor,220.0
Adulto Mayor,Cristo Redentor,Laguna Quiñenco,230.0
Adulto Mayor,Cristo Redentor,Intermodal Coronel,230.0
Adulto Mayor,Cristo Redentor,Pasajero Lota,0.0
Adulto Mayor,Cristo Redentor,Concepción Centro,0.0
Adulto Mayor,Laguna Quiñenco,Hualqui,490.0
Adulto Mayor,Laguna Quiñenco,La Leonera,460.0
Adulto Mayor,Laguna Quiñenco,Manquimávida,460.0
Adulto Mayor,Laguna Quiñenco,Pedro Medina,460.0
Adulto Mayor,Laguna Quiñenco,Chiguayante,460.0
Adulto Mayor,Laguna Quiñenco,Concepción,440.0
Adulto Mayor,Laguna Quiñenco,Lorenzo Arenas,440.0
Adulto Mayor,Laguna Quiñenco,UTFSM,450.0
Adulto Mayor,Laguna Quiñenco,Los Cóndores,450.0
Adulto Mayor,Laguna Quiñenco,Higueras,450.0
Adulto Mayor,Laguna Quiñenco,El Arenal,460.0
Adulto Mayor,Laguna Quiñenco,Mercado,460.0
Adulto Mayor,Laguna Quiñenco,Juan Pablo II,400.0
Adulto Mayor,Laguna Quiñenco,Diagonal Biobío,400.0
Adulto Mayor,Laguna Quiñenco,Alborada,400.0
Adulto Mayor,Laguna Quiñenco,Costa Mar,330.0
Adulto Mayor,Laguna Quiñenco,El Parque,330.0
Adulto Mayor,Laguna Quiñenco,Lomas Coloradas,330.0
Adulto Mayor,Laguna Quiñenco,C. Raúl Silva H.,330.0
Adulto Mayor,Laguna Quiñenco,Hito Galvarino,270.0
Adulto Mayor,Laguna Quiñenco,Los Canelos,270.0
Adulto Mayor,Laguna Quiñenco,Huinca,230.0
Adulto Mayor,Laguna Quiñenco,Cristo Redentor,230.0
Adulto Mayor,Laguna Quiñenco,Laguna Quiñenco,220.0
Adulto Mayor,Laguna Quiñenco,Intermodal Coronel,220.0
Adulto Mayor,Laguna Quiñenco,Pasajero Lota,0.0
Adulto Mayor,Laguna Quiñenco,Concepción Centro,0.0
Adulto Mayor,Intermodal Coronel,Hualqui,490.0
Adulto Mayor,Intermodal Coronel,La Leonera,460.0
Adulto Mayor,Intermodal Coronel,Manquimávida,460.0
Adulto Mayor,Intermodal Coronel,Pedro Medina,460.0
Adulto Mayor,Intermodal Coronel,Chiguayante,460.0
Adulto Mayor,Intermodal Coronel,Concepción,440.0
Adulto Mayor,Intermodal Coronel,Lorenzo Arenas,440.0
Adulto Mayor,Intermodal Coronel,UTFSM,450.0
Adulto Mayor,Intermodal Coronel,Los Cóndores,450.0
Adulto Mayor,Intermodal Coronel,Higueras,450.0
Adulto Mayor,Intermodal Coronel,El Arenal,460.0
Adulto Mayor,Intermodal Coronel,Mercado,460.0
Adulto Mayor,Intermodal Coronel,Juan Pablo II,400.0
Adulto Mayor,Intermodal Coronel,Diagonal Biobío,400.0
Adulto Mayor,Intermodal Coronel,Alborada,400.0
Adulto Mayor,Intermodal Coronel,Costa Mar,330.0
Adulto Mayor,Intermodal Coronel,El Parque,330.0
Adulto Mayor,Intermodal Coronel,Lomas Coloradas,330.0
Adulto Mayor,Intermodal Coronel,C. Raúl Silva H.,330.0
Adulto Mayor,Intermodal Coronel,Hito Galvarino,270.0
Adulto Mayor,Intermodal Coronel,Los Canelos,270.0
Adulto Mayor,Intermodal Coronel,Huinca,230.0
Adulto Mayor,Intermodal Coronel,Cristo Redentor,230.0
Adulto Mayor,Intermodal Coronel,Laguna Quiñenco,220.0
Adulto Mayor,Intermodal Coronel,Intermodal Coronel,220.0
Adulto Mayor,Intermodal Coronel,Pasajero Lota,0.0
Adulto Mayor,Intermodal Coronel,Concepción Centro,0.0
Adulto Mayor,Pasajero Lota,Hualqui,0.0
Adulto Mayor,Pasajero Lota,La Leonera,0.0
Adulto Mayor,Pasajero Lota,Manquimávida,0.0
Adulto Mayor,Pasajero Lota,Pedro Medina,0.0
Adulto Mayor,Pasajero Lota,Chiguayante,0.0
Adulto Mayor,Pasajero Lota,Concepción,0.0
Adulto Mayor,Pasajero Lota,Lorenzo Arenas,0.0
Adulto Mayor,Pasajero Lota,UTFSM,0.0
Adulto Mayor,Pasajero Lota,Los Cóndores,0.0
Adulto Mayor,Pasajero Lota,Higueras,0.0
Adulto Mayor,Pasajero Lota,El Arenal,0.0
Adulto Mayor,Pasajero Lota,Mercado,0.0
Adulto Mayor,Pasajero Lota,Juan Pablo II,0.0
Adulto Mayor,Pasajero Lota,Diagonal Biobío,0.0
Adulto Mayor,Pasajero Lota,Alborada,0.0
Adulto Mayor,Pasajero Lota,Costa Mar,0.0
Adulto Mayor,Pasajero Lota,El Parque,0.0
Adulto Mayor,Pasajero Lota,Lomas Coloradas,0.0
Adulto Mayor,Pasajero Lota,C. Raúl Silva H.,0.0
Adulto Mayor,Pasajero Lota,Hito Galvarino,0.0
Adulto Mayor,Pasajero Lota,Los Canelos,0.0
Adulto Mayor,Pasajero Lota,Huinca,0.0
Adulto Mayor,Pasajero Lota,Cristo Redentor,0.0
Adulto Mayor,Pasajero Lota,Laguna Quiñenco,0.0
Adulto Mayor,Pasajero Lota,Intermodal Coronel,0.0
Adulto Mayor,Pasajero Lota,Pasajero Lota,0.0
Adulto Mayor,Pasajero Lota,Concepción Centro,0.0
Adulto Mayor,Concepción Centro,Hualqui,0.0
Adulto Mayor,Concepción Centro,La Leonera,0.0
Adulto Mayor,Concepción Centro,Manquimávida,0.0
Adulto Mayor,Concepción Centro,Pedro Medina,0.0
Adulto Mayor,Concepción Centro,Chiguayante,0.0
Adulto Mayor,Concepción Centro,Concepción,0.0
Adulto Mayor,Concepción Centro,Lorenzo Arenas,0.0
Adulto Mayor,Concepción Centro,UTFSM,0.0
Adulto Mayor,Concepción Centro,Los Cóndores,0.0
Adulto Mayor,Concepción Centro,Higueras,0.0
Adulto Mayor,Concepción Centro,El Arenal,0.0
Adulto Mayor,Concepción Centro,Mercado,0.0
Adulto Mayor,Concepción Centro,Juan Pablo II,0.0
Adulto Mayor,Concepción Centro,Diagonal Biobío,0.0
Adulto Mayor,Concepción Centro,Alborada,0.0
Adulto Mayor,Concepción Centro,Costa Mar,0.0
Adulto Mayor,Concepción Centro,El Parque,0.0
Adulto Mayor,Concepción Centro,Lomas Coloradas,0.0
Adulto Mayor,Concepción Centro,C. Raúl Silva H.,0.0
Adulto Mayor,Concepción Centro,Hito Galvarino,0.0
Adulto Mayor,Concepción Centro,Los Canelos,0.0
Adulto Mayor,Concepción Centro,Huinca,0.0
Adulto Mayor,Concepción Centro,Cristo Redentor,0.0
