anio,mes,estacion,factor_origen,factor_destino,total_mes
2023,12,Alborada,0.014581243416046451,0.014000827207352549,875234.0
2023,12,C. Raúl Silva H.,0.05314921495280119,0.04543127894940096,875234.0
2023,12,Chiguayante,0.012245867962167832,0.012358980569767627,875234.0
2023,12,Concepción,0.2653130477106694,0.2878258842778046,875234.0
2023,12,Costa Mar,0.061793760297246224,0.052655632665092995,875234.0
2023,12,Cristo Redentor,0.061616664800499064,0.056376923199967094,875234.0
2023,12,Diagonal Biobío,0.030204493883921327,0.03784359382747928,875234.0
2023,12,El Arenal,0.008216088497476104,0.008172671536983252,875234.0
2023,12,El Parque,0.029915428331166293,0.02785198015616395,875234.0
2023,12,Higueras,0.011027907965184169,0.011395809577781484,875234.0
2023,12,Hito Galvarino,0.027798280231343845,0.02816732439553308,875234.0
2023,12,Hualqui,0.014760624015977442,0.018328812637534646,875234.0
2023,12,Huinca,0.036768452779485254,0.035419099349431125,875234.0
2023,12,Intermodal Coronel,0.07432640870898526,0.06448789695098682,875234.0
2023,12,Juan Pablo II,0.039587127556744824,0.05663399730814845,875234.0
2023,12,La Leonera,0.012264148787638506,0.010794827440433074,875234.0
2023,12,Laguna Quiñenco,0.05076128212569438,0.0463875946318356,875234.0
2023,12,Lomas Coloradas,0.0717351016985172,0.06738540778808867,875234.0
2023,12,Lorenzo Arenas,0.006874732928565389,0.00820580553314885,875234.0
2023,12,Los Canelos,0.0657938334205481,0.06181432622590073,875234.0
2023,12,Los Cóndores,0.012722311975997276,0.011344394756145213,875234.0
2023,12,Manquimávida,0.010072734834341445,0.009454614423114276,875234.0
2023,12,Mercado,0.012112189425913527,0.011426658470763247,875234.0
2023,12,Pedro Medina,0.00676276287255751,0.007390023696520016,875234.0
2023,12,UTFSM,0.009596290820512,0.008845634424622445,875234.0
2024,1,Alborada,0.013981300419388712,0.01388698511704529,795205.0
2024,1,C. Raúl Silva H.,0.052995139618085906,0.04588125074666281,795205.0
2024,1,Chiguayante,0.012760231638382556,0.012653340962393345,795205.0
2024,1,Concepción,0.2612659628649216,0.28297483038964794,795205.0
2024,1,Costa Mar,0.05830068975924447,0.05086235624776001,795205.0
2024,1,Cristo Redentor,0.06021843424022736,0.054745631629579794,795205.0
2024,1,Diagonal Biobío,0.030344376607289943,0.03448167453675467,795205.0
2024,1,El Arenal,0.008571374676970089,0.008357593324991669,795205.0
2024,1,El Parque,0.028370042944901,0.027279758049811056,795205.0
2024,1,Higueras,0.01218302198804082,0.012267276991467608,795205.0
2024,1,Hito Galvarino,0.02934840701454342,0.030165806301519733,795205.0
2024,1,Hualqui,0.016393257084651128,0.021151778472217855,795205.0
2024,1,Huinca,0.036837042020611034,0.03430310423098446,795205.0
2024,1,Intermodal Coronel,0.07526864141950818,0.0673951999798794,795205.0
2024,1,Juan Pablo II,0.0453857810250187,0.06064473940681962,795205.0
2024,1,La Leonera,0.012859577090184293,0.011720248237875769,795205.0
2024,1,Laguna Quiñenco,0.05089630975660364,0.046327676511088337,795205.0
2024,1,Lomas Coloradas,0.0701190259115574,0.06614898045158167,795205.0
2024,1,Lorenzo Arenas,0.007347790821234776,0.008148842122471564,795205.0
2024,1,Los Canelos,0.06362007281141341,0.05928156890361605,795205.0
2024,1,Los Cóndores,0.01288472783747587,0.011922711753572977,795205.0
2024,1,Manquimávida,0.009962211002194403,0.00946548374318572,795205.0
2024,1,Mercado,0.01315887098295408,0.012804245446142818,795205.0
2024,1,Pedro Medina,0.007073647675756566,0.007801761809847775,795205.0
2024,1,UTFSM,0.009854062788840613,0.009327154633082035,795205.0
2024,2,Alborada,0.013056133169824064,0.01389281940018347,782790.0
