anio,mes,bloque,MAE,RMSE,MAPE_pct,Correlacion,Desviacion_abs_total,Desviacion_pct_total,CPC,R2,converged,iteraciones,error_balance
2026,3,Total Mes Tarjetas,712.5027869317056,1649.6043296098364,91.76885064709599,0.9545816964258974,0.0,0.0,0.809460910214453,0.9056457028780294,True,11,9.86851375208865e-10
2026,4,Total Mes Tarjetas,711.8115556768298,1678.3376963021392,88.88435352828891,0.9540184412332663,0.0,0.0,0.8076467795878579,0.904053808787115,True,11,1.144785120220812e-09
2026,5,Total Mes Tarjetas,618.1385606600487,1471.7861318369619,90.4261119476739,0.9560677812969053,0.0,0.0,0.8140006718968158,0.9088426824520036,True,11,1.0491060616240158e-09
