unit,mes,dt,servicios_dia,tasa_sup,pax_x_viaje,n_dias,servicio,nivel_factor,elasticidad,f_sup_base,viajes_programados_base,viajes_operados_base,afl_base_sin_estacionalidad,servicios_dia_plan,f_sup_plan,viajes_programados_plan,viajes_operados_plan,factor_estacionalidad,participacion_historica_utilizada,fuerza_estacionalidad,demanda_base_mensual,ratio_oferta_operada,afl,pax_por_viaje_resultante,pax_por_viaje_base,variacion_servicios_dia,variacion_pct_oferta_operada,variacion_pct_demanda,periodo
TREN_ARAUCANIA,6,Sab,12.0,0.0,74.2,4,TREN_ARAUCANIA,1.0,0.42,1.0,48.0,48.0,3561.6000000000004,12.0,1.0,48.0,48.0,1.0051149134313677,0.07484883521337958,0.5,3579.8172756771596,1.0,3579.8172756771596,74.57952657660749,74.57952657660749,0.0,0.0,0.0,2027-06
TREN_ARAUCANIA,7,Dom,6.0,0.0,89.5,4,TREN_ARAUCANIA,1.0,0.42,1.0,24.0,24.0,2148.0,6.0,1.0,24.0,24.0,1.0521709362705012,0.09066162730066814,0.5,2260.0631711090364,1.0,2260.0631711090364,94.16929879620984,94.16929879620984,0.0,0.0,0.0,2027-07
TREN_ARAUCANIA,7,LV,18.6,0.002,145.1,22,TREN_ARAUCANIA,1.0,0.42,0.998,409.20000000000005,408.38160000000005,59256.17016,18.6,0.998,409.20000000000005,408.38160000000005,1.0521709362705012,0.09066162730066814,0.5,62347.62003705133,1.0,62347.62003705133,152.6700028528497,152.6700028528497,0.0,0.0,0.0,2027-07
TREN_ARAUCANIA,7,Sab,12.0,0.0,86.6,5,TREN_ARAUCANIA,1.0,0.42,1.0,60.0,60.0,5196.0,12.0,1.0,60.0,60.0,1.0521709362705012,0.09066162730066814,0.5,5467.080184861524,1.0,5467.080184861524,91.11800308102539,91.11800308102539,0.0,0.0,0.0,2027-07
TREN_ARAUCANIA,8,Dom,6.0,0.0,108.5,5,TREN_ARAUCANIA,1.0,0.42,1.0,30.0,30.0,3255.0,6.0,1.0,30.0,30.0,0.9919255137758709,0.08355923036315174,0.5,3228.71754734046,1.0,3228.71754734046,107.623918244682,107.623918244682,0.0,0.0,0.0,2027-08
TREN_ARAUCANIA,8,LV,18.6,0.0046,151.2,22,TREN_ARAUCANIA,1.0,0.42,0.9954,409.20000000000005,407.31768000000005,61586.433216000005,18.6,0.9954,409.20000000000005,407.31768000000005,0.9919255137758709,0.08355923036315174,0.5,61089.15440940417,1.0,61089.15440940417,149.97913768291167,149.97913768291167,0.0,0.0,0.0,2027-08
TREN_ARAUCANIA,8,Sab,12.0,0.0,88.0,4,TREN_ARAUCANIA,1.0,0.42,1.0,48.0,48.0,4224.0,12.0,1.0,48.0,48.0,0.9919255137758709,0.08355923036315174,0.5,4189.893370189278,1.0,4189.893370189278,87.28944521227663,87.28944521227663,0.0,0.0,0.0,2027-08
TREN_ARAUCANIA,9,Dom,6.0,0.0,103.8,4,TREN_ARAUCANIA,1.0,0.42,1.0,24.0,24.0,2491.2,6.0,1.0,24.0,24.0,0.9678496454468195,0.07240688022437486,0.5,2411.1070367371167,1.0,2411.1070367371167,100.46279319737987,100.46279319737987,0.0,0.0,0.0,2027-09
TREN_ARAUCANIA,9,LV,18.6,0.0123,139.3,22,TREN_ARAUCANIA,1.0,0.42,0.9877,409.20000000000005,404.16684000000004,56300.44081200001,18.6,0.9877,409.20000000000005,404.16684000000004,0.9678496454468195,0.07240688022437486,0.5,54490.361678393856,1.0,54490.361678393856,134.82145561074196,134.82145561074196,0.0,0.0,0.0,2027-09
TREN_ARAUCANIA,9,Sab,12.0,0.0,84.8,4,TREN_ARAUCANIA,1.0,0.42,1.0,48.0,48.0,4070.3999999999996,12.0,1.0,48.0,48.0,0.9678496454468195,0.07240688022437486,0.5,3939.5351968267337,1.0,3939.5351968267337,82.07364993389028,82.07364993389028,0.0,0.0,0.0,2027-09
TREN_ARAUCANIA,10,Dom,6.0,0.0,122.6,5,TREN_ARAUCANIA,1.0,0.42,1.0,30.0,30.0,3678.0,6.0,1.0,30.0,30.0,1.0111908249540376,0.08569836997885151,0.5,3719.1598541809503,1.0,3719.1598541809503,123.971995139365,123.971995139365,0.0,0.0,0.0,2027-10
TREN_ARAUCANIA,10,LV,18.6,0.0044,152.7,21,TREN_ARAUCANIA,1.0,0.42,0.9956,390.6,388.88136000000003,59382.183672,18.6,0.9956,390.6,388.88136000000003,1.0111908249540376,0.08569836997885151,0.5,60046.71929486186,1.0,60046.71929486186,154.40883897048153,154.40883897048153,0.0,0.0,0.0,2027-10
TREN_ARAUCANIA,10,Sab,12.0,0.0,85.0,5,TREN_ARAUCANIA,1.0,0.42,1.0,60.0,60.0,5100.0,12.0,1.0,60.0,60.0,1.0111908249540376,0.08569836997885151,0.5,5157.073207265592,1.0,5157.073207265592,85.9512201210932,85.9512201210932,0.0,0.0,0.0,2027-10
TREN_ARAUCANIA,11,Dom,6.0,0.0,142.2,4,TREN_ARAUCANIA,1.0,0.42,1.0,24.0,24.0,3412.7999999999997,6.0,1.0,24.0,24.0,0.9552908411117614,0.08219413218295878,0.5,3260.2165825462193,1.0,3260.2165825462193,135.84235760609246,135.84235760609246,0.0,0.0,0.0,2027-11
TREN_ARAUCANIA,11,LV,18.6,0.012,159.2,22,TREN_ARAUCANIA,1.0,0.42,0.988,409.20000000000005,404.28960000000006,64362.90432000001,18.6,0.988,409.20000000000005,404.28960000000006,0.9552908411117614,0.08219413218295878,0.5,61485.29300424863,1.0,61485.29300424863,152.08230190499242,152.08230190499242,0.0,0.0,0.0,2027-11
TREN_ARAUCANIA,11,Sab,12.0,0.0,114.0,4,TREN_ARAUCANIA,1.0,0.42,1.0,48.0,48.0,5472.0,12.0,1.0,48.0,48.0,0.9552908411117614,0.08219413218295878,0.5,5227.351482563558,1.0,5227.351482563558,108.9031558867408,108.9031558867408,0.0,0.0,0.0,2027-11
TREN_ARAUCANIA,12,Dom,6.0,0.0,122.6,4,TREN_ARAUCANIA,1.0,0.42,1.0,24.0,24.0,2942.3999999999996,6.0,1.0,24.0,24.0,0.962317894066904,0.07100615670614602,0.5,2831.524171502458,1.0,2831.524171502458,117.98017381260242,117.98017381260242,0.0,0.0,0.0,2027-12
TREN_ARAUCANIA,12,LV,18.6,0.031,130.3,23,TREN_ARAUCANIA,1.0,0.42,0.969,427.8,414.5382,54014.32746000001,18.6,0.969,427.8,414.5382,0.962317894066904,0.07100615670614602,0.5,51978.953850747355,1.0,51978.953850747355,125.39002159691762,125.39002159691762,0.0,0.0,0.0,2027-12
TREN_ARAUCANIA,12,Sab,12.0,0.0,112.5,4,TREN_ARAUCANIA,1.0,0.42,1.0,48.0,48.0,5400.0,12.0,1.0,48.0,48.0,0.962317894066904,0.07100615670614602,0.5,5196.516627961282,1.0,5196.516627961282,108.26076308252671,108.26076308252671,0.0,0.0,0.0,2027-12
