tipo_pasajero,matriz_tarifaria_aplicada,origen,destino,tarifa
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Mercado,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,El Arenal,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Higueras,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Los Cóndores,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,UTFSM,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Lorenzo Arenas,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Concepción,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Chiguayante,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Pedro Medina,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Manquimávida,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,La Leonera,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Hualqui,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Quilacoya,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,San Miguel,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Unihue,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Valle Chanco,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Los Acacios,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Talcamávida,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Gomero,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Buenuraqui,3820.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,San Rosendo,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Higueras,Laja,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Mercado,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,El Arenal,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Higueras,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Los Cóndores,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,UTFSM,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Lorenzo Arenas,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Concepción,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Chiguayante,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Pedro Medina,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Manquimávida,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,La Leonera,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Hualqui,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Quilacoya,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,San Miguel,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Unihue,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Valle Chanco,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Los Acacios,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Talcamávida,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Gomero,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Buenuraqui,3820.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,San Rosendo,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Los Cóndores,Laja,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Mercado,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,El Arenal,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Higueras,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Los Cóndores,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,UTFSM,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Lorenzo Arenas,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Concepción,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Chiguayante,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Pedro Medina,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Manquimávida,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,La Leonera,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Hualqui,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Quilacoya,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,San Miguel,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Unihue,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Valle Chanco,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Los Acacios,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Talcamávida,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Gomero,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Buenuraqui,3820.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,San Rosendo,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,UTFSM,Laja,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Mercado,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,El Arenal,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Higueras,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Los Cóndores,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,UTFSM,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Lorenzo Arenas,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Concepción,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Chiguayante,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Pedro Medina,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Manquimávida,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,La Leonera,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Hualqui,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Quilacoya,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,San Miguel,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Unihue,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Valle Chanco,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Los Acacios,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Talcamávida,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Gomero,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Buenuraqui,3820.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,San Rosendo,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Lorenzo Arenas,Laja,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Mercado,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,El Arenal,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Higueras,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Los Cóndores,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,UTFSM,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Lorenzo Arenas,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Concepción,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Chiguayante,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Pedro Medina,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Manquimávida,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,La Leonera,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Hualqui,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Quilacoya,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,San Miguel,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Unihue,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Valle Chanco,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Los Acacios,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Talcamávida,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Gomero,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Buenuraqui,3820.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,San Rosendo,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Concepción,Laja,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Mercado,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,El Arenal,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Higueras,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Los Cóndores,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,UTFSM,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Lorenzo Arenas,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Concepción,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Chiguayante,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Pedro Medina,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Manquimávida,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,La Leonera,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Hualqui,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Quilacoya,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,San Miguel,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Unihue,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Valle Chanco,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Los Acacios,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Talcamávida,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Gomero,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Buenuraqui,3820.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,San Rosendo,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Chiguayante,Laja,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Mercado,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,El Arenal,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Higueras,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Los Cóndores,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,UTFSM,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Lorenzo Arenas,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Concepción,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Chiguayante,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Pedro Medina,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Manquimávida,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,La Leonera,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Hualqui,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Quilacoya,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,San Miguel,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Unihue,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Valle Chanco,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Los Acacios,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Talcamávida,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Gomero,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Buenuraqui,3820.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,San Rosendo,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Pedro Medina,Laja,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Mercado,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,El Arenal,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Higueras,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Los Cóndores,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,UTFSM,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Lorenzo Arenas,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Concepción,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Chiguayante,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Pedro Medina,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Manquimávida,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,La Leonera,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Hualqui,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Quilacoya,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,San Miguel,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Unihue,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Valle Chanco,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Los Acacios,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Talcamávida,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Gomero,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Buenuraqui,3820.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,San Rosendo,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Manquimávida,Laja,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Mercado,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,El Arenal,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Higueras,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Los Cóndores,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,UTFSM,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Lorenzo Arenas,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Concepción,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Chiguayante,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Pedro Medina,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Manquimávida,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,La Leonera,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Hualqui,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Quilacoya,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,San Miguel,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Unihue,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Valle Chanco,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Los Acacios,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Talcamávida,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Gomero,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Buenuraqui,3820.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,San Rosendo,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,La Leonera,Laja,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Mercado,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,El Arenal,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Higueras,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Los Cóndores,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,UTFSM,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Lorenzo Arenas,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Concepción,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Chiguayante,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Pedro Medina,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Manquimávida,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,La Leonera,1040.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Hualqui,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Quilacoya,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,San Miguel,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Unihue,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Valle Chanco,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Los Acacios,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Talcamávida,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Gomero,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Buenuraqui,3820.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,San Rosendo,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Hualqui,Laja,4090.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Mercado,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,El Arenal,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Higueras,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Los Cóndores,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,UTFSM,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Lorenzo Arenas,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Concepción,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Chiguayante,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Pedro Medina,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Manquimávida,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,La Leonera,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Hualqui,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Quilacoya,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,San Miguel,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Unihue,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Valle Chanco,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Los Acacios,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Talcamávida,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Gomero,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Buenuraqui,3460.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,San Rosendo,3460.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Quilacoya,Laja,3460.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Mercado,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,El Arenal,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Higueras,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Los Cóndores,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,UTFSM,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Lorenzo Arenas,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Concepción,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Chiguayante,2200.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Pedro Medina,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Manquimávida,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,La Leonera,1940.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Hualqui,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Quilacoya,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,San Miguel,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Unihue,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Valle Chanco,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Los Acacios,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Talcamávida,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Gomero,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Buenuraqui,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,San Rosendo,3460.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,San Miguel,Laja,3460.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Mercado,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,El Arenal,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Higueras,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Los Cóndores,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,UTFSM,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Lorenzo Arenas,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Concepción,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Chiguayante,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Pedro Medina,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Manquimávida,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,La Leonera,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Hualqui,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Quilacoya,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,San Miguel,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Unihue,0.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Valle Chanco,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Los Acacios,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Talcamávida,1220.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Gomero,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Buenuraqui,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,San Rosendo,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Unihue,Laja,2250.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Valle Chanco,Mercado,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Valle Chanco,El Arenal,2450.0
ida_y_vuelta,Matriz Tarifaria Ida y Vuelta,Valle Chanco,Higueras,2450.0
