tipo_pasajero,matriz_tarifaria_aplicada,origen,destino,tarifa
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Los Cóndores,Laja,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Mercado,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,El Arenal,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Higueras,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Los Cóndores,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,UTFSM,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Lorenzo Arenas,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Concepción,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Chiguayante,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Pedro Medina,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Manquimávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,La Leonera,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Hualqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Quilacoya,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,San Miguel,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Unihue,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Valle Chanco,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Los Acacios,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Talcamávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Gomero,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Buenuraqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,San Rosendo,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",UTFSM,Laja,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Mercado,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,El Arenal,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Higueras,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Los Cóndores,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,UTFSM,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Lorenzo Arenas,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Concepción,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Chiguayante,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Pedro Medina,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Manquimávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,La Leonera,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Hualqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Quilacoya,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,San Miguel,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Unihue,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Valle Chanco,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Los Acacios,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Talcamávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Gomero,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Buenuraqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,San Rosendo,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Lorenzo Arenas,Laja,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Mercado,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,El Arenal,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Higueras,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Los Cóndores,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,UTFSM,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Lorenzo Arenas,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Concepción,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Chiguayante,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Pedro Medina,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Manquimávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,La Leonera,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Hualqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Quilacoya,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,San Miguel,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Unihue,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Valle Chanco,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Los Acacios,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Talcamávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Gomero,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Buenuraqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,San Rosendo,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Concepción,Laja,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Mercado,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,El Arenal,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Higueras,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Los Cóndores,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,UTFSM,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Lorenzo Arenas,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Concepción,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Chiguayante,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Pedro Medina,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Manquimávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,La Leonera,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Hualqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Quilacoya,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,San Miguel,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Unihue,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Valle Chanco,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Los Acacios,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Talcamávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Gomero,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Buenuraqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,San Rosendo,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Chiguayante,Laja,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Mercado,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,El Arenal,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Higueras,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Los Cóndores,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,UTFSM,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Lorenzo Arenas,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Concepción,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Chiguayante,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Pedro Medina,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Manquimávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,La Leonera,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Hualqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Quilacoya,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,San Miguel,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Unihue,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Valle Chanco,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Los Acacios,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Talcamávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Gomero,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Buenuraqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,San Rosendo,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Pedro Medina,Laja,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Mercado,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,El Arenal,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Higueras,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Los Cóndores,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,UTFSM,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Lorenzo Arenas,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Concepción,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Chiguayante,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Pedro Medina,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Manquimávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,La Leonera,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Hualqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Quilacoya,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,San Miguel,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Unihue,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Valle Chanco,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Los Acacios,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Talcamávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Gomero,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Buenuraqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,San Rosendo,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Manquimávida,Laja,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Mercado,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,El Arenal,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Higueras,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Los Cóndores,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,UTFSM,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Lorenzo Arenas,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Concepción,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Chiguayante,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Pedro Medina,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Manquimávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,La Leonera,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Hualqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Quilacoya,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,San Miguel,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Unihue,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Valle Chanco,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Los Acacios,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Talcamávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Gomero,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Buenuraqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,San Rosendo,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",La Leonera,Laja,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Mercado,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,El Arenal,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Higueras,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Los Cóndores,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,UTFSM,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Lorenzo Arenas,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Concepción,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Chiguayante,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Pedro Medina,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Manquimávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,La Leonera,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Hualqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Quilacoya,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,San Miguel,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Unihue,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Valle Chanco,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Los Acacios,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Talcamávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Gomero,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Buenuraqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,San Rosendo,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Hualqui,Laja,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Mercado,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,El Arenal,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Higueras,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Los Cóndores,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,UTFSM,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Lorenzo Arenas,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Concepción,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Chiguayante,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Pedro Medina,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Manquimávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,La Leonera,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Hualqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Quilacoya,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,San Miguel,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Unihue,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Valle Chanco,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Los Acacios,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Talcamávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Gomero,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Buenuraqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,San Rosendo,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Quilacoya,Laja,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Mercado,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,El Arenal,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Higueras,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Los Cóndores,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,UTFSM,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Lorenzo Arenas,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Concepción,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Chiguayante,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Pedro Medina,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Manquimávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,La Leonera,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Hualqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Quilacoya,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,San Miguel,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Unihue,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Valle Chanco,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Los Acacios,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Talcamávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Gomero,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Buenuraqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,San Rosendo,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",San Miguel,Laja,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Mercado,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,El Arenal,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Higueras,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Los Cóndores,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,UTFSM,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Lorenzo Arenas,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Concepción,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Chiguayante,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Pedro Medina,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Manquimávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,La Leonera,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Hualqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Quilacoya,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,San Miguel,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Unihue,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Valle Chanco,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Los Acacios,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Talcamávida,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Gomero,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Buenuraqui,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,San Rosendo,0.0
discapacitado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",Unihue,Laja,0.0
