anio_base,mes,periodo_base,tipo_pasajero,nombre_visual,origen,destino,viajes_observados
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Concepción,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,La Leonera,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Quilacoya,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Unihue,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Talcamávida,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,San Rosendo,1.0
2024,4,2024-04,funcionario,Funcionario,Los Cóndores,Laja,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Concepción,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,La Leonera,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Quilacoya,1.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Unihue,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Talcamávida,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Gomero,1.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,San Rosendo,5.0
2024,4,2024-04,funcionario,Funcionario,UTFSM,Laja,2.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Concepción,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,La Leonera,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Quilacoya,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Unihue,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Talcamávida,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,San Rosendo,1.0
2024,4,2024-04,funcionario,Funcionario,Lorenzo Arenas,Laja,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Mercado,1.0
2024,4,2024-04,funcionario,Funcionario,Concepción,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Concepción,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,La Leonera,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Quilacoya,30.0
2024,4,2024-04,funcionario,Funcionario,Concepción,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Unihue,27.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Valle Chanco,13.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Los Acacios,1.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Talcamávida,11.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Gomero,4.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Buenuraqui,8.0
2024,4,2024-04,funcionario,Funcionario,Concepción,San Rosendo,103.0
2024,4,2024-04,funcionario,Funcionario,Concepción,Laja,86.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Concepción,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,La Leonera,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Quilacoya,1.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Unihue,12.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Valle Chanco,4.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Los Acacios,1.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Talcamávida,1.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Gomero,1.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,San Rosendo,6.0
2024,4,2024-04,funcionario,Funcionario,Chiguayante,Laja,2.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Concepción,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,La Leonera,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Quilacoya,1.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Unihue,5.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Valle Chanco,3.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Los Acacios,1.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Talcamávida,2.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Gomero,1.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Buenuraqui,2.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,San Rosendo,5.0
2024,4,2024-04,funcionario,Funcionario,Pedro Medina,Laja,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Concepción,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,La Leonera,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Quilacoya,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Unihue,4.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Valle Chanco,5.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Talcamávida,2.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,San Rosendo,1.0
2024,4,2024-04,funcionario,Funcionario,Manquimávida,Laja,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Concepción,4.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,La Leonera,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Quilacoya,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Unihue,1.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Valle Chanco,2.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Talcamávida,3.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,San Rosendo,1.0
2024,4,2024-04,funcionario,Funcionario,La Leonera,Laja,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Concepción,1.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,La Leonera,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Quilacoya,4.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Unihue,15.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Los Acacios,2.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Talcamávida,2.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Buenuraqui,2.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,San Rosendo,2.0
2024,4,2024-04,funcionario,Funcionario,Hualqui,Laja,2.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Mercado,1.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,El Arenal,3.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Concepción,34.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Chiguayante,1.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,La Leonera,1.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Hualqui,1.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Quilacoya,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Unihue,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Talcamávida,1.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,San Rosendo,0.0
2024,4,2024-04,funcionario,Funcionario,Quilacoya,Laja,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Concepción,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,La Leonera,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Quilacoya,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Unihue,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Talcamávida,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,San Rosendo,0.0
2024,4,2024-04,funcionario,Funcionario,San Miguel,Laja,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Mercado,5.0
2024,4,2024-04,funcionario,Funcionario,Unihue,El Arenal,5.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Higueras,1.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,UTFSM,1.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Concepción,19.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Chiguayante,10.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Pedro Medina,6.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Manquimávida,2.0
2024,4,2024-04,funcionario,Funcionario,Unihue,La Leonera,1.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Hualqui,9.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Quilacoya,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Unihue,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Talcamávida,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,San Rosendo,0.0
2024,4,2024-04,funcionario,Funcionario,Unihue,Laja,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Lorenzo Arenas,1.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Concepción,9.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Chiguayante,2.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Pedro Medina,1.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Manquimávida,2.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,La Leonera,1.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Quilacoya,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Unihue,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Talcamávida,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,San Rosendo,0.0
2024,4,2024-04,funcionario,Funcionario,Valle Chanco,Laja,2.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Higueras,1.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Lorenzo Arenas,1.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Concepción,5.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Manquimávida,3.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,La Leonera,1.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Hualqui,2.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Quilacoya,1.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Unihue,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Talcamávida,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,San Rosendo,0.0
2024,4,2024-04,funcionario,Funcionario,Los Acacios,Laja,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,El Arenal,1.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Lorenzo Arenas,1.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Concepción,43.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Chiguayante,2.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Pedro Medina,1.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Manquimávida,5.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,La Leonera,2.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Hualqui,4.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Quilacoya,2.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Unihue,1.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Talcamávida,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,San Rosendo,0.0
2024,4,2024-04,funcionario,Funcionario,Talcamávida,Laja,3.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,El Arenal,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Higueras,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Concepción,3.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Chiguayante,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Pedro Medina,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,La Leonera,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Quilacoya,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Unihue,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Los Acacios,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Talcamávida,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Gomero,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Buenuraqui,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,San Rosendo,0.0
2024,4,2024-04,funcionario,Funcionario,Gomero,Laja,0.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Mercado,0.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,El Arenal,2.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Higueras,1.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Los Cóndores,0.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,UTFSM,0.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Lorenzo Arenas,0.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Concepción,8.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Chiguayante,2.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Pedro Medina,1.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Manquimávida,0.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,La Leonera,1.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Hualqui,0.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Quilacoya,0.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,San Miguel,0.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Unihue,0.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Valle Chanco,0.0
2024,4,2024-04,funcionario,Funcionario,Buenuraqui,Los Acacios,0.0
