tipo_pasajero,origen,destino,matriz_tarifaria_aplicada,tarifa,tiene_tarifa
adulto_mayor,Valle Chanco,Gomero,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Valle Chanco,Buenuraqui,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Valle Chanco,San Rosendo,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Valle Chanco,Laja,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Los Acacios,Mercado,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Los Acacios,El Arenal,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Los Acacios,Higueras,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Los Acacios,Los Cóndores,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Los Acacios,UTFSM,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Los Acacios,Lorenzo Arenas,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Los Acacios,Concepción,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Los Acacios,Chiguayante,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Los Acacios,Pedro Medina,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Los Acacios,Manquimávida,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Los Acacios,La Leonera,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Los Acacios,Hualqui,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Los Acacios,Quilacoya,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Los Acacios,San Miguel,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Los Acacios,Unihue,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Los Acacios,Valle Chanco,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Los Acacios,Los Acacios,Matriz Tarifaria Tercera Edad,0.0,True
adulto_mayor,Los Acacios,Talcamávida,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Los Acacios,Gomero,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Los Acacios,Buenuraqui,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Los Acacios,San Rosendo,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Los Acacios,Laja,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Talcamávida,Mercado,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Talcamávida,El Arenal,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Talcamávida,Higueras,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Talcamávida,Los Cóndores,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Talcamávida,UTFSM,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Talcamávida,Lorenzo Arenas,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Talcamávida,Concepción,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Talcamávida,Chiguayante,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Talcamávida,Pedro Medina,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Talcamávida,Manquimávida,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Talcamávida,La Leonera,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Talcamávida,Hualqui,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Talcamávida,Quilacoya,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Talcamávida,San Miguel,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Talcamávida,Unihue,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Talcamávida,Valle Chanco,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Talcamávida,Los Acacios,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Talcamávida,Talcamávida,Matriz Tarifaria Tercera Edad,0.0,True
adulto_mayor,Talcamávida,Gomero,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Talcamávida,Buenuraqui,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Talcamávida,San Rosendo,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Talcamávida,Laja,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Gomero,Mercado,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,El Arenal,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,Higueras,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,Los Cóndores,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,UTFSM,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,Lorenzo Arenas,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,Concepción,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,Chiguayante,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,Pedro Medina,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,Manquimávida,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,La Leonera,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,Hualqui,Matriz Tarifaria Tercera Edad,680.0,True
adulto_mayor,Gomero,Quilacoya,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Gomero,San Miguel,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Gomero,Unihue,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Gomero,Valle Chanco,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Gomero,Los Acacios,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Gomero,Talcamávida,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Gomero,Gomero,Matriz Tarifaria Tercera Edad,0.0,True
adulto_mayor,Gomero,Buenuraqui,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Gomero,San Rosendo,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Gomero,Laja,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Buenuraqui,Mercado,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,El Arenal,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,Higueras,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,Los Cóndores,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,UTFSM,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,Lorenzo Arenas,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,Concepción,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,Chiguayante,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,Pedro Medina,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,Manquimávida,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,La Leonera,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,Hualqui,Matriz Tarifaria Tercera Edad,1060.0,True
adulto_mayor,Buenuraqui,Quilacoya,Matriz Tarifaria Tercera Edad,960.0,True
adulto_mayor,Buenuraqui,San Miguel,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Buenuraqui,Unihue,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Buenuraqui,Valle Chanco,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Buenuraqui,Los Acacios,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Buenuraqui,Talcamávida,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Buenuraqui,Gomero,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Buenuraqui,Buenuraqui,Matriz Tarifaria Tercera Edad,0.0,True
adulto_mayor,Buenuraqui,San Rosendo,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Buenuraqui,Laja,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,San Rosendo,Mercado,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,El Arenal,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,Higueras,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,Los Cóndores,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,UTFSM,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,Lorenzo Arenas,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,Concepción,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,Chiguayante,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,Pedro Medina,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,Manquimávida,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,La Leonera,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,Hualqui,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,San Rosendo,Quilacoya,Matriz Tarifaria Tercera Edad,960.0,True
adulto_mayor,San Rosendo,San Miguel,Matriz Tarifaria Tercera Edad,960.0,True
adulto_mayor,San Rosendo,Unihue,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,San Rosendo,Valle Chanco,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,San Rosendo,Los Acacios,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,San Rosendo,Talcamávida,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,San Rosendo,Gomero,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,San Rosendo,Buenuraqui,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,San Rosendo,San Rosendo,Matriz Tarifaria Tercera Edad,0.0,True
adulto_mayor,San Rosendo,Laja,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Laja,Mercado,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,El Arenal,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,Higueras,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,Los Cóndores,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,UTFSM,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,Lorenzo Arenas,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,Concepción,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,Chiguayante,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,Pedro Medina,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,Manquimávida,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,La Leonera,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,Hualqui,Matriz Tarifaria Tercera Edad,1140.0,True
adulto_mayor,Laja,Quilacoya,Matriz Tarifaria Tercera Edad,960.0,True
adulto_mayor,Laja,San Miguel,Matriz Tarifaria Tercera Edad,960.0,True
adulto_mayor,Laja,Unihue,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Laja,Valle Chanco,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Laja,Los Acacios,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Laja,Talcamávida,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Laja,Gomero,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Laja,Buenuraqui,Matriz Tarifaria Tercera Edad,630.0,True
adulto_mayor,Laja,San Rosendo,Matriz Tarifaria Tercera Edad,340.0,True
adulto_mayor,Laja,Laja,Matriz Tarifaria Tercera Edad,0.0,True
discapacitado,Mercado,Mercado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,El Arenal,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Higueras,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Los Cóndores,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,UTFSM,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Lorenzo Arenas,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Concepción,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Chiguayante,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Pedro Medina,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Manquimávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,La Leonera,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Hualqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Quilacoya,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,San Miguel,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Unihue,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Valle Chanco,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Los Acacios,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Talcamávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Gomero,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Buenuraqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,San Rosendo,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Mercado,Laja,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Mercado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,El Arenal,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Higueras,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Los Cóndores,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,UTFSM,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Lorenzo Arenas,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Concepción,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Chiguayante,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Pedro Medina,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Manquimávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,La Leonera,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Hualqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Quilacoya,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,San Miguel,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Unihue,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Valle Chanco,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Los Acacios,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Talcamávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Gomero,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Buenuraqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,San Rosendo,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,El Arenal,Laja,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Mercado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,El Arenal,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Higueras,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Los Cóndores,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,UTFSM,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Lorenzo Arenas,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Concepción,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Chiguayante,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Pedro Medina,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Manquimávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,La Leonera,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Hualqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Quilacoya,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,San Miguel,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Unihue,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Valle Chanco,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Los Acacios,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Talcamávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Gomero,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Buenuraqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,San Rosendo,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Higueras,Laja,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Mercado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,El Arenal,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Higueras,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Los Cóndores,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,UTFSM,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Lorenzo Arenas,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Concepción,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Chiguayante,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Pedro Medina,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Manquimávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,La Leonera,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Hualqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Quilacoya,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,San Miguel,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Unihue,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Valle Chanco,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Los Acacios,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Talcamávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Gomero,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Buenuraqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,San Rosendo,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Los Cóndores,Laja,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Mercado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,El Arenal,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Higueras,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Los Cóndores,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,UTFSM,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Lorenzo Arenas,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Concepción,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Chiguayante,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Pedro Medina,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Manquimávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,La Leonera,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Hualqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Quilacoya,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,San Miguel,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Unihue,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Valle Chanco,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Los Acacios,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Talcamávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Gomero,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Buenuraqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,San Rosendo,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,UTFSM,Laja,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Mercado,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,El Arenal,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Higueras,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Los Cóndores,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,UTFSM,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Lorenzo Arenas,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Concepción,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Chiguayante,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Pedro Medina,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Manquimávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,La Leonera,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Hualqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Quilacoya,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,San Miguel,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Unihue,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Valle Chanco,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Los Acacios,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Talcamávida,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Gomero,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,Buenuraqui,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
discapacitado,Lorenzo Arenas,San Rosendo,"Matriz Tarifaria Estudiante Básica, Discapacitados y Funcionarios",0.0,True
