mes,tipo_pasajero,nombre_visual,origen,destino,viajes_observados,participacion_od_tipo_mes
1,adulto_mayor,Adulto mayor,Gomero,Los Acacios,4.0,0.000319310289774088
1,adulto_mayor,Adulto mayor,Gomero,Talcamávida,0.0,0.0
1,adulto_mayor,Adulto mayor,Gomero,Gomero,0.0,0.0
1,adulto_mayor,Adulto mayor,Gomero,Buenuraqui,0.0,0.0
1,adulto_mayor,Adulto mayor,Gomero,San Rosendo,2.0,0.000159655144887044
1,adulto_mayor,Adulto mayor,Gomero,Laja,13.0,0.0010377584417657858
1,adulto_mayor,Adulto mayor,Buenuraqui,Mercado,24.0,0.0019158617386445277
1,adulto_mayor,Adulto mayor,Buenuraqui,El Arenal,7.0,0.0005587930071046539
1,adulto_mayor,Adulto mayor,Buenuraqui,Higueras,6.0,0.00047896543466113194
1,adulto_mayor,Adulto mayor,Buenuraqui,Los Cóndores,5.0,0.00039913786221760996
1,adulto_mayor,Adulto mayor,Buenuraqui,UTFSM,6.0,0.00047896543466113194
1,adulto_mayor,Adulto mayor,Buenuraqui,Lorenzo Arenas,4.0,0.000319310289774088
1,adulto_mayor,Adulto mayor,Buenuraqui,Concepción,88.0,0.0070248263750299356
1,adulto_mayor,Adulto mayor,Buenuraqui,Chiguayante,14.0,0.0011175860142093078
1,adulto_mayor,Adulto mayor,Buenuraqui,Pedro Medina,4.0,0.000319310289774088
1,adulto_mayor,Adulto mayor,Buenuraqui,Manquimávida,3.0,0.00023948271733056597
1,adulto_mayor,Adulto mayor,Buenuraqui,La Leonera,4.0,0.000319310289774088
1,adulto_mayor,Adulto mayor,Buenuraqui,Hualqui,5.0,0.00039913786221760996
1,adulto_mayor,Adulto mayor,Buenuraqui,Quilacoya,5.0,0.00039913786221760996
1,adulto_mayor,Adulto mayor,Buenuraqui,San Miguel,0.0,0.0
1,adulto_mayor,Adulto mayor,Buenuraqui,Unihue,0.0,0.0
1,adulto_mayor,Adulto mayor,Buenuraqui,Valle Chanco,0.0,0.0
1,adulto_mayor,Adulto mayor,Buenuraqui,Los Acacios,0.0,0.0
1,adulto_mayor,Adulto mayor,Buenuraqui,Talcamávida,0.0,0.0
1,adulto_mayor,Adulto mayor,Buenuraqui,Gomero,0.0,0.0
1,adulto_mayor,Adulto mayor,Buenuraqui,Buenuraqui,0.0,0.0
1,adulto_mayor,Adulto mayor,Buenuraqui,San Rosendo,8.0,0.000638620579548176
1,adulto_mayor,Adulto mayor,Buenuraqui,Laja,61.0,0.004869481919054842
1,adulto_mayor,Adulto mayor,San Rosendo,Mercado,36.0,0.002873792607966792
1,adulto_mayor,Adulto mayor,San Rosendo,El Arenal,13.0,0.0010377584417657858
1,adulto_mayor,Adulto mayor,San Rosendo,Higueras,9.0,0.000718448151991698
1,adulto_mayor,Adulto mayor,San Rosendo,Los Cóndores,10.0,0.0007982757244352199
1,adulto_mayor,Adulto mayor,San Rosendo,UTFSM,30.0,0.0023948271733056597
1,adulto_mayor,Adulto mayor,San Rosendo,Lorenzo Arenas,8.0,0.000638620579548176
1,adulto_mayor,Adulto mayor,San Rosendo,Concepción,360.0,0.02873792607966792
1,adulto_mayor,Adulto mayor,San Rosendo,Chiguayante,25.0,0.00199568931108805
1,adulto_mayor,Adulto mayor,San Rosendo,Pedro Medina,6.0,0.00047896543466113194
1,adulto_mayor,Adulto mayor,San Rosendo,Manquimávida,9.0,0.000718448151991698
1,adulto_mayor,Adulto mayor,San Rosendo,La Leonera,14.0,0.0011175860142093078
1,adulto_mayor,Adulto mayor,San Rosendo,Hualqui,20.0,0.0015965514488704398
1,adulto_mayor,Adulto mayor,San Rosendo,Quilacoya,8.0,0.000638620579548176
1,adulto_mayor,Adulto mayor,San Rosendo,San Miguel,1.0,7.9827572443522e-05
1,adulto_mayor,Adulto mayor,San Rosendo,Unihue,0.0,0.0
1,adulto_mayor,Adulto mayor,San Rosendo,Valle Chanco,0.0,0.0
1,adulto_mayor,Adulto mayor,San Rosendo,Los Acacios,4.0,0.000319310289774088
1,adulto_mayor,Adulto mayor,San Rosendo,Talcamávida,2.0,0.000159655144887044
1,adulto_mayor,Adulto mayor,San Rosendo,Gomero,2.0,0.000159655144887044
1,adulto_mayor,Adulto mayor,San Rosendo,Buenuraqui,8.0,0.000638620579548176
1,adulto_mayor,Adulto mayor,San Rosendo,San Rosendo,0.0,0.0
1,adulto_mayor,Adulto mayor,San Rosendo,Laja,4.0,0.000319310289774088
1,adulto_mayor,Adulto mayor,Laja,Mercado,450.0,0.0359224075995849
1,adulto_mayor,Adulto mayor,Laja,El Arenal,87.0,0.006944998802586413
1,adulto_mayor,Adulto mayor,Laja,Higueras,45.0,0.00359224075995849
1,adulto_mayor,Adulto mayor,Laja,Los Cóndores,76.0,0.006066895505707671
1,adulto_mayor,Adulto mayor,Laja,UTFSM,119.0,0.009499481120779116
1,adulto_mayor,Adulto mayor,Laja,Lorenzo Arenas,75.0,0.0059870679332641496
1,adulto_mayor,Adulto mayor,Laja,Concepción,1903.0,0.15191187036002235
1,adulto_mayor,Adulto mayor,Laja,Chiguayante,168.0,0.013411032170511695
1,adulto_mayor,Adulto mayor,Laja,Pedro Medina,46.0,0.003672068332402012
1,adulto_mayor,Adulto mayor,Laja,Manquimávida,34.0,0.002714137463079748
1,adulto_mayor,Adulto mayor,Laja,La Leonera,70.0,0.00558793007104654
1,adulto_mayor,Adulto mayor,Laja,Hualqui,103.0,0.008222239961682766
1,adulto_mayor,Adulto mayor,Laja,Quilacoya,13.0,0.0010377584417657858
1,adulto_mayor,Adulto mayor,Laja,San Miguel,6.0,0.00047896543466113194
1,adulto_mayor,Adulto mayor,Laja,Unihue,41.0,0.0032729304701844017
1,adulto_mayor,Adulto mayor,Laja,Valle Chanco,7.0,0.0005587930071046539
1,adulto_mayor,Adulto mayor,Laja,Los Acacios,25.0,0.00199568931108805
1,adulto_mayor,Adulto mayor,Laja,Talcamávida,80.0,0.006386205795481759
1,adulto_mayor,Adulto mayor,Laja,Gomero,20.0,0.0015965514488704398
1,adulto_mayor,Adulto mayor,Laja,Buenuraqui,68.0,0.005428274926159496
1,adulto_mayor,Adulto mayor,Laja,San Rosendo,3.0,0.00023948271733056597
1,adulto_mayor,Adulto mayor,Laja,Laja,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Mercado,0.0,0.0
1,discapacitado,Discapacitado,Mercado,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Higueras,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,Mercado,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Concepción,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Chiguayante,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,Mercado,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Hualqui,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Quilacoya,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Mercado,San Miguel,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Unihue,2.0,0.001467351430667645
1,discapacitado,Discapacitado,Mercado,Valle Chanco,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Los Acacios,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Talcamávida,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Gomero,0.0,0.0
1,discapacitado,Discapacitado,Mercado,Buenuraqui,0.0,0.0
1,discapacitado,Discapacitado,Mercado,San Rosendo,7.0,0.005135730007336757
1,discapacitado,Discapacitado,Mercado,Laja,10.0,0.007336757153338224
1,discapacitado,Discapacitado,El Arenal,Mercado,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Higueras,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Concepción,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Chiguayante,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Hualqui,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Quilacoya,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,San Miguel,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Unihue,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,El Arenal,Valle Chanco,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,El Arenal,Los Acacios,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Talcamávida,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Gomero,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,Buenuraqui,0.0,0.0
1,discapacitado,Discapacitado,El Arenal,San Rosendo,3.0,0.0022010271460014674
1,discapacitado,Discapacitado,El Arenal,Laja,4.0,0.00293470286133529
1,discapacitado,Discapacitado,Higueras,Mercado,0.0,0.0
1,discapacitado,Discapacitado,Higueras,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Higueras,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,Higueras,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Concepción,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Chiguayante,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,Higueras,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Hualqui,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Quilacoya,0.0,0.0
1,discapacitado,Discapacitado,Higueras,San Miguel,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Unihue,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Valle Chanco,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Los Acacios,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Talcamávida,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Gomero,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Buenuraqui,0.0,0.0
1,discapacitado,Discapacitado,Higueras,San Rosendo,0.0,0.0
1,discapacitado,Discapacitado,Higueras,Laja,2.0,0.001467351430667645
1,discapacitado,Discapacitado,Los Cóndores,Mercado,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Higueras,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Concepción,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Chiguayante,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Hualqui,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Los Cóndores,Quilacoya,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,San Miguel,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Unihue,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Valle Chanco,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Los Cóndores,Los Acacios,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Los Cóndores,Talcamávida,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Gomero,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,Buenuraqui,0.0,0.0
1,discapacitado,Discapacitado,Los Cóndores,San Rosendo,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Los Cóndores,Laja,3.0,0.0022010271460014674
1,discapacitado,Discapacitado,UTFSM,Mercado,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Higueras,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Concepción,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Chiguayante,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,UTFSM,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Hualqui,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Quilacoya,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,San Miguel,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Unihue,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Valle Chanco,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Los Acacios,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Talcamávida,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Gomero,0.0,0.0
1,discapacitado,Discapacitado,UTFSM,Buenuraqui,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,UTFSM,San Rosendo,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,UTFSM,Laja,7.0,0.005135730007336757
1,discapacitado,Discapacitado,Lorenzo Arenas,Mercado,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Higueras,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Concepción,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Chiguayante,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Hualqui,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Quilacoya,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,San Miguel,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Unihue,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Valle Chanco,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Los Acacios,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Talcamávida,2.0,0.001467351430667645
1,discapacitado,Discapacitado,Lorenzo Arenas,Gomero,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,Buenuraqui,0.0,0.0
1,discapacitado,Discapacitado,Lorenzo Arenas,San Rosendo,2.0,0.001467351430667645
1,discapacitado,Discapacitado,Lorenzo Arenas,Laja,0.0,0.0
1,discapacitado,Discapacitado,Concepción,Mercado,0.0,0.0
1,discapacitado,Discapacitado,Concepción,El Arenal,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Concepción,Higueras,0.0,0.0
1,discapacitado,Discapacitado,Concepción,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,Concepción,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,Concepción,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,Concepción,Concepción,0.0,0.0
1,discapacitado,Discapacitado,Concepción,Chiguayante,0.0,0.0
1,discapacitado,Discapacitado,Concepción,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,Concepción,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,Concepción,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,Concepción,Hualqui,0.0,0.0
1,discapacitado,Discapacitado,Concepción,Quilacoya,17.0,0.012472487160674981
1,discapacitado,Discapacitado,Concepción,San Miguel,6.0,0.004402054292002935
1,discapacitado,Discapacitado,Concepción,Unihue,54.0,0.03961848862802641
1,discapacitado,Discapacitado,Concepción,Valle Chanco,22.0,0.016140865737344093
1,discapacitado,Discapacitado,Concepción,Los Acacios,58.0,0.0425531914893617
1,discapacitado,Discapacitado,Concepción,Talcamávida,95.0,0.06969919295671313
1,discapacitado,Discapacitado,Concepción,Gomero,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Concepción,Buenuraqui,15.0,0.011005135730007337
1,discapacitado,Discapacitado,Concepción,San Rosendo,48.0,0.03521643433602348
1,discapacitado,Discapacitado,Concepción,Laja,177.0,0.12986060161408658
1,discapacitado,Discapacitado,Chiguayante,Mercado,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Higueras,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Concepción,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Chiguayante,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Hualqui,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Quilacoya,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,San Miguel,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Unihue,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Chiguayante,Valle Chanco,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Los Acacios,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Talcamávida,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Gomero,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,Buenuraqui,0.0,0.0
1,discapacitado,Discapacitado,Chiguayante,San Rosendo,3.0,0.0022010271460014674
1,discapacitado,Discapacitado,Chiguayante,Laja,8.0,0.00586940572267058
1,discapacitado,Discapacitado,Pedro Medina,Mercado,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Higueras,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Concepción,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Chiguayante,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Hualqui,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Quilacoya,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,San Miguel,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Unihue,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Valle Chanco,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Pedro Medina,Los Acacios,3.0,0.0022010271460014674
1,discapacitado,Discapacitado,Pedro Medina,Talcamávida,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Gomero,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Buenuraqui,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,San Rosendo,0.0,0.0
1,discapacitado,Discapacitado,Pedro Medina,Laja,4.0,0.00293470286133529
1,discapacitado,Discapacitado,Manquimávida,Mercado,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Higueras,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Concepción,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Chiguayante,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Hualqui,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Quilacoya,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,San Miguel,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Unihue,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Manquimávida,Valle Chanco,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Los Acacios,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Talcamávida,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Manquimávida,Gomero,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Buenuraqui,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,San Rosendo,0.0,0.0
1,discapacitado,Discapacitado,Manquimávida,Laja,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,La Leonera,Mercado,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,Higueras,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,Concepción,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,Chiguayante,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,Hualqui,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,Quilacoya,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,La Leonera,San Miguel,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,La Leonera,Unihue,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,Valle Chanco,2.0,0.001467351430667645
1,discapacitado,Discapacitado,La Leonera,Los Acacios,2.0,0.001467351430667645
1,discapacitado,Discapacitado,La Leonera,Talcamávida,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,Gomero,2.0,0.001467351430667645
1,discapacitado,Discapacitado,La Leonera,Buenuraqui,0.0,0.0
1,discapacitado,Discapacitado,La Leonera,San Rosendo,7.0,0.005135730007336757
1,discapacitado,Discapacitado,La Leonera,Laja,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Hualqui,Mercado,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,Higueras,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,Los Cóndores,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,Concepción,2.0,0.001467351430667645
1,discapacitado,Discapacitado,Hualqui,Chiguayante,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,Pedro Medina,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,La Leonera,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,Hualqui,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,Quilacoya,4.0,0.00293470286133529
1,discapacitado,Discapacitado,Hualqui,San Miguel,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,Unihue,7.0,0.005135730007336757
1,discapacitado,Discapacitado,Hualqui,Valle Chanco,4.0,0.00293470286133529
1,discapacitado,Discapacitado,Hualqui,Los Acacios,4.0,0.00293470286133529
1,discapacitado,Discapacitado,Hualqui,Talcamávida,6.0,0.004402054292002935
1,discapacitado,Discapacitado,Hualqui,Gomero,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,Buenuraqui,0.0,0.0
1,discapacitado,Discapacitado,Hualqui,San Rosendo,3.0,0.0022010271460014674
1,discapacitado,Discapacitado,Hualqui,Laja,3.0,0.0022010271460014674
1,discapacitado,Discapacitado,Quilacoya,Mercado,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Quilacoya,El Arenal,4.0,0.00293470286133529
1,discapacitado,Discapacitado,Quilacoya,Higueras,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,Los Cóndores,2.0,0.001467351430667645
1,discapacitado,Discapacitado,Quilacoya,UTFSM,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,Lorenzo Arenas,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,Concepción,22.0,0.016140865737344093
1,discapacitado,Discapacitado,Quilacoya,Chiguayante,2.0,0.001467351430667645
1,discapacitado,Discapacitado,Quilacoya,Pedro Medina,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,Quilacoya,Manquimávida,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,La Leonera,3.0,0.0022010271460014674
1,discapacitado,Discapacitado,Quilacoya,Hualqui,4.0,0.00293470286133529
1,discapacitado,Discapacitado,Quilacoya,Quilacoya,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,San Miguel,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,Unihue,2.0,0.001467351430667645
1,discapacitado,Discapacitado,Quilacoya,Valle Chanco,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,Los Acacios,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,Talcamávida,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,Gomero,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,Buenuraqui,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,San Rosendo,0.0,0.0
1,discapacitado,Discapacitado,Quilacoya,Laja,1.0,0.0007336757153338225
1,discapacitado,Discapacitado,San Miguel,Mercado,2.0,0.001467351430667645
1,discapacitado,Discapacitado,San Miguel,El Arenal,0.0,0.0
1,discapacitado,Discapacitado,San Miguel,Higueras,1.0,0.0007336757153338225
