periodo,mes,tipo_pasajero,origen,destino,factor_od
2027-01,1,Adulto Mayor,Juan Pablo II,Los Cóndores,0.00039548424714062067
2027-01,1,Adulto Mayor,Juan Pablo II,Higueras,0.00039054075658596476
2027-01,1,Adulto Mayor,Juan Pablo II,El Arenal,0.00014501716512895312
2027-01,1,Adulto Mayor,Juan Pablo II,Mercado,0.0004185257765875957
2027-01,1,Adulto Mayor,Juan Pablo II,Juan Pablo II,0.00011687415934767162
2027-01,1,Adulto Mayor,Juan Pablo II,Diagonal Biobío,0.0006906100292985742
2027-01,1,Adulto Mayor,Juan Pablo II,Alborada,0.00029798698898801787
2027-01,1,Adulto Mayor,Juan Pablo II,Costa Mar,0.002313431797151045
2027-01,1,Adulto Mayor,Juan Pablo II,El Parque,0.0006758053649066024
2027-01,1,Adulto Mayor,Juan Pablo II,Lomas Coloradas,0.004361053398955482
2027-01,1,Adulto Mayor,Juan Pablo II,C. Raúl Silva H.,0.00293569739421565
2027-01,1,Adulto Mayor,Juan Pablo II,Hito Galvarino,0.0016758380726830968
2027-01,1,Adulto Mayor,Juan Pablo II,Los Canelos,0.005409062462160404
2027-01,1,Adulto Mayor,Juan Pablo II,Huinca,0.002084795085018988
2027-01,1,Adulto Mayor,Juan Pablo II,Cristo Redentor,0.004900676904596752
2027-01,1,Adulto Mayor,Juan Pablo II,Laguna Quiñenco,0.0032874668334046155
2027-01,1,Adulto Mayor,Juan Pablo II,Intermodal Coronel,0.003130607262183213
2027-01,1,Adulto Mayor,Juan Pablo II,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,Juan Pablo II,Concepción Centro,0.0
2027-01,1,Adulto Mayor,Diagonal Biobío,Hualqui,8.752440239856857e-05
2027-01,1,Adulto Mayor,Diagonal Biobío,La Leonera,0.00020959050196227443
2027-01,1,Adulto Mayor,Diagonal Biobío,Manquimávida,4.5590519884073666e-05
2027-01,1,Adulto Mayor,Diagonal Biobío,Pedro Medina,9.360134511032042e-05
2027-01,1,Adulto Mayor,Diagonal Biobío,Chiguayante,0.00011825187966576626
2027-01,1,Adulto Mayor,Diagonal Biobío,Concepción,0.0033022587108337254
2027-01,1,Adulto Mayor,Diagonal Biobío,Lorenzo Arenas,3.7545316028843835e-05
2027-01,1,Adulto Mayor,Diagonal Biobío,UTFSM,7.518947262109989e-05
2027-01,1,Adulto Mayor,Diagonal Biobío,Los Cóndores,0.00013908208758840054
2027-01,1,Adulto Mayor,Diagonal Biobío,Higueras,9.032240144028745e-05
2027-01,1,Adulto Mayor,Diagonal Biobío,El Arenal,0.00010364296727807607
2027-01,1,Adulto Mayor,Diagonal Biobío,Mercado,0.00021172363312237566
2027-01,1,Adulto Mayor,Diagonal Biobío,Juan Pablo II,0.0008393588862886908
2027-01,1,Adulto Mayor,Diagonal Biobío,Diagonal Biobío,0.0001694445378801085
2027-01,1,Adulto Mayor,Diagonal Biobío,Alborada,0.0006416164593026055
2027-01,1,Adulto Mayor,Diagonal Biobío,Costa Mar,0.0017288402479986372
2027-01,1,Adulto Mayor,Diagonal Biobío,El Parque,0.0006368471743479577
2027-01,1,Adulto Mayor,Diagonal Biobío,Lomas Coloradas,0.0022732576057201484
2027-01,1,Adulto Mayor,Diagonal Biobío,C. Raúl Silva H.,0.001505750704378634
2027-01,1,Adulto Mayor,Diagonal Biobío,Hito Galvarino,0.0010493920470312549
2027-01,1,Adulto Mayor,Diagonal Biobío,Los Canelos,0.002772207973302521
2027-01,1,Adulto Mayor,Diagonal Biobío,Huinca,0.0019076858396325288
2027-01,1,Adulto Mayor,Diagonal Biobío,Cristo Redentor,0.0024623070807057077
2027-01,1,Adulto Mayor,Diagonal Biobío,Laguna Quiñenco,0.003348553792465031
2027-01,1,Adulto Mayor,Diagonal Biobío,Intermodal Coronel,0.002871247299508426
2027-01,1,Adulto Mayor,Diagonal Biobío,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,Diagonal Biobío,Concepción Centro,0.0
2027-01,1,Adulto Mayor,Alborada,Hualqui,3.100677075591063e-05
2027-01,1,Adulto Mayor,Alborada,La Leonera,7.900571541004854e-05
2027-01,1,Adulto Mayor,Alborada,Manquimávida,5.4593594578542384e-05
2027-01,1,Adulto Mayor,Alborada,Pedro Medina,1.6157341883735773e-05
2027-01,1,Adulto Mayor,Alborada,Chiguayante,7.826329065811047e-05
2027-01,1,Adulto Mayor,Alborada,Concepción,0.0016011980212458964
2027-01,1,Adulto Mayor,Alborada,Lorenzo Arenas,0.00010539029292175588
2027-01,1,Adulto Mayor,Alborada,UTFSM,5.744311747333332e-06
2027-01,1,Adulto Mayor,Alborada,Los Cóndores,0.00014510178522935646
2027-01,1,Adulto Mayor,Alborada,Higueras,0.00012178609196759286
2027-01,1,Adulto Mayor,Alborada,El Arenal,1.3787678880580985e-05
2027-01,1,Adulto Mayor,Alborada,Mercado,0.00012853748482862906
2027-01,1,Adulto Mayor,Alborada,Juan Pablo II,0.00034337368445127296
2027-01,1,Adulto Mayor,Alborada,Diagonal Biobío,0.0007104765120101978
2027-01,1,Adulto Mayor,Alborada,Alborada,4.1231559866801295e-05
2027-01,1,Adulto Mayor,Alborada,Costa Mar,0.0001411505176188411
2027-01,1,Adulto Mayor,Alborada,El Parque,4.6233764020485044e-05
2027-01,1,Adulto Mayor,Alborada,Lomas Coloradas,0.00040820502305597865
2027-01,1,Adulto Mayor,Alborada,C. Raúl Silva H.,0.00042958225632145036
2027-01,1,Adulto Mayor,Alborada,Hito Galvarino,0.00012462813995395267
2027-01,1,Adulto Mayor,Alborada,Los Canelos,0.000670631314518935
2027-01,1,Adulto Mayor,Alborada,Huinca,0.0005055529858102728
2027-01,1,Adulto Mayor,Alborada,Cristo Redentor,0.0008453328932376945
2027-01,1,Adulto Mayor,Alborada,Laguna Quiñenco,0.0005444279412175424
2027-01,1,Adulto Mayor,Alborada,Intermodal Coronel,0.0007702371170224166
2027-01,1,Adulto Mayor,Alborada,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,Alborada,Concepción Centro,0.0
2027-01,1,Adulto Mayor,Costa Mar,Hualqui,9.997287649561602e-05
2027-01,1,Adulto Mayor,Costa Mar,La Leonera,0.00016468580149814666
2027-01,1,Adulto Mayor,Costa Mar,Manquimávida,5.732590722596617e-05
2027-01,1,Adulto Mayor,Costa Mar,Pedro Medina,0.00026753722591062824
2027-01,1,Adulto Mayor,Costa Mar,Chiguayante,0.00026764668770849976
2027-01,1,Adulto Mayor,Costa Mar,Concepción,0.010307676822357753
2027-01,1,Adulto Mayor,Costa Mar,Lorenzo Arenas,0.0003560972311655321
2027-01,1,Adulto Mayor,Costa Mar,UTFSM,0.00024783104020423014
2027-01,1,Adulto Mayor,Costa Mar,Los Cóndores,0.0007343437201734967
2027-01,1,Adulto Mayor,Costa Mar,Higueras,0.0003099368109729157
2027-01,1,Adulto Mayor,Costa Mar,El Arenal,0.0002880996322160735
2027-01,1,Adulto Mayor,Costa Mar,Mercado,0.0004834242316654886
2027-01,1,Adulto Mayor,Costa Mar,Juan Pablo II,0.003321184888182283
2027-01,1,Adulto Mayor,Costa Mar,Diagonal Biobío,0.001727083275638546
2027-01,1,Adulto Mayor,Costa Mar,Alborada,5.761896597685419e-05
2027-01,1,Adulto Mayor,Costa Mar,Costa Mar,0.00012062999607405095
2027-01,1,Adulto Mayor,Costa Mar,El Parque,0.00045027696971263126
2027-01,1,Adulto Mayor,Costa Mar,Lomas Coloradas,0.0023279237379336933
2027-01,1,Adulto Mayor,Costa Mar,C. Raúl Silva H.,0.0009531633670722164
2027-01,1,Adulto Mayor,Costa Mar,Hito Galvarino,0.0007463538203680848
2027-01,1,Adulto Mayor,Costa Mar,Los Canelos,0.001999679630575746
2027-01,1,Adulto Mayor,Costa Mar,Huinca,0.000995904235141008
2027-01,1,Adulto Mayor,Costa Mar,Cristo Redentor,0.001676368092600572
2027-01,1,Adulto Mayor,Costa Mar,Laguna Quiñenco,0.0022709315841055373
2027-01,1,Adulto Mayor,Costa Mar,Intermodal Coronel,0.0038266149940509786
2027-01,1,Adulto Mayor,Costa Mar,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,Costa Mar,Concepción Centro,0.0
2027-01,1,Adulto Mayor,El Parque,Hualqui,0.00027102512935675663
2027-01,1,Adulto Mayor,El Parque,La Leonera,0.0002974081549898446
2027-01,1,Adulto Mayor,El Parque,Manquimávida,3.634559901524964e-05
2027-01,1,Adulto Mayor,El Parque,Pedro Medina,3.495536114982894e-05
2027-01,1,Adulto Mayor,El Parque,Chiguayante,9.833870684349505e-05
2027-01,1,Adulto Mayor,El Parque,Concepción,0.004193876724523932
2027-01,1,Adulto Mayor,El Parque,Lorenzo Arenas,0.00012321513485170533
2027-01,1,Adulto Mayor,El Parque,UTFSM,7.355530602436423e-05
2027-01,1,Adulto Mayor,El Parque,Los Cóndores,8.193288432627405e-05
2027-01,1,Adulto Mayor,El Parque,Higueras,0.00017725736099602455
2027-01,1,Adulto Mayor,El Parque,El Arenal,9.199714466684008e-05
2027-01,1,Adulto Mayor,El Parque,Mercado,0.00016070944044871532
2027-01,1,Adulto Mayor,El Parque,Juan Pablo II,0.0008046593638370047
2027-01,1,Adulto Mayor,El Parque,Diagonal Biobío,0.0009125813396700015
2027-01,1,Adulto Mayor,El Parque,Alborada,7.374368258591745e-05
2027-01,1,Adulto Mayor,El Parque,Costa Mar,0.00039000487720091385
2027-01,1,Adulto Mayor,El Parque,El Parque,8.405486581311465e-05
2027-01,1,Adulto Mayor,El Parque,Lomas Coloradas,0.0014832004441681884
2027-01,1,Adulto Mayor,El Parque,C. Raúl Silva H.,0.00046308824342646297
2027-01,1,Adulto Mayor,El Parque,Hito Galvarino,0.0003836519490412757
2027-01,1,Adulto Mayor,El Parque,Los Canelos,0.0023334019774784542
2027-01,1,Adulto Mayor,El Parque,Huinca,0.0017938419174658405
2027-01,1,Adulto Mayor,El Parque,Cristo Redentor,0.002465119706988786
2027-01,1,Adulto Mayor,El Parque,Laguna Quiñenco,0.002461150140555071
2027-01,1,Adulto Mayor,El Parque,Intermodal Coronel,0.0023595310835961697
2027-01,1,Adulto Mayor,El Parque,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,El Parque,Concepción Centro,0.0
2027-01,1,Adulto Mayor,Lomas Coloradas,Hualqui,0.0004098589403085225
2027-01,1,Adulto Mayor,Lomas Coloradas,La Leonera,0.0002645085056248219
2027-01,1,Adulto Mayor,Lomas Coloradas,Manquimávida,0.00013455150928287852
2027-01,1,Adulto Mayor,Lomas Coloradas,Pedro Medina,8.558739837609262e-05
2027-01,1,Adulto Mayor,Lomas Coloradas,Chiguayante,0.0005759186950266768
2027-01,1,Adulto Mayor,Lomas Coloradas,Concepción,0.02011000840981533
2027-01,1,Adulto Mayor,Lomas Coloradas,Lorenzo Arenas,7.752227451855271e-05
2027-01,1,Adulto Mayor,Lomas Coloradas,UTFSM,0.0001929096138273819
2027-01,1,Adulto Mayor,Lomas Coloradas,Los Cóndores,0.0006530751377689573
2027-01,1,Adulto Mayor,Lomas Coloradas,Higueras,0.00040067139469481726
2027-01,1,Adulto Mayor,Lomas Coloradas,El Arenal,0.00015033371138765684
2027-01,1,Adulto Mayor,Lomas Coloradas,Mercado,0.0003426629820299209
2027-01,1,Adulto Mayor,Lomas Coloradas,Juan Pablo II,0.0052887026860701505
2027-01,1,Adulto Mayor,Lomas Coloradas,Diagonal Biobío,0.0019941315222412525
2027-01,1,Adulto Mayor,Lomas Coloradas,Alborada,0.000269596487278216
2027-01,1,Adulto Mayor,Lomas Coloradas,Costa Mar,0.0021754880395946524
2027-01,1,Adulto Mayor,Lomas Coloradas,El Parque,0.0012673922164194555
2027-01,1,Adulto Mayor,Lomas Coloradas,Lomas Coloradas,0.00020919817506121982
2027-01,1,Adulto Mayor,Lomas Coloradas,C. Raúl Silva H.,0.003008807613729483
2027-01,1,Adulto Mayor,Lomas Coloradas,Hito Galvarino,0.0007388069689843547
2027-01,1,Adulto Mayor,Lomas Coloradas,Los Canelos,0.005381205233139398
2027-01,1,Adulto Mayor,Lomas Coloradas,Huinca,0.002935596048336683
2027-01,1,Adulto Mayor,Lomas Coloradas,Cristo Redentor,0.003325559861662833
2027-01,1,Adulto Mayor,Lomas Coloradas,Laguna Quiñenco,0.003519301611187494
2027-01,1,Adulto Mayor,Lomas Coloradas,Intermodal Coronel,0.004307537618990536
2027-01,1,Adulto Mayor,Lomas Coloradas,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,Lomas Coloradas,Concepción Centro,0.0
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Hualqui,0.0001624904682156544
2027-01,1,Adulto Mayor,C. Raúl Silva H.,La Leonera,0.00015885002757156372
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Manquimávida,0.00014453633449169399
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Pedro Medina,0.0003159646898062226
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Chiguayante,0.0001282802709906747
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Concepción,0.015362547887179152
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Lorenzo Arenas,0.00016947971575059597
2027-01,1,Adulto Mayor,C. Raúl Silva H.,UTFSM,0.00037891740961781665
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Los Cóndores,0.0001837681424395257
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Higueras,0.00024286071555947906
2027-01,1,Adulto Mayor,C. Raúl Silva H.,El Arenal,0.0001794827623423842
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Mercado,0.0003208959231576117
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Juan Pablo II,0.004247033342986178
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Diagonal Biobío,0.001705173775792835
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Alborada,0.00035799945173215435
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Costa Mar,0.0005124833394035921
2027-01,1,Adulto Mayor,C. Raúl Silva H.,El Parque,0.0004732602136478294
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Lomas Coloradas,0.003047472302108498
2027-01,1,Adulto Mayor,C. Raúl Silva H.,C. Raúl Silva H.,0.00022142225271581896
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Hito Galvarino,0.0003365814446699211
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Los Canelos,0.0023328180854776215
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Huinca,0.001528209658514214
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Cristo Redentor,0.0024579287611906793
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Laguna Quiñenco,0.001963787701695999
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Intermodal Coronel,0.003262405350277477
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,C. Raúl Silva H.,Concepción Centro,0.0
2027-01,1,Adulto Mayor,Hito Galvarino,Hualqui,5.4960857900343215e-05
2027-01,1,Adulto Mayor,Hito Galvarino,La Leonera,3.4560622648923226e-05
2027-01,1,Adulto Mayor,Hito Galvarino,Manquimávida,0.00012474732061143243
2027-01,1,Adulto Mayor,Hito Galvarino,Pedro Medina,1.8597034721650836e-05
2027-01,1,Adulto Mayor,Hito Galvarino,Chiguayante,7.863548345057602e-05
2027-01,1,Adulto Mayor,Hito Galvarino,Concepción,0.010656267248672534
2027-01,1,Adulto Mayor,Hito Galvarino,Lorenzo Arenas,0.00015454832161696972
2027-01,1,Adulto Mayor,Hito Galvarino,UTFSM,7.992233670748908e-05
2027-01,1,Adulto Mayor,Hito Galvarino,Los Cóndores,0.00032244555227112356
2027-01,1,Adulto Mayor,Hito Galvarino,Higueras,6.430615866529529e-05
2027-01,1,Adulto Mayor,Hito Galvarino,El Arenal,0.0004511024155778818
2027-01,1,Adulto Mayor,Hito Galvarino,Mercado,0.0001902888663707987
2027-01,1,Adulto Mayor,Hito Galvarino,Juan Pablo II,0.0019782758233324203
2027-01,1,Adulto Mayor,Hito Galvarino,Diagonal Biobío,0.001018904711640686
2027-01,1,Adulto Mayor,Hito Galvarino,Alborada,0.00010233148601956943
2027-01,1,Adulto Mayor,Hito Galvarino,Costa Mar,0.0005727037668079179
2027-01,1,Adulto Mayor,Hito Galvarino,El Parque,0.0004152090967396933
2027-01,1,Adulto Mayor,Hito Galvarino,Lomas Coloradas,0.0006251280216494666
2027-01,1,Adulto Mayor,Hito Galvarino,C. Raúl Silva H.,0.00026823198652428063
2027-01,1,Adulto Mayor,Hito Galvarino,Hito Galvarino,7.337670917939186e-05
2027-01,1,Adulto Mayor,Hito Galvarino,Los Canelos,0.001308564731991717
2027-01,1,Adulto Mayor,Hito Galvarino,Huinca,0.0013567550180496215
2027-01,1,Adulto Mayor,Hito Galvarino,Cristo Redentor,0.0013655384414768452
2027-01,1,Adulto Mayor,Hito Galvarino,Laguna Quiñenco,0.001730876299405088
2027-01,1,Adulto Mayor,Hito Galvarino,Intermodal Coronel,0.0012241923273099264
2027-01,1,Adulto Mayor,Hito Galvarino,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,Hito Galvarino,Concepción Centro,0.0
2027-01,1,Adulto Mayor,Los Canelos,Hualqui,0.0003740353983492707
2027-01,1,Adulto Mayor,Los Canelos,La Leonera,0.0001741908853818798
2027-01,1,Adulto Mayor,Los Canelos,Manquimávida,0.00013387723435424125
2027-01,1,Adulto Mayor,Los Canelos,Pedro Medina,9.933552893086948e-05
2027-01,1,Adulto Mayor,Los Canelos,Chiguayante,0.0003937206011379997
2027-01,1,Adulto Mayor,Los Canelos,Concepción,0.041031369770241084
2027-01,1,Adulto Mayor,Los Canelos,Lorenzo Arenas,0.0003201637894757521
2027-01,1,Adulto Mayor,Los Canelos,UTFSM,0.000378634043308305
2027-01,1,Adulto Mayor,Los Canelos,Los Cóndores,0.0007592135539014407
2027-01,1,Adulto Mayor,Los Canelos,Higueras,0.0005971995240387373
2027-01,1,Adulto Mayor,Los Canelos,El Arenal,0.0002887827987372213
2027-01,1,Adulto Mayor,Los Canelos,Mercado,0.0011691147974001901
2027-01,1,Adulto Mayor,Los Canelos,Juan Pablo II,0.008451895767255165
2027-01,1,Adulto Mayor,Los Canelos,Diagonal Biobío,0.0029469524828004637
2027-01,1,Adulto Mayor,Los Canelos,Alborada,0.0006141040026083589
2027-01,1,Adulto Mayor,Los Canelos,Costa Mar,0.0018440081804962562
2027-01,1,Adulto Mayor,Los Canelos,El Parque,0.002275991624964842
2027-01,1,Adulto Mayor,Los Canelos,Lomas Coloradas,0.005052759606939858
2027-01,1,Adulto Mayor,Los Canelos,C. Raúl Silva H.,0.002203597840724487
2027-01,1,Adulto Mayor,Los Canelos,Hito Galvarino,0.002038719907077908
2027-01,1,Adulto Mayor,Los Canelos,Los Canelos,0.0007035156037819748
2027-01,1,Adulto Mayor,Los Canelos,Huinca,0.0018220274272030918
2027-01,1,Adulto Mayor,Los Canelos,Cristo Redentor,0.0038064296608424876
2027-01,1,Adulto Mayor,Los Canelos,Laguna Quiñenco,0.005886743920317726
2027-01,1,Adulto Mayor,Los Canelos,Intermodal Coronel,0.008401995583699457
2027-01,1,Adulto Mayor,Los Canelos,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,Los Canelos,Concepción Centro,0.0
2027-01,1,Adulto Mayor,Huinca,Hualqui,0.00013698945657582864
2027-01,1,Adulto Mayor,Huinca,La Leonera,0.000667070148705055
2027-01,1,Adulto Mayor,Huinca,Manquimávida,8.482427454029036e-05
2027-01,1,Adulto Mayor,Huinca,Pedro Medina,0.000209212079931323
2027-01,1,Adulto Mayor,Huinca,Chiguayante,0.00012461918055008795
2027-01,1,Adulto Mayor,Huinca,Concepción,0.024468168006225366
2027-01,1,Adulto Mayor,Huinca,Lorenzo Arenas,0.00022071843222509424
2027-01,1,Adulto Mayor,Huinca,UTFSM,0.00038571145587524256
2027-01,1,Adulto Mayor,Huinca,Los Cóndores,0.00041997727276433
2027-01,1,Adulto Mayor,Huinca,Higueras,0.0002349138387179223
2027-01,1,Adulto Mayor,Huinca,El Arenal,0.00017699290203979922
2027-01,1,Adulto Mayor,Huinca,Mercado,0.0002911234970665778
2027-01,1,Adulto Mayor,Huinca,Juan Pablo II,0.0036648104133674606
2027-01,1,Adulto Mayor,Huinca,Diagonal Biobío,0.0021981904343796304
2027-01,1,Adulto Mayor,Huinca,Alborada,0.0005047911280283649
2027-01,1,Adulto Mayor,Huinca,Costa Mar,0.0009339735125774443
2027-01,1,Adulto Mayor,Huinca,El Parque,0.0020695590347119272
2027-01,1,Adulto Mayor,Huinca,Lomas Coloradas,0.0031895796288865905
2027-01,1,Adulto Mayor,Huinca,C. Raúl Silva H.,0.001576356192059933
2027-01,1,Adulto Mayor,Huinca,Hito Galvarino,0.0015016022667632416
2027-01,1,Adulto Mayor,Huinca,Los Canelos,0.001955492142884858
2027-01,1,Adulto Mayor,Huinca,Huinca,0.0004625705261115405
2027-01,1,Adulto Mayor,Huinca,Cristo Redentor,0.002100618923674857
2027-01,1,Adulto Mayor,Huinca,Laguna Quiñenco,0.003430454773490672
2027-01,1,Adulto Mayor,Huinca,Intermodal Coronel,0.00591338682353063
2027-01,1,Adulto Mayor,Huinca,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,Huinca,Concepción Centro,0.0
2027-01,1,Adulto Mayor,Cristo Redentor,Hualqui,0.0002614294868700237
2027-01,1,Adulto Mayor,Cristo Redentor,La Leonera,0.0003132425215863878
2027-01,1,Adulto Mayor,Cristo Redentor,Manquimávida,0.0001122606708665497
2027-01,1,Adulto Mayor,Cristo Redentor,Pedro Medina,6.425285924590595e-05
2027-01,1,Adulto Mayor,Cristo Redentor,Chiguayante,0.00027779641308482705
2027-01,1,Adulto Mayor,Cristo Redentor,Concepción,0.034088719429144786
2027-01,1,Adulto Mayor,Cristo Redentor,Lorenzo Arenas,0.0007321462033305734
2027-01,1,Adulto Mayor,Cristo Redentor,UTFSM,0.0004952473796981606
2027-01,1,Adulto Mayor,Cristo Redentor,Los Cóndores,0.0004218015551777689
2027-01,1,Adulto Mayor,Cristo Redentor,Higueras,0.0006784725279737892
2027-01,1,Adulto Mayor,Cristo Redentor,El Arenal,0.0006210237376442471
2027-01,1,Adulto Mayor,Cristo Redentor,Mercado,0.000673141914557323
2027-01,1,Adulto Mayor,Cristo Redentor,Juan Pablo II,0.00724965833316123
2027-01,1,Adulto Mayor,Cristo Redentor,Diagonal Biobío,0.0025883299559607185
2027-01,1,Adulto Mayor,Cristo Redentor,Alborada,0.000885505523972276
2027-01,1,Adulto Mayor,Cristo Redentor,Costa Mar,0.0016909058152740847
2027-01,1,Adulto Mayor,Cristo Redentor,El Parque,0.002647765550408305
2027-01,1,Adulto Mayor,Cristo Redentor,Lomas Coloradas,0.003619422200956277
2027-01,1,Adulto Mayor,Cristo Redentor,C. Raúl Silva H.,0.0026516430072030476
2027-01,1,Adulto Mayor,Cristo Redentor,Hito Galvarino,0.002024435309576917
2027-01,1,Adulto Mayor,Cristo Redentor,Los Canelos,0.004383812075125527
2027-01,1,Adulto Mayor,Cristo Redentor,Huinca,0.0021590440876602893
2027-01,1,Adulto Mayor,Cristo Redentor,Cristo Redentor,0.0007566782793138738
2027-01,1,Adulto Mayor,Cristo Redentor,Laguna Quiñenco,0.004593831708757327
2027-01,1,Adulto Mayor,Cristo Redentor,Intermodal Coronel,0.007360371415428611
2027-01,1,Adulto Mayor,Cristo Redentor,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,Cristo Redentor,Concepción Centro,0.0
2027-01,1,Adulto Mayor,Laguna Quiñenco,Hualqui,0.00014695440862749222
2027-01,1,Adulto Mayor,Laguna Quiñenco,La Leonera,0.0004257890188101765
2027-01,1,Adulto Mayor,Laguna Quiñenco,Manquimávida,0.000173439627612305
2027-01,1,Adulto Mayor,Laguna Quiñenco,Pedro Medina,8.309256721061838e-05
2027-01,1,Adulto Mayor,Laguna Quiñenco,Chiguayante,0.0003305861828386375
2027-01,1,Adulto Mayor,Laguna Quiñenco,Concepción,0.026067361219829006
2027-01,1,Adulto Mayor,Laguna Quiñenco,Lorenzo Arenas,0.0005404414395746086
2027-01,1,Adulto Mayor,Laguna Quiñenco,UTFSM,0.00030338932376920306
2027-01,1,Adulto Mayor,Laguna Quiñenco,Los Cóndores,0.00024718173003398716
2027-01,1,Adulto Mayor,Laguna Quiñenco,Higueras,0.0006941604084208828
2027-01,1,Adulto Mayor,Laguna Quiñenco,El Arenal,0.00040135920268446617
2027-01,1,Adulto Mayor,Laguna Quiñenco,Mercado,0.00038040652010026593
2027-01,1,Adulto Mayor,Laguna Quiñenco,Juan Pablo II,0.004171465538143781
2027-01,1,Adulto Mayor,Laguna Quiñenco,Diagonal Biobío,0.0036590619799457815
2027-01,1,Adulto Mayor,Laguna Quiñenco,Alborada,0.0004766656190350858
2027-01,1,Adulto Mayor,Laguna Quiñenco,Costa Mar,0.0021749969210048967
2027-01,1,Adulto Mayor,Laguna Quiñenco,El Parque,0.0024020678147305525
2027-01,1,Adulto Mayor,Laguna Quiñenco,Lomas Coloradas,0.003498304667206697
2027-01,1,Adulto Mayor,Laguna Quiñenco,C. Raúl Silva H.,0.0020763985939252242
2027-01,1,Adulto Mayor,Laguna Quiñenco,Hito Galvarino,0.003198107755715364
2027-01,1,Adulto Mayor,Laguna Quiñenco,Los Canelos,0.006871594244794831
2027-01,1,Adulto Mayor,Laguna Quiñenco,Huinca,0.003652642616329358
2027-01,1,Adulto Mayor,Laguna Quiñenco,Cristo Redentor,0.00514956585097911
2027-01,1,Adulto Mayor,Laguna Quiñenco,Laguna Quiñenco,0.0005263670039561365
2027-01,1,Adulto Mayor,Laguna Quiñenco,Intermodal Coronel,0.0031260567764271885
2027-01,1,Adulto Mayor,Laguna Quiñenco,Pasajero Lota,0.0
2027-01,1,Adulto Mayor,Laguna Quiñenco,Concepción Centro,0.0
2027-01,1,Adulto Mayor,Intermodal Coronel,Hualqui,0.0002827800171712627
2027-01,1,Adulto Mayor,Intermodal Coronel,La Leonera,0.00042763647083708466
2027-01,1,Adulto Mayor,Intermodal Coronel,Manquimávida,0.00034921123747955164
2027-01,1,Adulto Mayor,Intermodal Coronel,Pedro Medina,0.00029174677031263546
2027-01,1,Adulto Mayor,Intermodal Coronel,Chiguayante,0.0005185926137281286
2027-01,1,Adulto Mayor,Intermodal Coronel,Concepción,0.03954241452994575
2027-01,1,Adulto Mayor,Intermodal Coronel,Lorenzo Arenas,0.0002871727306392737
2027-01,1,Adulto Mayor,Intermodal Coronel,UTFSM,0.0002235609694462647
2027-01,1,Adulto Mayor,Intermodal Coronel,Los Cóndores,0.0008433620477041312
2027-01,1,Adulto Mayor,Intermodal Coronel,Higueras,0.0009887836785798484
2027-01,1,Adulto Mayor,Intermodal Coronel,El Arenal,0.0004924636718700887
2027-01,1,Adulto Mayor,Intermodal Coronel,Mercado,0.0008392680230581345
2027-01,1,Adulto Mayor,Intermodal Coronel,Juan Pablo II,0.006437211870279687
2027-01,1,Adulto Mayor,Intermodal Coronel,Diagonal Biobío,0.0027723871271744197
2027-01,1,Adulto Mayor,Intermodal Coronel,Alborada,0.0005998997632821648
2027-01,1,Adulto Mayor,Intermodal Coronel,Costa Mar,0.0031714946565904022
2027-01,1,Adulto Mayor,Intermodal Coronel,El Parque,0.002240577005443975
2027-01,1,Adulto Mayor,Intermodal Coronel,Lomas Coloradas,0.00346534495269483
2027-01,1,Adulto Mayor,Intermodal Coronel,C. Raúl Silva H.,0.002917099863381678
2027-01,1,Adulto Mayor,Intermodal Coronel,Hito Galvarino,0.0016438715799671736
2027-01,1,Adulto Mayor,Intermodal Coronel,Los Canelos,0.007887005181181767
