periodo,mes,tipo_pasajero,origen,destino,ingresos_proyectados
2027-08,8,Estudiante,UTFSM,Hito Galvarino,32004.103469515
2027-08,8,Estudiante,UTFSM,Los Canelos,67154.25456905848
2027-08,8,Estudiante,UTFSM,Huinca,42316.626431976816
2027-08,8,Estudiante,UTFSM,Cristo Redentor,90541.4498347248
2027-08,8,Estudiante,UTFSM,Laguna Quiñenco,79873.81703126652
2027-08,8,Estudiante,UTFSM,Intermodal Coronel,68258.39046642276
2027-08,8,Estudiante,UTFSM,Pasajero Lota,0.0
2027-08,8,Estudiante,UTFSM,Concepción Centro,0.0
2027-08,8,Estudiante,Los Cóndores,Hualqui,8306.265079653404
2027-08,8,Estudiante,Los Cóndores,La Leonera,3543.322767051491
2027-08,8,Estudiante,Los Cóndores,Manquimávida,6739.925531292919
2027-08,8,Estudiante,Los Cóndores,Pedro Medina,1909.512143185896
2027-08,8,Estudiante,Los Cóndores,Chiguayante,8847.268285921005
2027-08,8,Estudiante,Los Cóndores,Concepción,82409.97119521588
2027-08,8,Estudiante,Los Cóndores,Lorenzo Arenas,8037.6021657411
2027-08,8,Estudiante,Los Cóndores,UTFSM,13826.834241235167
2027-08,8,Estudiante,Los Cóndores,Los Cóndores,2200.8292968437922
2027-08,8,Estudiante,Los Cóndores,Higueras,2989.5199724172867
2027-08,8,Estudiante,Los Cóndores,El Arenal,1796.945000563086
2027-08,8,Estudiante,Los Cóndores,Mercado,3000.7624362695915
2027-08,8,Estudiante,Los Cóndores,Juan Pablo II,4513.415434536015
2027-08,8,Estudiante,Los Cóndores,Diagonal Biobío,4376.490270384092
2027-08,8,Estudiante,Los Cóndores,Alborada,2013.9143102937012
2027-08,8,Estudiante,Los Cóndores,Costa Mar,10256.655140023522
2027-08,8,Estudiante,Los Cóndores,El Parque,4332.813401123269
2027-08,8,Estudiante,Los Cóndores,Lomas Coloradas,17751.5874467694
2027-08,8,Estudiante,Los Cóndores,C. Raúl Silva H.,11357.613780479816
2027-08,8,Estudiante,Los Cóndores,Hito Galvarino,9684.95352742712
2027-08,8,Estudiante,Los Cóndores,Los Canelos,19392.948373730607
2027-08,8,Estudiante,Los Cóndores,Huinca,13201.909413231664
2027-08,8,Estudiante,Los Cóndores,Cristo Redentor,13436.4190577263
2027-08,8,Estudiante,Los Cóndores,Laguna Quiñenco,14813.123531732608
2027-08,8,Estudiante,Los Cóndores,Intermodal Coronel,15069.690758032903
2027-08,8,Estudiante,Los Cóndores,Pasajero Lota,0.0
2027-08,8,Estudiante,Los Cóndores,Concepción Centro,0.0
2027-08,8,Estudiante,Higueras,Hualqui,11180.7496048002
2027-08,8,Estudiante,Higueras,La Leonera,10212.175914819041
2027-08,8,Estudiante,Higueras,Manquimávida,7579.219654940208
2027-08,8,Estudiante,Higueras,Pedro Medina,7632.499824898341
2027-08,8,Estudiante,Higueras,Chiguayante,14252.535225540347
2027-08,8,Estudiante,Higueras,Concepción,75523.78805986526
2027-08,8,Estudiante,Higueras,Lorenzo Arenas,6854.417965734653
2027-08,8,Estudiante,Higueras,UTFSM,10957.852889316882
2027-08,8,Estudiante,Higueras,Los Cóndores,942.8205776119577
2027-08,8,Estudiante,Higueras,Higueras,728.0000590126664
2027-08,8,Estudiante,Higueras,El Arenal,847.2291030144964
2027-08,8,Estudiante,Higueras,Mercado,3271.5424061147132
2027-08,8,Estudiante,Higueras,Juan Pablo II,6594.824094037849
2027-08,8,Estudiante,Higueras,Diagonal Biobío,4813.861745828834
2027-08,8,Estudiante,Higueras,Alborada,3591.4194586651824
2027-08,8,Estudiante,Higueras,Costa Mar,10118.226809749658
2027-08,8,Estudiante,Higueras,El Parque,1388.4873083910145
2027-08,8,Estudiante,Higueras,Lomas Coloradas,19600.30296685357
2027-08,8,Estudiante,Higueras,C. Raúl Silva H.,11571.23949533824
2027-08,8,Estudiante,Higueras,Hito Galvarino,4686.443786576862
2027-08,8,Estudiante,Higueras,Los Canelos,23655.777473170645
2027-08,8,Estudiante,Higueras,Huinca,10844.63872210718
2027-08,8,Estudiante,Higueras,Cristo Redentor,32372.44231036148
2027-08,8,Estudiante,Higueras,Laguna Quiñenco,23206.921116060956
2027-08,8,Estudiante,Higueras,Intermodal Coronel,23955.95374921171
2027-08,8,Estudiante,Higueras,Pasajero Lota,0.0
2027-08,8,Estudiante,Higueras,Concepción Centro,0.0
2027-08,8,Estudiante,El Arenal,Hualqui,5164.638347459219
2027-08,8,Estudiante,El Arenal,La Leonera,3143.62069401152
2027-08,8,Estudiante,El Arenal,Manquimávida,1713.1530217736808
2027-08,8,Estudiante,El Arenal,Pedro Medina,3038.749696212006
2027-08,8,Estudiante,El Arenal,Chiguayante,3526.136451989753
2027-08,8,Estudiante,El Arenal,Concepción,53846.91350501541
2027-08,8,Estudiante,El Arenal,Lorenzo Arenas,5437.466478940176
2027-08,8,Estudiante,El Arenal,UTFSM,14270.586503982744
2027-08,8,Estudiante,El Arenal,Los Cóndores,2321.25849319756
2027-08,8,Estudiante,El Arenal,Higueras,630.3880086343092
2027-08,8,Estudiante,El Arenal,El Arenal,566.59416561839
2027-08,8,Estudiante,El Arenal,Mercado,192.33783756285743
2027-08,8,Estudiante,El Arenal,Juan Pablo II,2198.7618326487923
2027-08,8,Estudiante,El Arenal,Diagonal Biobío,5116.438532050969
2027-08,8,Estudiante,El Arenal,Alborada,544.1216172530061
2027-08,8,Estudiante,El Arenal,Costa Mar,2599.9407315072413
2027-08,8,Estudiante,El Arenal,El Parque,2126.910460440026
2027-08,8,Estudiante,El Arenal,Lomas Coloradas,4750.993008577158
2027-08,8,Estudiante,El Arenal,C. Raúl Silva H.,4643.648241612509
2027-08,8,Estudiante,El Arenal,Hito Galvarino,6927.215330961762
2027-08,8,Estudiante,El Arenal,Los Canelos,4957.050636998576
2027-08,8,Estudiante,El Arenal,Huinca,2197.435668711134
2027-08,8,Estudiante,El Arenal,Cristo Redentor,4487.039725862262
2027-08,8,Estudiante,El Arenal,Laguna Quiñenco,6195.230861886692
2027-08,8,Estudiante,El Arenal,Intermodal Coronel,5872.078117064881
2027-08,8,Estudiante,El Arenal,Pasajero Lota,0.0
2027-08,8,Estudiante,El Arenal,Concepción Centro,0.0
2027-08,8,Estudiante,Mercado,Hualqui,10556.078668199327
2027-08,8,Estudiante,Mercado,La Leonera,7547.146500927025
2027-08,8,Estudiante,Mercado,Manquimávida,5488.700030066945
2027-08,8,Estudiante,Mercado,Pedro Medina,2191.728996918294
2027-08,8,Estudiante,Mercado,Chiguayante,5675.748299384596
2027-08,8,Estudiante,Mercado,Concepción,58234.94854746624
2027-08,8,Estudiante,Mercado,Lorenzo Arenas,6428.219481289427
2027-08,8,Estudiante,Mercado,UTFSM,14989.472135328167
2027-08,8,Estudiante,Mercado,Los Cóndores,2772.5808172598445
2027-08,8,Estudiante,Mercado,Higueras,4158.568980133129
2027-08,8,Estudiante,Mercado,El Arenal,470.106891595173
2027-08,8,Estudiante,Mercado,Mercado,626.9284115020644
2027-08,8,Estudiante,Mercado,Juan Pablo II,2169.8479699482627
2027-08,8,Estudiante,Mercado,Diagonal Biobío,2092.623938236321
2027-08,8,Estudiante,Mercado,Alborada,1288.624743304525
2027-08,8,Estudiante,Mercado,Costa Mar,8759.968984628995
2027-08,8,Estudiante,Mercado,El Parque,848.5830358316276
2027-08,8,Estudiante,Mercado,Lomas Coloradas,10058.782318867523
2027-08,8,Estudiante,Mercado,C. Raúl Silva H.,4714.741340994877
2027-08,8,Estudiante,Mercado,Hito Galvarino,5203.9556744630345
2027-08,8,Estudiante,Mercado,Los Canelos,9217.396342649825
2027-08,8,Estudiante,Mercado,Huinca,6178.307869382229
2027-08,8,Estudiante,Mercado,Cristo Redentor,11367.784544025562
2027-08,8,Estudiante,Mercado,Laguna Quiñenco,8195.16088933416
2027-08,8,Estudiante,Mercado,Intermodal Coronel,7715.907068777736
2027-08,8,Estudiante,Mercado,Pasajero Lota,0.0
2027-08,8,Estudiante,Mercado,Concepción Centro,0.0
2027-08,8,Estudiante,Juan Pablo II,Hualqui,3512.438625445778
2027-08,8,Estudiante,Juan Pablo II,La Leonera,4794.591704106037
2027-08,8,Estudiante,Juan Pablo II,Manquimávida,4897.022074999179
2027-08,8,Estudiante,Juan Pablo II,Pedro Medina,3899.032335254582
2027-08,8,Estudiante,Juan Pablo II,Chiguayante,4459.303266562579
2027-08,8,Estudiante,Juan Pablo II,Concepción,126593.28616190575
2027-08,8,Estudiante,Juan Pablo II,Lorenzo Arenas,1658.4667604687563
2027-08,8,Estudiante,Juan Pablo II,UTFSM,6930.950265511125
2027-08,8,Estudiante,Juan Pablo II,Los Cóndores,3307.7331155173893
2027-08,8,Estudiante,Juan Pablo II,Higueras,5778.030769814192
2027-08,8,Estudiante,Juan Pablo II,El Arenal,888.806092146502
2027-08,8,Estudiante,Juan Pablo II,Mercado,3783.9839146246227
2027-08,8,Estudiante,Juan Pablo II,Juan Pablo II,6616.734359537204
2027-08,8,Estudiante,Juan Pablo II,Diagonal Biobío,14240.50975581968
2027-08,8,Estudiante,Juan Pablo II,Alborada,16649.907427329515
2027-08,8,Estudiante,Juan Pablo II,Costa Mar,76146.91260699664
2027-08,8,Estudiante,Juan Pablo II,El Parque,17596.072144004822
2027-08,8,Estudiante,Juan Pablo II,Lomas Coloradas,146584.09735379636
2027-08,8,Estudiante,Juan Pablo II,C. Raúl Silva H.,96075.83681299767
2027-08,8,Estudiante,Juan Pablo II,Hito Galvarino,65948.70298812973
2027-08,8,Estudiante,Juan Pablo II,Los Canelos,120463.557320412
2027-08,8,Estudiante,Juan Pablo II,Huinca,74169.31889850325
2027-08,8,Estudiante,Juan Pablo II,Cristo Redentor,113401.67321084483
2027-08,8,Estudiante,Juan Pablo II,Laguna Quiñenco,88834.87728636444
2027-08,8,Estudiante,Juan Pablo II,Intermodal Coronel,106481.04697731977
2027-08,8,Estudiante,Juan Pablo II,Pasajero Lota,0.0
2027-08,8,Estudiante,Juan Pablo II,Concepción Centro,0.0
2027-08,8,Estudiante,Diagonal Biobío,Hualqui,9196.48486989727
2027-08,8,Estudiante,Diagonal Biobío,La Leonera,3175.8299872882294
2027-08,8,Estudiante,Diagonal Biobío,Manquimávida,1753.9964003881096
2027-08,8,Estudiante,Diagonal Biobío,Pedro Medina,1949.9876504025867
2027-08,8,Estudiante,Diagonal Biobío,Chiguayante,2822.0684548863237
2027-08,8,Estudiante,Diagonal Biobío,Concepción,159829.83114498924
2027-08,8,Estudiante,Diagonal Biobío,Lorenzo Arenas,1685.8828430103736
2027-08,8,Estudiante,Diagonal Biobío,UTFSM,21707.73530356779
2027-08,8,Estudiante,Diagonal Biobío,Los Cóndores,3326.1731210406624
2027-08,8,Estudiante,Diagonal Biobío,Higueras,3306.6998425684865
2027-08,8,Estudiante,Diagonal Biobío,El Arenal,2529.2012609180483
2027-08,8,Estudiante,Diagonal Biobío,Mercado,1758.9272665974363
2027-08,8,Estudiante,Diagonal Biobío,Juan Pablo II,10114.57818258504
2027-08,8,Estudiante,Diagonal Biobío,Diagonal Biobío,12275.619666942093
2027-08,8,Estudiante,Diagonal Biobío,Alborada,33161.48525116601
2027-08,8,Estudiante,Diagonal Biobío,Costa Mar,121875.96270949586
2027-08,8,Estudiante,Diagonal Biobío,El Parque,30925.58428780283
2027-08,8,Estudiante,Diagonal Biobío,Lomas Coloradas,171606.85344540753
2027-08,8,Estudiante,Diagonal Biobío,C. Raúl Silva H.,104708.77090038135
2027-08,8,Estudiante,Diagonal Biobío,Hito Galvarino,57398.86301109126
2027-08,8,Estudiante,Diagonal Biobío,Los Canelos,92569.18892032324
2027-08,8,Estudiante,Diagonal Biobío,Huinca,71670.61521738129
2027-08,8,Estudiante,Diagonal Biobío,Cristo Redentor,67549.46212952715
2027-08,8,Estudiante,Diagonal Biobío,Laguna Quiñenco,74753.12770042646
2027-08,8,Estudiante,Diagonal Biobío,Intermodal Coronel,77159.88829726921
2027-08,8,Estudiante,Diagonal Biobío,Pasajero Lota,0.0
2027-08,8,Estudiante,Diagonal Biobío,Concepción Centro,0.0
2027-08,8,Estudiante,Alborada,Hualqui,1194.8643278740478
2027-08,8,Estudiante,Alborada,La Leonera,4809.705440723148
2027-08,8,Estudiante,Alborada,Manquimávida,2471.2139697354105
2027-08,8,Estudiante,Alborada,Pedro Medina,1295.724804934066
2027-08,8,Estudiante,Alborada,Chiguayante,1994.1294851755447
2027-08,8,Estudiante,Alborada,Concepción,122660.01531403861
2027-08,8,Estudiante,Alborada,Lorenzo Arenas,2084.1409028849066
2027-08,8,Estudiante,Alborada,UTFSM,6909.544678717914
2027-08,8,Estudiante,Alborada,Los Cóndores,1614.6925922200678
2027-08,8,Estudiante,Alborada,Higueras,3832.748373815767
2027-08,8,Estudiante,Alborada,El Arenal,930.9429956762873
2027-08,8,Estudiante,Alborada,Mercado,976.0722812908936
2027-08,8,Estudiante,Alborada,Juan Pablo II,26520.152622518573
2027-08,8,Estudiante,Alborada,Diagonal Biobío,40471.34712863989
2027-08,8,Estudiante,Alborada,Alborada,5494.5789446558865
2027-08,8,Estudiante,Alborada,Costa Mar,5605.281037625542
2027-08,8,Estudiante,Alborada,El Parque,6151.130575215366
2027-08,8,Estudiante,Alborada,Lomas Coloradas,23202.653650920045
2027-08,8,Estudiante,Alborada,C. Raúl Silva H.,20606.086207705546
2027-08,8,Estudiante,Alborada,Hito Galvarino,9526.153560044353
2027-08,8,Estudiante,Alborada,Los Canelos,23217.249322491043
2027-08,8,Estudiante,Alborada,Huinca,30426.934887324507
2027-08,8,Estudiante,Alborada,Cristo Redentor,17865.301719843865
2027-08,8,Estudiante,Alborada,Laguna Quiñenco,19746.567531690413
2027-08,8,Estudiante,Alborada,Intermodal Coronel,18948.134066276685
2027-08,8,Estudiante,Alborada,Pasajero Lota,0.0
2027-08,8,Estudiante,Alborada,Concepción Centro,0.0
2027-08,8,Estudiante,Costa Mar,Hualqui,13183.290327974675
2027-08,8,Estudiante,Costa Mar,La Leonera,7777.723368202492
2027-08,8,Estudiante,Costa Mar,Manquimávida,2606.057484177702
2027-08,8,Estudiante,Costa Mar,Pedro Medina,4347.352716016924
2027-08,8,Estudiante,Costa Mar,Chiguayante,12104.686577301996
2027-08,8,Estudiante,Costa Mar,Concepción,816015.8899488065
2027-08,8,Estudiante,Costa Mar,Lorenzo Arenas,11001.420665536865
2027-08,8,Estudiante,Costa Mar,UTFSM,34246.6882025551
2027-08,8,Estudiante,Costa Mar,Los Cóndores,8730.312847658419
2027-08,8,Estudiante,Costa Mar,Higueras,12924.740129275253
2027-08,8,Estudiante,Costa Mar,El Arenal,4094.769725095308
2027-08,8,Estudiante,Costa Mar,Mercado,9329.053736843853
2027-08,8,Estudiante,Costa Mar,Juan Pablo II,108988.76422877496
2027-08,8,Estudiante,Costa Mar,Diagonal Biobío,171321.8240475636
2027-08,8,Estudiante,Costa Mar,Alborada,5115.034961296144
2027-08,8,Estudiante,Costa Mar,Costa Mar,20447.29869290112
2027-08,8,Estudiante,Costa Mar,El Parque,16741.396199457307
2027-08,8,Estudiante,Costa Mar,Lomas Coloradas,132496.90098230625
2027-08,8,Estudiante,Costa Mar,C. Raúl Silva H.,70351.59417501386
2027-08,8,Estudiante,Costa Mar,Hito Galvarino,59398.57948232258
2027-08,8,Estudiante,Costa Mar,Los Canelos,223593.21880152298
2027-08,8,Estudiante,Costa Mar,Huinca,145771.60458216543
2027-08,8,Estudiante,Costa Mar,Cristo Redentor,206563.20173505656
2027-08,8,Estudiante,Costa Mar,Laguna Quiñenco,229293.57629028172
2027-08,8,Estudiante,Costa Mar,Intermodal Coronel,189178.63673842934
2027-08,8,Estudiante,Costa Mar,Pasajero Lota,0.0
2027-08,8,Estudiante,Costa Mar,Concepción Centro,0.0
2027-08,8,Estudiante,El Parque,Hualqui,2746.9827452726895
2027-08,8,Estudiante,El Parque,La Leonera,5428.143118973248
2027-08,8,Estudiante,El Parque,Manquimávida,1572.1454582652802
2027-08,8,Estudiante,El Parque,Pedro Medina,3227.199942702882
2027-08,8,Estudiante,El Parque,Chiguayante,3177.2668692027632
2027-08,8,Estudiante,El Parque,Concepción,267473.8148625854
2027-08,8,Estudiante,El Parque,Lorenzo Arenas,4762.342060276861
2027-08,8,Estudiante,El Parque,UTFSM,7342.5096020774445
2027-08,8,Estudiante,El Parque,Los Cóndores,5933.03542459851
2027-08,8,Estudiante,El Parque,Higueras,6556.437268849012
2027-08,8,Estudiante,El Parque,El Arenal,1524.7026847637906
2027-08,8,Estudiante,El Parque,Mercado,2586.390872372961
2027-08,8,Estudiante,El Parque,Juan Pablo II,31371.491160992035
2027-08,8,Estudiante,El Parque,Diagonal Biobío,58805.842715180115
2027-08,8,Estudiante,El Parque,Alborada,3449.161741313837
2027-08,8,Estudiante,El Parque,Costa Mar,12595.136962430895
2027-08,8,Estudiante,El Parque,El Parque,4518.44169842374
2027-08,8,Estudiante,El Parque,Lomas Coloradas,19350.399591431393
2027-08,8,Estudiante,El Parque,C. Raúl Silva H.,11862.607842870577
2027-08,8,Estudiante,El Parque,Hito Galvarino,11840.209853243148
2027-08,8,Estudiante,El Parque,Los Canelos,34110.370484423656
2027-08,8,Estudiante,El Parque,Huinca,20678.618113578435
2027-08,8,Estudiante,El Parque,Cristo Redentor,33977.131482816665
2027-08,8,Estudiante,El Parque,Laguna Quiñenco,35702.953434439274
2027-08,8,Estudiante,El Parque,Intermodal Coronel,29846.533272056346
2027-08,8,Estudiante,El Parque,Pasajero Lota,0.0
2027-08,8,Estudiante,El Parque,Concepción Centro,0.0
2027-08,8,Estudiante,Lomas Coloradas,Hualqui,9713.027544121584
2027-08,8,Estudiante,Lomas Coloradas,La Leonera,6278.457959958783
2027-08,8,Estudiante,Lomas Coloradas,Manquimávida,7887.218703971179
2027-08,8,Estudiante,Lomas Coloradas,Pedro Medina,4570.6294373300025
2027-08,8,Estudiante,Lomas Coloradas,Chiguayante,8279.867013972993
2027-08,8,Estudiante,Lomas Coloradas,Concepción,1787042.3259256892
2027-08,8,Estudiante,Lomas Coloradas,Lorenzo Arenas,12019.609420263396
2027-08,8,Estudiante,Lomas Coloradas,UTFSM,33642.69010561192
2027-08,8,Estudiante,Lomas Coloradas,Los Cóndores,17821.387283982473
2027-08,8,Estudiante,Lomas Coloradas,Higueras,22921.462234075527
2027-08,8,Estudiante,Lomas Coloradas,El Arenal,5830.7382564481495
2027-08,8,Estudiante,Lomas Coloradas,Mercado,9272.860344349292
2027-08,8,Estudiante,Lomas Coloradas,Juan Pablo II,247562.70599211456
2027-08,8,Estudiante,Lomas Coloradas,Diagonal Biobío,269446.05179739825
2027-08,8,Estudiante,Lomas Coloradas,Alborada,20565.444481937306
2027-08,8,Estudiante,Lomas Coloradas,Costa Mar,108125.2301864677
2027-08,8,Estudiante,Lomas Coloradas,El Parque,17901.013473052684
2027-08,8,Estudiante,Lomas Coloradas,Lomas Coloradas,31352.718005305487
2027-08,8,Estudiante,Lomas Coloradas,C. Raúl Silva H.,60762.16841045925
2027-08,8,Estudiante,Lomas Coloradas,Hito Galvarino,46049.67083765687
2027-08,8,Estudiante,Lomas Coloradas,Los Canelos,140023.29907493066
2027-08,8,Estudiante,Lomas Coloradas,Huinca,82456.17758784808
2027-08,8,Estudiante,Lomas Coloradas,Cristo Redentor,95743.1312183987
2027-08,8,Estudiante,Lomas Coloradas,Laguna Quiñenco,98732.04098501414
2027-08,8,Estudiante,Lomas Coloradas,Intermodal Coronel,105514.65554834236
2027-08,8,Estudiante,Lomas Coloradas,Pasajero Lota,0.0
2027-08,8,Estudiante,Lomas Coloradas,Concepción Centro,0.0
2027-08,8,Estudiante,C. Raúl Silva H.,Hualqui,5060.74143742735
2027-08,8,Estudiante,C. Raúl Silva H.,La Leonera,4405.176624646131
2027-08,8,Estudiante,C. Raúl Silva H.,Manquimávida,2924.6803081064327
2027-08,8,Estudiante,C. Raúl Silva H.,Pedro Medina,5145.825728982837
2027-08,8,Estudiante,C. Raúl Silva H.,Chiguayante,7008.566622266014
2027-08,8,Estudiante,C. Raúl Silva H.,Concepción,1313064.141624375
2027-08,8,Estudiante,C. Raúl Silva H.,Lorenzo Arenas,8199.506620615826
2027-08,8,Estudiante,C. Raúl Silva H.,UTFSM,40342.165664918975
2027-08,8,Estudiante,C. Raúl Silva H.,Los Cóndores,10953.709765603167
2027-08,8,Estudiante,C. Raúl Silva H.,Higueras,19251.828733533373
2027-08,8,Estudiante,C. Raúl Silva H.,El Arenal,6699.608448798087
2027-08,8,Estudiante,C. Raúl Silva H.,Mercado,5363.21856148736
2027-08,8,Estudiante,C. Raúl Silva H.,Juan Pablo II,210943.22966827633
2027-08,8,Estudiante,C. Raúl Silva H.,Diagonal Biobío,196253.8228488581
2027-08,8,Estudiante,C. Raúl Silva H.,Alborada,16611.103212823626
2027-08,8,Estudiante,C. Raúl Silva H.,Costa Mar,56493.98058325647
2027-08,8,Estudiante,C. Raúl Silva H.,El Parque,11547.000234418485
2027-08,8,Estudiante,C. Raúl Silva H.,Lomas Coloradas,63296.38760644906
2027-08,8,Estudiante,C. Raúl Silva H.,C. Raúl Silva H.,18465.15236914575
2027-08,8,Estudiante,C. Raúl Silva H.,Hito Galvarino,19865.699276344385
2027-08,8,Estudiante,C. Raúl Silva H.,Los Canelos,113980.96204501558
2027-08,8,Estudiante,C. Raúl Silva H.,Huinca,44303.304482537744
2027-08,8,Estudiante,C. Raúl Silva H.,Cristo Redentor,56444.071423584035
2027-08,8,Estudiante,C. Raúl Silva H.,Laguna Quiñenco,54990.06846471554
2027-08,8,Estudiante,C. Raúl Silva H.,Intermodal Coronel,80393.36706796632
2027-08,8,Estudiante,C. Raúl Silva H.,Pasajero Lota,0.0
2027-08,8,Estudiante,C. Raúl Silva H.,Concepción Centro,0.0
2027-08,8,Estudiante,Hito Galvarino,Hualqui,5061.485486457185
2027-08,8,Estudiante,Hito Galvarino,La Leonera,1847.1368836343797
2027-08,8,Estudiante,Hito Galvarino,Manquimávida,4450.2036386004675
2027-08,8,Estudiante,Hito Galvarino,Pedro Medina,7504.5975866261815
2027-08,8,Estudiante,Hito Galvarino,Chiguayante,4338.884448674317
2027-08,8,Estudiante,Hito Galvarino,Concepción,1281819.0008424588
2027-08,8,Estudiante,Hito Galvarino,Lorenzo Arenas,9376.12358447458
2027-08,8,Estudiante,Hito Galvarino,UTFSM,40731.74793131182
2027-08,8,Estudiante,Hito Galvarino,Los Cóndores,13859.940682904393
2027-08,8,Estudiante,Hito Galvarino,Higueras,6047.862458586795
2027-08,8,Estudiante,Hito Galvarino,El Arenal,7845.456005436805
2027-08,8,Estudiante,Hito Galvarino,Mercado,8905.751564341219
2027-08,8,Estudiante,Hito Galvarino,Juan Pablo II,101874.17073097898
2027-08,8,Estudiante,Hito Galvarino,Diagonal Biobío,111674.76244302418
2027-08,8,Estudiante,Hito Galvarino,Alborada,6900.41233777173
2027-08,8,Estudiante,Hito Galvarino,Costa Mar,56465.117121080584
2027-08,8,Estudiante,Hito Galvarino,El Parque,8992.657583451924
2027-08,8,Estudiante,Hito Galvarino,Lomas Coloradas,32193.684109250233
2027-08,8,Estudiante,Hito Galvarino,C. Raúl Silva H.,18233.077849494897
2027-08,8,Estudiante,Hito Galvarino,Hito Galvarino,10616.286500864388
2027-08,8,Estudiante,Hito Galvarino,Los Canelos,37920.252429954555
2027-08,8,Estudiante,Hito Galvarino,Huinca,24638.38946441411
2027-08,8,Estudiante,Hito Galvarino,Cristo Redentor,33728.71047725012
2027-08,8,Estudiante,Hito Galvarino,Laguna Quiñenco,35979.74796555261
2027-08,8,Estudiante,Hito Galvarino,Intermodal Coronel,37803.62329073367
2027-08,8,Estudiante,Hito Galvarino,Pasajero Lota,0.0
2027-08,8,Estudiante,Hito Galvarino,Concepción Centro,0.0
2027-08,8,Estudiante,Los Canelos,Hualqui,15504.048210202911
2027-08,8,Estudiante,Los Canelos,La Leonera,12705.188665985113
2027-08,8,Estudiante,Los Canelos,Manquimávida,8455.519324992982
2027-08,8,Estudiante,Los Canelos,Pedro Medina,8154.793017062114
2027-08,8,Estudiante,Los Canelos,Chiguayante,6956.414210891266
2027-08,8,Estudiante,Los Canelos,Concepción,3240835.5089234374
2027-08,8,Estudiante,Los Canelos,Lorenzo Arenas,13401.243072909538
2027-08,8,Estudiante,Los Canelos,UTFSM,78818.41124677921
2027-08,8,Estudiante,Los Canelos,Los Cóndores,33427.12785970419
2027-08,8,Estudiante,Los Canelos,Higueras,32937.805021153894
2027-08,8,Estudiante,Los Canelos,El Arenal,4466.190106131396
2027-08,8,Estudiante,Los Canelos,Mercado,9781.143405690173
2027-08,8,Estudiante,Los Canelos,Juan Pablo II,289478.2476179531
2027-08,8,Estudiante,Los Canelos,Diagonal Biobío,244280.66860215575
2027-08,8,Estudiante,Los Canelos,Alborada,17367.24705779604
2027-08,8,Estudiante,Los Canelos,Costa Mar,201381.38940557104
2027-08,8,Estudiante,Los Canelos,El Parque,27055.053988225176
2027-08,8,Estudiante,Los Canelos,Lomas Coloradas,124632.98210637788
2027-08,8,Estudiante,Los Canelos,C. Raúl Silva H.,118305.48036145544
2027-08,8,Estudiante,Los Canelos,Hito Galvarino,43537.1329507693
2027-08,8,Estudiante,Los Canelos,Los Canelos,30243.270993064685
2027-08,8,Estudiante,Los Canelos,Huinca,32355.338902877364
2027-08,8,Estudiante,Los Canelos,Cristo Redentor,81875.86690678884
2027-08,8,Estudiante,Los Canelos,Laguna Quiñenco,120614.65365173713
2027-08,8,Estudiante,Los Canelos,Intermodal Coronel,112610.5410271068
2027-08,8,Estudiante,Los Canelos,Pasajero Lota,0.0
2027-08,8,Estudiante,Los Canelos,Concepción Centro,0.0
2027-08,8,Estudiante,Huinca,Hualqui,11862.682713726363
2027-08,8,Estudiante,Huinca,La Leonera,3062.179381912606
2027-08,8,Estudiante,Huinca,Manquimávida,4174.980369892977
2027-08,8,Estudiante,Huinca,Pedro Medina,2307.5568684085083
2027-08,8,Estudiante,Huinca,Chiguayante,4039.4056160723158
2027-08,8,Estudiante,Huinca,Concepción,1936478.3548142365
2027-08,8,Estudiante,Huinca,Lorenzo Arenas,4771.880387088747
2027-08,8,Estudiante,Huinca,UTFSM,60194.68836142857
2027-08,8,Estudiante,Huinca,Los Cóndores,11044.243530262678
2027-08,8,Estudiante,Huinca,Higueras,11079.4458544417
2027-08,8,Estudiante,Huinca,El Arenal,2420.6770792344205
2027-08,8,Estudiante,Huinca,Mercado,5480.71129723
2027-08,8,Estudiante,Huinca,Juan Pablo II,186960.35815510066
2027-08,8,Estudiante,Huinca,Diagonal Biobío,133251.78466350096
2027-08,8,Estudiante,Huinca,Alborada,29201.461518905853
2027-08,8,Estudiante,Huinca,Costa Mar,123358.80288913319
2027-08,8,Estudiante,Huinca,El Parque,18579.847299113015
2027-08,8,Estudiante,Huinca,Lomas Coloradas,70425.30868846305
2027-08,8,Estudiante,Huinca,C. Raúl Silva H.,41404.02984894808
2027-08,8,Estudiante,Huinca,Hito Galvarino,24799.488020207074
2027-08,8,Estudiante,Huinca,Los Canelos,30505.13683144329
2027-08,8,Estudiante,Huinca,Huinca,14106.342125051002
2027-08,8,Estudiante,Huinca,Cristo Redentor,25500.090678740115
2027-08,8,Estudiante,Huinca,Laguna Quiñenco,59985.2835860811
2027-08,8,Estudiante,Huinca,Intermodal Coronel,44000.773848480894
2027-08,8,Estudiante,Huinca,Pasajero Lota,0.0
2027-08,8,Estudiante,Huinca,Concepción Centro,0.0
2027-08,8,Estudiante,Cristo Redentor,Hualqui,15018.43764655581
2027-08,8,Estudiante,Cristo Redentor,La Leonera,6862.928747813246
2027-08,8,Estudiante,Cristo Redentor,Manquimávida,6274.999643429901
2027-08,8,Estudiante,Cristo Redentor,Pedro Medina,4536.183593104913
