periodo,mes,tipo_pasajero,origen,destino,ingresos_proyectados
2027-03,3,Normal,Higueras,Costa Mar,292887.67439264356
2027-03,3,Normal,Higueras,El Parque,133129.16268584653
2027-03,3,Normal,Higueras,Lomas Coloradas,352701.831632099
2027-03,3,Normal,Higueras,C. Raúl Silva H.,206092.12182824974
2027-03,3,Normal,Higueras,Hito Galvarino,197347.4605296184
2027-03,3,Normal,Higueras,Los Canelos,354873.80965264275
2027-03,3,Normal,Higueras,Huinca,206504.5375039311
2027-03,3,Normal,Higueras,Cristo Redentor,296632.23742636153
2027-03,3,Normal,Higueras,Laguna Quiñenco,299496.12517364055
2027-03,3,Normal,Higueras,Intermodal Coronel,465623.35409267544
2027-03,3,Normal,Higueras,Pasajero Lota,0.0
2027-03,3,Normal,Higueras,Concepción Centro,0.0
2027-03,3,Normal,El Arenal,Hualqui,277233.21494433563
2027-03,3,Normal,El Arenal,La Leonera,185645.3694593677
2027-03,3,Normal,El Arenal,Manquimávida,179255.3317869662
2027-03,3,Normal,El Arenal,Pedro Medina,112365.26812540268
2027-03,3,Normal,El Arenal,Chiguayante,174977.99535236435
2027-03,3,Normal,El Arenal,Concepción,1348423.533871796
2027-03,3,Normal,El Arenal,Lorenzo Arenas,121716.78392110509
2027-03,3,Normal,El Arenal,UTFSM,100158.96353405996
2027-03,3,Normal,El Arenal,Los Cóndores,78849.31984586162
2027-03,3,Normal,El Arenal,Higueras,54231.816003927655
2027-03,3,Normal,El Arenal,El Arenal,18911.321049101007
2027-03,3,Normal,El Arenal,Mercado,24026.26062046534
2027-03,3,Normal,El Arenal,Juan Pablo II,166473.22360198217
2027-03,3,Normal,El Arenal,Diagonal Biobío,105456.54583850938
2027-03,3,Normal,El Arenal,Alborada,65188.8837886351
2027-03,3,Normal,El Arenal,Costa Mar,200874.73720319895
2027-03,3,Normal,El Arenal,El Parque,94624.64110789559
2027-03,3,Normal,El Arenal,Lomas Coloradas,179946.07026160613
2027-03,3,Normal,El Arenal,C. Raúl Silva H.,101247.99631273872
2027-03,3,Normal,El Arenal,Hito Galvarino,154647.6597198691
2027-03,3,Normal,El Arenal,Los Canelos,239057.54793218497
2027-03,3,Normal,El Arenal,Huinca,113981.13365549927
2027-03,3,Normal,El Arenal,Cristo Redentor,174723.1874520488
2027-03,3,Normal,El Arenal,Laguna Quiñenco,183240.91226487246
2027-03,3,Normal,El Arenal,Intermodal Coronel,351604.1463864699
2027-03,3,Normal,El Arenal,Pasajero Lota,0.0
2027-03,3,Normal,El Arenal,Concepción Centro,0.0
2027-03,3,Normal,Mercado,Hualqui,377715.44031732675
2027-03,3,Normal,Mercado,La Leonera,312001.42139824707
2027-03,3,Normal,Mercado,Manquimávida,292736.4055899101
2027-03,3,Normal,Mercado,Pedro Medina,254451.59429093683
2027-03,3,Normal,Mercado,Chiguayante,424053.81753797724
2027-03,3,Normal,Mercado,Concepción,1798121.3820002996
2027-03,3,Normal,Mercado,Lorenzo Arenas,213660.60362185264
2027-03,3,Normal,Mercado,UTFSM,220550.7195456553
2027-03,3,Normal,Mercado,Los Cóndores,129683.24232498938
2027-03,3,Normal,Mercado,Higueras,161777.85634380148
2027-03,3,Normal,Mercado,El Arenal,30213.256507664188
2027-03,3,Normal,Mercado,Mercado,32748.453679256472
2027-03,3,Normal,Mercado,Juan Pablo II,203807.9682507675
2027-03,3,Normal,Mercado,Diagonal Biobío,171479.16162081447
2027-03,3,Normal,Mercado,Alborada,71374.6143119747
2027-03,3,Normal,Mercado,Costa Mar,324459.7641950639
2027-03,3,Normal,Mercado,El Parque,119432.24030444649
2027-03,3,Normal,Mercado,Lomas Coloradas,311512.3034834594
2027-03,3,Normal,Mercado,C. Raúl Silva H.,313574.20193592913
2027-03,3,Normal,Mercado,Hito Galvarino,222803.64321521646
2027-03,3,Normal,Mercado,Los Canelos,414891.74994576647
2027-03,3,Normal,Mercado,Huinca,174459.00396290777
2027-03,3,Normal,Mercado,Cristo Redentor,324301.5604911425
2027-03,3,Normal,Mercado,Laguna Quiñenco,302783.80462870013
2027-03,3,Normal,Mercado,Intermodal Coronel,515884.1775606417
2027-03,3,Normal,Mercado,Pasajero Lota,0.0
2027-03,3,Normal,Mercado,Concepción Centro,0.0
2027-03,3,Normal,Juan Pablo II,Hualqui,320487.3543538311
2027-03,3,Normal,Juan Pablo II,La Leonera,242483.10474066608
2027-03,3,Normal,Juan Pablo II,Manquimávida,234887.59632214805
2027-03,3,Normal,Juan Pablo II,Pedro Medina,180171.7212661288
2027-03,3,Normal,Juan Pablo II,Chiguayante,214518.39479750907
2027-03,3,Normal,Juan Pablo II,Concepción,2405652.0148044466
2027-03,3,Normal,Juan Pablo II,Lorenzo Arenas,61499.52400204856
2027-03,3,Normal,Juan Pablo II,UTFSM,132771.8840566606
2027-03,3,Normal,Juan Pablo II,Los Cóndores,144421.8790895014
2027-03,3,Normal,Juan Pablo II,Higueras,154305.5244811238
2027-03,3,Normal,Juan Pablo II,El Arenal,103221.56460960675
2027-03,3,Normal,Juan Pablo II,Mercado,124291.51967204458
2027-03,3,Normal,Juan Pablo II,Juan Pablo II,106332.0086295105
2027-03,3,Normal,Juan Pablo II,Diagonal Biobío,256296.84091697025
2027-03,3,Normal,Juan Pablo II,Alborada,281777.2323582461
2027-03,3,Normal,Juan Pablo II,Costa Mar,1427441.534461172
2027-03,3,Normal,Juan Pablo II,El Parque,445298.0737505752
2027-03,3,Normal,Juan Pablo II,Lomas Coloradas,1964498.536840145
2027-03,3,Normal,Juan Pablo II,C. Raúl Silva H.,1315250.1520853508
2027-03,3,Normal,Juan Pablo II,Hito Galvarino,844154.0201121382
2027-03,3,Normal,Juan Pablo II,Los Canelos,1981956.4410641794
2027-03,3,Normal,Juan Pablo II,Huinca,1118405.9062990497
2027-03,3,Normal,Juan Pablo II,Cristo Redentor,1670662.2421886702
2027-03,3,Normal,Juan Pablo II,Laguna Quiñenco,1716740.8492263397
2027-03,3,Normal,Juan Pablo II,Intermodal Coronel,2357339.9916512705
2027-03,3,Normal,Juan Pablo II,Pasajero Lota,0.0
2027-03,3,Normal,Juan Pablo II,Concepción Centro,0.0
2027-03,3,Normal,Diagonal Biobío,Hualqui,155042.6497414867
2027-03,3,Normal,Diagonal Biobío,La Leonera,153942.37641637126
2027-03,3,Normal,Diagonal Biobío,Manquimávida,106497.47147687174
2027-03,3,Normal,Diagonal Biobío,Pedro Medina,108241.81217233896
2027-03,3,Normal,Diagonal Biobío,Chiguayante,211172.94000539015
2027-03,3,Normal,Diagonal Biobío,Concepción,2578584.2009682385
2027-03,3,Normal,Diagonal Biobío,Lorenzo Arenas,77261.81253520223
2027-03,3,Normal,Diagonal Biobío,UTFSM,103779.22610848708
2027-03,3,Normal,Diagonal Biobío,Los Cóndores,144420.20839155966
2027-03,3,Normal,Diagonal Biobío,Higueras,145980.89133391707
2027-03,3,Normal,Diagonal Biobío,El Arenal,89900.88347352596
2027-03,3,Normal,Diagonal Biobío,Mercado,138175.82216511585
2027-03,3,Normal,Diagonal Biobío,Juan Pablo II,256441.6517426667
2027-03,3,Normal,Diagonal Biobío,Diagonal Biobío,143528.52051874364
2027-03,3,Normal,Diagonal Biobío,Alborada,387315.8723656511
2027-03,3,Normal,Diagonal Biobío,Costa Mar,1339866.1755530708
2027-03,3,Normal,Diagonal Biobío,El Parque,551495.4330286807
2027-03,3,Normal,Diagonal Biobío,Lomas Coloradas,1700168.740443995
2027-03,3,Normal,Diagonal Biobío,C. Raúl Silva H.,1157177.5484084117
2027-03,3,Normal,Diagonal Biobío,Hito Galvarino,696994.3814512774
2027-03,3,Normal,Diagonal Biobío,Los Canelos,1343395.958455201
2027-03,3,Normal,Diagonal Biobío,Huinca,809009.3296881707
2027-03,3,Normal,Diagonal Biobío,Cristo Redentor,1111101.8329363044
2027-03,3,Normal,Diagonal Biobío,Laguna Quiñenco,1177533.5531171504
2027-03,3,Normal,Diagonal Biobío,Intermodal Coronel,1897506.8981994065
2027-03,3,Normal,Diagonal Biobío,Pasajero Lota,0.0
2027-03,3,Normal,Diagonal Biobío,Concepción Centro,0.0
2027-03,3,Normal,Alborada,Hualqui,96165.04456379087
2027-03,3,Normal,Alborada,La Leonera,67068.75724196524
2027-03,3,Normal,Alborada,Manquimávida,54747.92700218342
2027-03,3,Normal,Alborada,Pedro Medina,43815.5474132827
2027-03,3,Normal,Alborada,Chiguayante,60539.42684742756
2027-03,3,Normal,Alborada,Concepción,1923968.6494587602
2027-03,3,Normal,Alborada,Lorenzo Arenas,41104.87864354244
2027-03,3,Normal,Alborada,UTFSM,71023.34879166051
2027-03,3,Normal,Alborada,Los Cóndores,67106.04951253772
2027-03,3,Normal,Alborada,Higueras,73595.8121532391
2027-03,3,Normal,Alborada,El Arenal,49636.46667297825
2027-03,3,Normal,Alborada,Mercado,39875.66296621115
2027-03,3,Normal,Alborada,Juan Pablo II,365389.91347371665
2027-03,3,Normal,Alborada,Diagonal Biobío,439796.6032330344
2027-03,3,Normal,Alborada,Alborada,68111.68274469668
2027-03,3,Normal,Alborada,Costa Mar,123487.09760298891
2027-03,3,Normal,Alborada,El Parque,122707.50971581941
2027-03,3,Normal,Alborada,Lomas Coloradas,518608.9376670192
2027-03,3,Normal,Alborada,C. Raúl Silva H.,271145.3255215825
2027-03,3,Normal,Alborada,Hito Galvarino,256747.7641963925
2027-03,3,Normal,Alborada,Los Canelos,453320.0836234894
2027-03,3,Normal,Alborada,Huinca,273371.8559133716
2027-03,3,Normal,Alborada,Cristo Redentor,417524.20436928264
2027-03,3,Normal,Alborada,Laguna Quiñenco,513172.10388987017
2027-03,3,Normal,Alborada,Intermodal Coronel,554702.4815247245
2027-03,3,Normal,Alborada,Pasajero Lota,0.0
2027-03,3,Normal,Alborada,Concepción Centro,0.0
2027-03,3,Normal,Costa Mar,Hualqui,271577.5550340456
2027-03,3,Normal,Costa Mar,La Leonera,207218.66297613486
2027-03,3,Normal,Costa Mar,Manquimávida,169320.18232560944
2027-03,3,Normal,Costa Mar,Pedro Medina,193228.57379226328
2027-03,3,Normal,Costa Mar,Chiguayante,285727.9489278561
2027-03,3,Normal,Costa Mar,Concepción,9778399.16751019
2027-03,3,Normal,Costa Mar,Lorenzo Arenas,278999.4687273633
2027-03,3,Normal,Costa Mar,UTFSM,370454.1502933546
2027-03,3,Normal,Costa Mar,Los Cóndores,316595.5706752241
2027-03,3,Normal,Costa Mar,Higueras,333963.5627203588
2027-03,3,Normal,Costa Mar,El Arenal,240075.66008446625
2027-03,3,Normal,Costa Mar,Mercado,294217.0257269815
2027-03,3,Normal,Costa Mar,Juan Pablo II,1795300.5945298998
2027-03,3,Normal,Costa Mar,Diagonal Biobío,1518039.4756506318
2027-03,3,Normal,Costa Mar,Alborada,137603.3698658333
2027-03,3,Normal,Costa Mar,Costa Mar,317511.2419865429
2027-03,3,Normal,Costa Mar,El Parque,421720.6344471881
2027-03,3,Normal,Costa Mar,Lomas Coloradas,1674432.324581186
2027-03,3,Normal,Costa Mar,C. Raúl Silva H.,824620.7137728558
2027-03,3,Normal,Costa Mar,Hito Galvarino,878148.4762719736
2027-03,3,Normal,Costa Mar,Los Canelos,1970630.7025579347
2027-03,3,Normal,Costa Mar,Huinca,1119671.4908229366
2027-03,3,Normal,Costa Mar,Cristo Redentor,1742413.1200241197
2027-03,3,Normal,Costa Mar,Laguna Quiñenco,2002513.7317702004
2027-03,3,Normal,Costa Mar,Intermodal Coronel,2375481.7487535086
2027-03,3,Normal,Costa Mar,Pasajero Lota,0.0
2027-03,3,Normal,Costa Mar,Concepción Centro,0.0
2027-03,3,Normal,El Parque,Hualqui,179815.63199460148
2027-03,3,Normal,El Parque,La Leonera,167405.64174611427
2027-03,3,Normal,El Parque,Manquimávida,117790.84050491476
2027-03,3,Normal,El Parque,Pedro Medina,109384.50240557302
2027-03,3,Normal,El Parque,Chiguayante,128874.78699266064
2027-03,3,Normal,El Parque,Concepción,4830638.2657451015
2027-03,3,Normal,El Parque,Lorenzo Arenas,74484.21495488819
2027-03,3,Normal,El Parque,UTFSM,130378.72981023345
2027-03,3,Normal,El Parque,Los Cóndores,167157.1335601175
2027-03,3,Normal,El Parque,Higueras,143589.03964236288
2027-03,3,Normal,El Parque,El Arenal,107833.87143368309
2027-03,3,Normal,El Parque,Mercado,146415.32655546858
2027-03,3,Normal,El Parque,Juan Pablo II,626713.166794184
2027-03,3,Normal,El Parque,Diagonal Biobío,693587.8491187097
2027-03,3,Normal,El Parque,Alborada,118537.91806307223
2027-03,3,Normal,El Parque,Costa Mar,384513.75691309286
2027-03,3,Normal,El Parque,El Parque,94210.68634367951
2027-03,3,Normal,El Parque,Lomas Coloradas,557770.0122272251
2027-03,3,Normal,El Parque,C. Raúl Silva H.,351177.47626487
2027-03,3,Normal,El Parque,Hito Galvarino,296960.58735512226
2027-03,3,Normal,El Parque,Los Canelos,946408.0064580749
2027-03,3,Normal,El Parque,Huinca,625400.9030866435
2027-03,3,Normal,El Parque,Cristo Redentor,936964.9301654724
2027-03,3,Normal,El Parque,Laguna Quiñenco,1109781.5064010362
2027-03,3,Normal,El Parque,Intermodal Coronel,1084525.5401561088
2027-03,3,Normal,El Parque,Pasajero Lota,0.0
2027-03,3,Normal,El Parque,Concepción Centro,0.0
2027-03,3,Normal,Lomas Coloradas,Hualqui,271822.66904018144
2027-03,3,Normal,Lomas Coloradas,La Leonera,257634.81522392508
2027-03,3,Normal,Lomas Coloradas,Manquimávida,194577.38076431127
2027-03,3,Normal,Lomas Coloradas,Pedro Medina,159189.08596232298
2027-03,3,Normal,Lomas Coloradas,Chiguayante,321995.10489627166
2027-03,3,Normal,Lomas Coloradas,Concepción,14947258.428388719
2027-03,3,Normal,Lomas Coloradas,Lorenzo Arenas,213695.9716322407
2027-03,3,Normal,Lomas Coloradas,UTFSM,282141.2418750973
2027-03,3,Normal,Lomas Coloradas,Los Cóndores,347505.0750988399
2027-03,3,Normal,Lomas Coloradas,Higueras,404285.3556743498
2027-03,3,Normal,Lomas Coloradas,El Arenal,211112.92334985881
2027-03,3,Normal,Lomas Coloradas,Mercado,299659.6494418486
2027-03,3,Normal,Lomas Coloradas,Juan Pablo II,2426480.0612168126
2027-03,3,Normal,Lomas Coloradas,Diagonal Biobío,1875830.3844800815
2027-03,3,Normal,Lomas Coloradas,Alborada,451460.5914944164
2027-03,3,Normal,Lomas Coloradas,Costa Mar,1396032.0023645065
2027-03,3,Normal,Lomas Coloradas,El Parque,458432.9485889057
2027-03,3,Normal,Lomas Coloradas,Lomas Coloradas,365779.45493213827
2027-03,3,Normal,Lomas Coloradas,C. Raúl Silva H.,726126.9295806582
2027-03,3,Normal,Lomas Coloradas,Hito Galvarino,706083.285231636
2027-03,3,Normal,Lomas Coloradas,Los Canelos,1847385.6176993975
2027-03,3,Normal,Lomas Coloradas,Huinca,1201433.0357589026
2027-03,3,Normal,Lomas Coloradas,Cristo Redentor,1609674.1288116786
2027-03,3,Normal,Lomas Coloradas,Laguna Quiñenco,1727200.9660118998
2027-03,3,Normal,Lomas Coloradas,Intermodal Coronel,2403478.415373769
2027-03,3,Normal,Lomas Coloradas,Pasajero Lota,0.0
2027-03,3,Normal,Lomas Coloradas,Concepción Centro,0.0
2027-03,3,Normal,C. Raúl Silva H.,Hualqui,158142.9857063015
2027-03,3,Normal,C. Raúl Silva H.,La Leonera,149964.8715572973
2027-03,3,Normal,C. Raúl Silva H.,Manquimávida,106499.69186617494
2027-03,3,Normal,C. Raúl Silva H.,Pedro Medina,93997.41409234914
2027-03,3,Normal,C. Raúl Silva H.,Chiguayante,148109.32556831292
2027-03,3,Normal,C. Raúl Silva H.,Concepción,10009348.878616625
2027-03,3,Normal,C. Raúl Silva H.,Lorenzo Arenas,209518.02362412645
2027-03,3,Normal,C. Raúl Silva H.,UTFSM,246079.20522623736
2027-03,3,Normal,C. Raúl Silva H.,Los Cóndores,221811.45837038683
2027-03,3,Normal,C. Raúl Silva H.,Higueras,253537.46117183976
2027-03,3,Normal,C. Raúl Silva H.,El Arenal,134315.04731567818
2027-03,3,Normal,C. Raúl Silva H.,Mercado,334487.3813876802
2027-03,3,Normal,C. Raúl Silva H.,Juan Pablo II,1827314.6776028813
2027-03,3,Normal,C. Raúl Silva H.,Diagonal Biobío,1432369.8216261526
2027-03,3,Normal,C. Raúl Silva H.,Alborada,273623.8273529402
2027-03,3,Normal,C. Raúl Silva H.,Costa Mar,695308.9111549457
2027-03,3,Normal,C. Raúl Silva H.,El Parque,323771.9469492199
2027-03,3,Normal,C. Raúl Silva H.,Lomas Coloradas,660886.4873003109
2027-03,3,Normal,C. Raúl Silva H.,C. Raúl Silva H.,247244.2940671211
2027-03,3,Normal,C. Raúl Silva H.,Hito Galvarino,393111.68918032665
2027-03,3,Normal,C. Raúl Silva H.,Los Canelos,1019461.1632748864
2027-03,3,Normal,C. Raúl Silva H.,Huinca,617901.4471122094
2027-03,3,Normal,C. Raúl Silva H.,Cristo Redentor,897437.8385044255
2027-03,3,Normal,C. Raúl Silva H.,Laguna Quiñenco,1087896.609186402
2027-03,3,Normal,C. Raúl Silva H.,Intermodal Coronel,1500590.5577577753
2027-03,3,Normal,C. Raúl Silva H.,Pasajero Lota,0.0
2027-03,3,Normal,C. Raúl Silva H.,Concepción Centro,0.0
2027-03,3,Normal,Hito Galvarino,Hualqui,174297.00520512054
2027-03,3,Normal,Hito Galvarino,La Leonera,143407.5000226126
2027-03,3,Normal,Hito Galvarino,Manquimávida,124423.96793983533
2027-03,3,Normal,Hito Galvarino,Pedro Medina,135214.03400307943
2027-03,3,Normal,Hito Galvarino,Chiguayante,125750.70196175917
2027-03,3,Normal,Hito Galvarino,Concepción,8671248.389249273
2027-03,3,Normal,Hito Galvarino,Lorenzo Arenas,161392.96006918667
2027-03,3,Normal,Hito Galvarino,UTFSM,183925.54470487003
2027-03,3,Normal,Hito Galvarino,Los Cóndores,245418.08262741362
2027-03,3,Normal,Hito Galvarino,Higueras,212311.4285046961
2027-03,3,Normal,Hito Galvarino,El Arenal,156993.60126968886
2027-03,3,Normal,Hito Galvarino,Mercado,234070.49818412733
2027-03,3,Normal,Hito Galvarino,Juan Pablo II,1061197.6259523123
2027-03,3,Normal,Hito Galvarino,Diagonal Biobío,793481.1250592842
2027-03,3,Normal,Hito Galvarino,Alborada,285461.26728801813
2027-03,3,Normal,Hito Galvarino,Costa Mar,762738.9200991176
2027-03,3,Normal,Hito Galvarino,El Parque,270541.33545532456
2027-03,3,Normal,Hito Galvarino,Lomas Coloradas,568373.4216799495
2027-03,3,Normal,Hito Galvarino,C. Raúl Silva H.,377994.11107678583
2027-03,3,Normal,Hito Galvarino,Hito Galvarino,104487.07445337407
2027-03,3,Normal,Hito Galvarino,Los Canelos,524637.8595303728
2027-03,3,Normal,Hito Galvarino,Huinca,335343.9322869273
2027-03,3,Normal,Hito Galvarino,Cristo Redentor,628431.1064358038
2027-03,3,Normal,Hito Galvarino,Laguna Quiñenco,790434.7045871961
2027-03,3,Normal,Hito Galvarino,Intermodal Coronel,626426.1823321108
2027-03,3,Normal,Hito Galvarino,Pasajero Lota,0.0
2027-03,3,Normal,Hito Galvarino,Concepción Centro,0.0
2027-03,3,Normal,Los Canelos,Hualqui,316756.7842009877
2027-03,3,Normal,Los Canelos,La Leonera,215818.90802009375
2027-03,3,Normal,Los Canelos,Manquimávida,248843.4371551405
2027-03,3,Normal,Los Canelos,Pedro Medina,184643.0345577353
2027-03,3,Normal,Los Canelos,Chiguayante,275146.99849998095
2027-03,3,Normal,Los Canelos,Concepción,21636461.657705728
2027-03,3,Normal,Los Canelos,Lorenzo Arenas,306037.7742557081
2027-03,3,Normal,Los Canelos,UTFSM,383048.49430209404
2027-03,3,Normal,Los Canelos,Los Cóndores,471642.3030877322
2027-03,3,Normal,Los Canelos,Higueras,357433.4944103107
2027-03,3,Normal,Los Canelos,El Arenal,266944.61714267085
2027-03,3,Normal,Los Canelos,Mercado,388856.9052387641
2027-03,3,Normal,Los Canelos,Juan Pablo II,2649533.596098388
2027-03,3,Normal,Los Canelos,Diagonal Biobío,1530148.5079678427
2027-03,3,Normal,Los Canelos,Alborada,452128.84615026583
2027-03,3,Normal,Los Canelos,Costa Mar,1798028.355876987
2027-03,3,Normal,Los Canelos,El Parque,888511.2686225795
2027-03,3,Normal,Los Canelos,Lomas Coloradas,1722248.3143399893
2027-03,3,Normal,Los Canelos,C. Raúl Silva H.,995620.8564527117
2027-03,3,Normal,Los Canelos,Hito Galvarino,689578.8682261265
2027-03,3,Normal,Los Canelos,Los Canelos,386582.0657969678
2027-03,3,Normal,Los Canelos,Huinca,335860.0674444287
2027-03,3,Normal,Los Canelos,Cristo Redentor,918931.2485425012
2027-03,3,Normal,Los Canelos,Laguna Quiñenco,1459760.2967951682
2027-03,3,Normal,Los Canelos,Intermodal Coronel,1658591.809593535
2027-03,3,Normal,Los Canelos,Pasajero Lota,0.0
2027-03,3,Normal,Los Canelos,Concepción Centro,0.0
2027-03,3,Normal,Huinca,Hualqui,183511.27233648853
2027-03,3,Normal,Huinca,La Leonera,116369.75958470142
2027-03,3,Normal,Huinca,Manquimávida,115261.87903937756
2027-03,3,Normal,Huinca,Pedro Medina,86338.76280574256
2027-03,3,Normal,Huinca,Chiguayante,151373.31031273594
2027-03,3,Normal,Huinca,Concepción,12852641.721260022
2027-03,3,Normal,Huinca,Lorenzo Arenas,172064.8203829398
2027-03,3,Normal,Huinca,UTFSM,262182.1488041782
2027-03,3,Normal,Huinca,Los Cóndores,168895.56173631377
2027-03,3,Normal,Huinca,Higueras,242215.9471468639
2027-03,3,Normal,Huinca,El Arenal,107936.77699997151
2027-03,3,Normal,Huinca,Mercado,193936.13511430373
2027-03,3,Normal,Huinca,Juan Pablo II,1774307.1787124688
2027-03,3,Normal,Huinca,Diagonal Biobío,1040174.4261197499
2027-03,3,Normal,Huinca,Alborada,231739.9559684816
2027-03,3,Normal,Huinca,Costa Mar,991649.8042849951
2027-03,3,Normal,Huinca,El Parque,604779.1958128212
2027-03,3,Normal,Huinca,Lomas Coloradas,1141435.0110332496
2027-03,3,Normal,Huinca,C. Raúl Silva H.,590331.2856468749
2027-03,3,Normal,Huinca,Hito Galvarino,457119.7123534271
2027-03,3,Normal,Huinca,Los Canelos,349199.9289120509
2027-03,3,Normal,Huinca,Huinca,170542.1716013184
2027-03,3,Normal,Huinca,Cristo Redentor,344726.94331917545
2027-03,3,Normal,Huinca,Laguna Quiñenco,711077.15431536
2027-03,3,Normal,Huinca,Intermodal Coronel,765275.5236998213
2027-03,3,Normal,Huinca,Pasajero Lota,0.0
2027-03,3,Normal,Huinca,Concepción Centro,0.0
2027-03,3,Normal,Cristo Redentor,Hualqui,261082.30352305077
2027-03,3,Normal,Cristo Redentor,La Leonera,186381.55723175086
2027-03,3,Normal,Cristo Redentor,Manquimávida,162852.1842341234
2027-03,3,Normal,Cristo Redentor,Pedro Medina,120480.14904153274
2027-03,3,Normal,Cristo Redentor,Chiguayante,253645.3313503237
2027-03,3,Normal,Cristo Redentor,Concepción,20689792.06582663
2027-03,3,Normal,Cristo Redentor,Lorenzo Arenas,272447.9148089618
2027-03,3,Normal,Cristo Redentor,UTFSM,414587.7991867692
2027-03,3,Normal,Cristo Redentor,Los Cóndores,313676.2423522911
2027-03,3,Normal,Cristo Redentor,Higueras,371868.09094269405
2027-03,3,Normal,Cristo Redentor,El Arenal,192607.90211424828
2027-03,3,Normal,Cristo Redentor,Mercado,355151.3814575044
2027-03,3,Normal,Cristo Redentor,Juan Pablo II,2528108.8756081616
2027-03,3,Normal,Cristo Redentor,Diagonal Biobío,1437974.4710778468
2027-03,3,Normal,Cristo Redentor,Alborada,467482.6816832796
2027-03,3,Normal,Cristo Redentor,Costa Mar,1688677.3681145255
2027-03,3,Normal,Cristo Redentor,El Parque,937065.2820644436
2027-03,3,Normal,Cristo Redentor,Lomas Coloradas,1683568.6283780376
2027-03,3,Normal,Cristo Redentor,C. Raúl Silva H.,871287.2991377099
2027-03,3,Normal,Cristo Redentor,Hito Galvarino,816777.3442393924
2027-03,3,Normal,Cristo Redentor,Los Canelos,1026855.6738931464
2027-03,3,Normal,Cristo Redentor,Huinca,387995.46274659596
2027-03,3,Normal,Cristo Redentor,Cristo Redentor,337190.10679147823
2027-03,3,Normal,Cristo Redentor,Laguna Quiñenco,903967.393065355
2027-03,3,Normal,Cristo Redentor,Intermodal Coronel,1182654.9883129138
2027-03,3,Normal,Cristo Redentor,Pasajero Lota,0.0
2027-03,3,Normal,Cristo Redentor,Concepción Centro,0.0
2027-03,3,Normal,Laguna Quiñenco,Hualqui,256297.15877705635
2027-03,3,Normal,Laguna Quiñenco,La Leonera,177493.96750935097
2027-03,3,Normal,Laguna Quiñenco,Manquimávida,175478.1148557632
2027-03,3,Normal,Laguna Quiñenco,Pedro Medina,115348.8389995548
2027-03,3,Normal,Laguna Quiñenco,Chiguayante,181376.7068126522
2027-03,3,Normal,Laguna Quiñenco,Concepción,17931210.791553143
2027-03,3,Normal,Laguna Quiñenco,Lorenzo Arenas,247238.9403749333
2027-03,3,Normal,Laguna Quiñenco,UTFSM,350371.6650073176
2027-03,3,Normal,Laguna Quiñenco,Los Cóndores,330073.5758496324
2027-03,3,Normal,Laguna Quiñenco,Higueras,330048.3567472852
2027-03,3,Normal,Laguna Quiñenco,El Arenal,187793.32041551766
2027-03,3,Normal,Laguna Quiñenco,Mercado,289846.51267674385
2027-03,3,Normal,Laguna Quiñenco,Juan Pablo II,2189980.203591851
2027-03,3,Normal,Laguna Quiñenco,Diagonal Biobío,1262591.6387087475
2027-03,3,Normal,Laguna Quiñenco,Alborada,504490.8335511362
2027-03,3,Normal,Laguna Quiñenco,Costa Mar,1810713.3029029006
2027-03,3,Normal,Laguna Quiñenco,El Parque,977226.1256628513
2027-03,3,Normal,Laguna Quiñenco,Lomas Coloradas,1648684.408933716
2027-03,3,Normal,Laguna Quiñenco,C. Raúl Silva H.,974381.842406929
2027-03,3,Normal,Laguna Quiñenco,Hito Galvarino,996219.0287454259
2027-03,3,Normal,Laguna Quiñenco,Los Canelos,1656588.9172808893
2027-03,3,Normal,Laguna Quiñenco,Huinca,759764.0750419054
2027-03,3,Normal,Laguna Quiñenco,Cristo Redentor,1098075.6138801046
2027-03,3,Normal,Laguna Quiñenco,Laguna Quiñenco,263326.52045830636
2027-03,3,Normal,Laguna Quiñenco,Intermodal Coronel,674886.7263979199
2027-03,3,Normal,Laguna Quiñenco,Pasajero Lota,0.0
2027-03,3,Normal,Laguna Quiñenco,Concepción Centro,0.0
2027-03,3,Normal,Intermodal Coronel,Hualqui,494965.2905269326
2027-03,3,Normal,Intermodal Coronel,La Leonera,373658.6338913112
2027-03,3,Normal,Intermodal Coronel,Manquimávida,327023.84981971834
2027-03,3,Normal,Intermodal Coronel,Pedro Medina,248933.79870096126
2027-03,3,Normal,Intermodal Coronel,Chiguayante,411548.0706412393
2027-03,3,Normal,Intermodal Coronel,Concepción,28417631.440492913
2027-03,3,Normal,Intermodal Coronel,Lorenzo Arenas,279857.2678932995
2027-03,3,Normal,Intermodal Coronel,UTFSM,612968.5333215552
2027-03,3,Normal,Intermodal Coronel,Los Cóndores,619764.965666291
2027-03,3,Normal,Intermodal Coronel,Higueras,519014.0628055986
2027-03,3,Normal,Intermodal Coronel,El Arenal,424183.20611261996
2027-03,3,Normal,Intermodal Coronel,Mercado,487291.4219704758
2027-03,3,Normal,Intermodal Coronel,Juan Pablo II,3517513.4809717806
2027-03,3,Normal,Intermodal Coronel,Diagonal Biobío,2270254.6387184937
2027-03,3,Normal,Intermodal Coronel,Alborada,620782.5320460905
2027-03,3,Normal,Intermodal Coronel,Costa Mar,2205150.4009096907
2027-03,3,Normal,Intermodal Coronel,El Parque,1077636.9804365265
